"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","descriptor9","descriptor10","descriptor11","descriptor12","descriptor13","descriptor14","descriptor15","descriptor16","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16"
"1",0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,2,4,3,5,6,8,7,14,9,10,16,11,12,13,15
"2",1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,2,1,3,4,5,7,8,9,6,10,13,15,12,11,16,14
"3",1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,3,4,5,7,14,6,8,9,16,10,13,15,11,12
"4",0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,2,3,4,8,5,6,7,11,9,10,16,12,14,13,15
"5",0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,2,3,5,4,6,9,7,8,14,10,16,11,12,13,15
"6",0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,3,2,4,12,5,7,6,9,8,16,11,10,14,13,15
"7",0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,2,1,3,4,6,7,8,5,10,9,13,16,11,15,12,14
"8",1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,2,3,6,5,4,9,7,8,10,16,12,14,15,13,11
"9",0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,2,3,5,4,6,7,12,9,8,10,11,16,14,13,15
"10",0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,2,3,4,5,6,8,7,9,15,16,11,10,13,14,12
"11",1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,2,4,3,7,6,5,8,9,13,12,10,14,16,11,15
"12",0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,2,1,3,4,6,8,7,5,11,15,10,9,16,13,14,12
"13",0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,2,3,4,5,7,6,8,14,15,9,10,11,16,12,13
"14",0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,2,3,5,4,6,7,8,9,13,10,11,16,12,14,15
"15",1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"16",1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,2,3,7,4,5,10,6,8,13,11,9,12,14,15,16
"17",0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,2,3,4,5,7,6,10,8,9,15,13,16,12,11,14
"18",1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"19",0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,4,3,2,5,6,9,8,7,10,16,13,12,15,14,11
"20",0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,2,1,4,3,5,6,7,15,8,12,13,9,14,10,16,11
"21",0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,2,3,5,4,6,7,10,8,9,16,12,11,15,14,13
"22",1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"23",1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"24",1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,2,3,4,5,7,6,15,9,8,10,11,12,16,13,14
"25",1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,2,3,4,6,5,7,10,8,9,11,16,12,14,15,13
"26",0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,2,3,4,7,5,6,9,10,8,11,16,12,14,13,15
"27",1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"28",0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,2,3,4,5,6,7,8,11,15,9,10,13,16,12,14
"29",1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,2,3,4,5,6,15,7,9,12,14,10,8,16,13,11
"30",0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,2,3,4,5,7,6,8,10,9,15,11,13,16,14,12
"31",1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,2,3,5,4,6,7,11,8,12,14,10,9,13,15,16
"32",1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"33",1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,2,1,3,4,5,6,11,9,7,8,12,10,16,13,14,15
"34",1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"35",1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"36",1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"37",1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"38",1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"39",1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,2,4,3,5,6,9,8,7,12,10,16,15,14,11,13
"40",1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"41",1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"42",0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,2,5,3,4,6,9,12,8,15,13,7,16,14,11,10
"43",1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"44",0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,3,2,4,5,6,9,7,8,10,11,12,15,13,16,14
"45",0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,2,4,3,5,6,7,8,11,14,9,15,12,16,10,13
"46",0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,2,3,5,4,6,7,9,8,10,13,16,14,12,11,15
"47",0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,2,3,4,8,6,5,7,9,11,10,13,12,15,16,14
"48",0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,2,3,4,5,6,8,7,13,9,11,10,12,14,16,15
"49",1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"50",1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"51",0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,2,3,5,4,6,7,9,8,16,12,10,11,14,15,13
"52",1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"53",1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"54",0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,2,3,4,5,7,6,12,8,15,16,9,14,11,10,13
"55",1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,2,4,3,6,5,9,15,7,8,10,12,16,13,14,11
"56",1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,2,3,4,5,6,7,14,15,8,9,10,13,11,12,16
"57",1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"58",0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,2,5,3,4,6,9,8,7,16,15,10,14,13,12,11
"59",1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"60",1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"61",0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,2,5,4,3,8,7,6,13,9,12,11,16,14,10,15
"62",0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,2,3,4,5,6,7,9,13,8,10,12,11,15,14,16
"63",1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"64",1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"65",1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"66",1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"67",1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"68",0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,2,4,3,5,6,8,7,9,10,11,12,13,16,15,14
"69",0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,1,2,3,5,6,4,7,8,11,10,13,9,12,15,14,16
"70",0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,2,3,4,5,7,8,9,6,16,15,12,10,13,11,14
"71",1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"72",1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,2,3,4,5,6,7,13,8,14,10,9,16,15,12,11
"73",1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,2,3,4,8,5,7,6,9,14,16,10,15,11,12,13
"74",0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,3,4,6,5,7,8,9,10,12,15,11,14,16,13
"75",1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"76",1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,2,4,3,5,7,9,10,6,8,11,13,16,14,12,15
"77",1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"78",0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,2,4,3,5,6,7,13,8,11,12,9,16,10,14,15
"79",0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,2,3,5,4,6,10,8,7,9,11,15,13,16,14,12
"80",1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"81",0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,2,3,5,4,7,6,8,9,11,10,12,16,14,13,15
"82",0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,2,3,4,5,6,7,8,9,16,14,11,12,10,15,13
"83",1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,2,3,4,5,6,11,7,10,12,8,9,13,14,16,15
"84",1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,2,6,3,4,5,7,11,8,10,9,13,12,14,15,16
"85",1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"86",1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"87",1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"88",0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,2,3,5,4,10,6,8,7,9,11,15,13,12,14,16
