"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","descriptor9","descriptor10","descriptor11","descriptor12","descriptor13","descriptor14","descriptor15","descriptor16","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16"
"1",1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"2",1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,2,4,3,5,11,16,6,7,8,10,12,13,9,15,14
"3",1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,2,4,5,3,7,6,9,8,10,13,11,16,12,15,14
"4",0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,2,4,3,5,6,7,8,16,10,15,9,11,13,14,12
"5",1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"6",0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,2,3,5,4,6,7,11,9,12,10,14,8,16,13,15
"7",0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,2,3,5,4,6,7,8,16,15,10,9,11,14,12,13
"8",1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"9",0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,2,3,5,6,4,8,7,9,10,11,12,14,16,15,13
"10",0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,2,5,3,4,7,6,8,9,16,10,11,15,12,14,13
"11",1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"12",1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,2,3,5,4,6,8,9,7,16,10,12,11,13,15,14
"13",0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,3,2,4,5,6,8,7,9,16,10,14,11,15,12,13
"14",0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,2,3,4,6,5,8,7,9,10,12,13,11,16,15,14
"15",0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,3,2,5,6,12,4,7,13,8,16,11,9,14,10,15
"16",0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,1,3,4,5,6,8,7,12,10,11,15,9,16,14,13
"17",1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"18",1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,2,3,4,5,6,7,9,11,8,12,10,16,14,13,15
"19",1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,3,2,4,6,10,5,8,9,7,15,14,11,16,12,13
"20",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,3,2,4,5,7,6,9,8,16,12,11,10,13,14,15
"21",1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,2,4,3,7,5,6,13,16,9,8,10,12,11,15,14
"22",1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,2,3,9,4,5,15,7,11,6,8,10,12,14,13,16
"23",0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,2,3,4,5,16,8,6,7,12,9,13,10,11,14,15
"24",0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,2,3,4,5,9,6,10,8,7,12,11,13,16,14,15
"25",1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,2,3,4,5,7,6,8,10,16,9,11,13,15,14,12
"26",1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,2,5,3,10,8,7,4,6,16,12,11,9,13,15,14
"27",0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,2,3,4,12,5,6,9,7,8,10,14,11,13,16,15
"28",0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,2,3,4,7,5,6,12,9,8,10,11,13,16,14,15
"29",1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,2,3,4,6,5,8,7,10,9,16,12,13,11,15,14
"30",0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,3,2,4,7,5,6,10,8,13,12,11,9,14,15,16
"31",0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,2,1,3,4,5,6,7,9,14,11,8,10,15,13,12,16
"32",1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"33",0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,2,4,3,5,8,6,7,15,9,16,10,11,14,12,13
"34",0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,2,3,4,5,7,6,11,8,9,10,12,15,16,14,13
"35",0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,2,3,4,5,6,8,9,7,13,10,16,15,11,12,14
"36",0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,2,3,4,6,7,5,8,10,9,16,12,11,15,14,13
