"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8"
"1",0,0,1,2,3,5,4,6,7,8
"2",1,1,2,1,4,3,6,5,8,7
"3",1,1,2,1,4,3,6,5,8,7
"4",0,1,1,2,3,4,5,6,8,7
"5",1,1,2,1,4,3,6,5,8,7
"6",1,0,1,2,4,3,5,7,8,6
"7",1,1,2,1,4,3,6,5,8,7
"8",1,0,1,2,3,4,5,6,8,7
"9",1,0,1,3,2,5,4,8,7,6
"10",0,0,1,2,3,4,8,5,7,6
"11",0,1,1,2,3,6,4,8,5,7
"12",0,0,2,1,3,4,6,7,5,8
"13",1,0,1,2,3,4,6,5,7,8
"14",0,0,1,2,3,4,6,5,7,8
"15",0,1,1,2,3,5,6,4,7,8
"16",0,0,1,2,4,3,5,6,7,8
"17",0,0,2,1,4,3,6,5,7,8
"18",1,1,2,1,4,3,6,5,8,7
"19",1,1,2,1,4,3,6,5,8,7
"20",1,0,1,2,3,4,5,6,8,7
"21",0,1,1,2,3,4,5,6,8,7
"22",1,0,1,2,4,3,6,7,5,8
"23",0,1,1,3,2,4,5,6,7,8
"24",1,0,1,2,3,5,4,8,6,7
"25",0,0,1,2,3,6,5,4,7,8
"26",0,1,1,3,5,2,4,6,7,8
"27",1,1,2,1,4,3,6,5,8,7
"28",1,0,1,2,3,4,5,6,7,8
"29",1,0,1,2,4,6,5,3,7,8
"30",1,0,1,2,3,5,4,6,8,7
"31",0,1,1,2,4,3,5,6,7,8
"32",0,0,1,2,3,5,7,4,8,6
"33",1,1,2,1,4,3,6,5,8,7
"34",0,1,1,2,3,6,4,7,5,8
"35",0,1,2,1,3,4,5,8,7,6
"36",1,0,1,2,3,4,6,7,8,5
"37",1,1,2,1,4,3,6,5,8,7
"38",0,0,1,2,3,4,5,6,8,7
"39",1,0,1,2,3,4,6,5,7,8
"40",0,0,1,2,3,5,4,6,7,8
"41",0,1,1,2,4,3,8,5,6,7
"42",1,1,2,1,4,3,6,5,8,7
"43",1,1,2,1,4,3,6,5,8,7
"44",0,0,1,3,2,4,6,5,8,7
"45",0,0,1,2,5,3,6,4,7,8
"46",0,0,1,2,3,5,4,6,7,8
"47",1,1,2,1,4,3,6,5,8,7
"48",0,0,1,2,3,4,5,6,7,8
"49",1,1,2,1,4,3,6,5,8,7
"50",0,0,2,1,3,4,8,5,7,6
"51",1,1,2,1,4,3,6,5,8,7
"52",1,0,1,2,3,4,5,6,8,7
"53",0,1,1,2,4,3,5,6,7,8
"54",1,1,2,1,4,3,6,5,8,7
"55",0,0,1,2,4,3,8,5,6,7
"56",1,1,2,1,4,3,6,5,8,7
"57",1,1,2,1,4,3,6,5,8,7
"58",1,1,2,1,4,3,6,5,8,7
"59",0,1,1,3,4,2,5,7,6,8
"60",1,1,2,1,4,3,6,5,8,7
"61",1,1,2,1,4,3,6,5,8,7
"62",0,1,1,2,3,4,5,8,6,7
"63",0,1,1,3,2,4,5,6,7,8
"64",0,1,1,2,3,4,7,5,6,8
"65",0,0,2,1,3,4,5,6,8,7
"66",0,0,1,2,3,5,4,7,6,8
"67",0,1,2,1,3,4,5,6,7,8
"68",0,1,1,2,3,6,4,5,8,7
"69",1,0,1,2,5,3,4,7,6,8
"70",0,1,1,2,6,3,4,8,5,7
"71",0,1,1,2,4,3,8,7,5,6
"72",1,0,1,2,4,3,5,7,6,8
"73",0,1,1,2,3,4,6,5,8,7
"74",1,1,2,1,4,3,6,5,8,7
"75",1,1,2,1,4,3,6,5,8,7
"76",0,1,1,2,3,4,6,5,7,8
"77",1,0,1,2,4,3,8,6,5,7
"78",1,0,1,3,2,4,6,5,8,7
"79",0,0,1,3,2,4,5,7,6,8
"80",0,1,1,2,3,4,5,6,8,7
"81",0,0,1,2,3,4,6,7,5,8
"82",0,1,1,2,3,4,5,7,6,8
"83",0,0,1,2,3,4,6,5,7,8
"84",1,0,1,2,3,5,4,7,6,8
"85",0,0,1,2,3,4,5,7,6,8
"86",0,0,1,2,3,4,5,7,8,6
"87",0,0,2,1,5,4,3,6,7,8
"88",0,0,1,2,3,4,6,5,7,8
"89",0,1,1,2,3,4,7,6,5,8
"90",0,0,1,2,3,4,7,5,6,8
"91",1,0,1,2,3,4,5,6,8,7
"92",0,1,2,1,3,4,7,5,8,6
"93",1,0,1,2,3,4,6,5,7,8
"94",0,0,1,2,4,3,5,8,6,7
"95",1,1,2,1,4,3,6,5,8,7
"96",1,1,2,1,4,3,6,5,8,7
"97",0,1,1,2,4,3,6,5,7,8
"98",1,0,1,2,4,3,5,6,7,8
"99",0,1,1,2,3,4,5,6,7,8
"100",0,1,1,3,2,4,5,7,6,8
