"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8"
"1",1,1,2,1,4,3,6,5,8,7
"2",1,0,1,2,3,4,5,6,8,7
"3",0,1,1,3,2,4,6,5,7,8
"4",1,0,1,2,3,5,4,7,8,6
"5",1,0,1,2,3,4,5,7,8,6
"6",0,0,1,2,3,4,5,6,8,7
"7",1,1,2,1,4,3,6,5,8,7
"8",1,0,1,2,3,5,4,7,6,8
"9",0,1,1,2,3,4,5,7,6,8
"10",0,1,1,2,3,5,6,4,7,8
"11",0,0,1,2,3,6,4,5,8,7
"12",1,0,1,2,4,3,5,8,6,7
"13",0,1,1,2,3,4,5,6,7,8
"14",1,0,1,2,3,5,4,6,8,7
"15",1,0,2,3,1,4,6,5,8,7
"16",0,1,1,2,3,4,6,5,8,7
"17",0,1,2,1,3,4,5,6,7,8
"18",1,0,1,2,3,4,5,6,7,8
"19",1,0,1,2,3,5,4,7,6,8
"20",1,1,2,1,4,3,6,5,8,7
"21",0,0,2,1,3,5,4,6,7,8
"22",1,1,2,1,4,3,6,5,8,7
"23",1,0,1,2,3,4,5,8,6,7
"24",1,1,2,1,4,3,6,5,8,7
"25",0,1,1,2,3,4,6,5,7,8
"26",1,1,2,1,4,3,6,5,8,7
"27",0,0,1,2,3,5,4,6,8,7
"28",1,0,1,2,3,4,6,7,5,8
"29",1,1,2,1,4,3,6,5,8,7
"30",1,0,1,2,4,3,5,6,7,8
"31",1,1,2,1,4,3,6,5,8,7
"32",0,0,1,2,3,4,5,6,8,7
"33",1,1,2,1,4,3,6,5,8,7
"34",1,1,2,1,4,3,6,5,8,7
"35",1,1,2,1,4,3,6,5,8,7
"36",0,1,2,1,3,5,4,6,7,8
"37",1,1,2,1,4,3,6,5,8,7
"38",0,0,1,2,3,4,6,5,8,7
"39",0,0,1,2,3,4,5,6,8,7
"40",1,1,2,1,4,3,6,5,8,7
"41",0,0,1,2,3,4,5,6,7,8
"42",0,1,1,2,3,4,5,6,7,8
"43",1,0,1,2,3,6,4,7,5,8
"44",0,1,1,2,3,4,5,7,6,8
"45",0,1,1,2,3,4,5,7,6,8
"46",0,0,1,2,3,5,4,7,6,8
"47",0,1,1,3,2,4,5,7,8,6
"48",0,1,1,2,3,4,6,5,7,8
"49",0,1,2,1,3,4,5,7,6,8
"50",0,1,2,1,4,3,5,6,7,8
"51",0,0,1,2,3,6,5,4,8,7
"52",1,1,2,1,4,3,6,5,8,7
"53",0,1,1,2,3,4,5,7,6,8
"54",1,1,2,1,4,3,6,5,8,7
"55",1,0,1,2,3,4,5,6,7,8
"56",1,1,2,1,4,3,6,5,8,7
"57",0,1,2,1,4,3,5,8,7,6
"58",1,1,2,1,4,3,6,5,8,7
"59",0,1,1,2,3,4,6,5,7,8
"60",1,1,2,1,4,3,6,5,8,7
"61",0,1,1,2,3,4,5,6,7,8
"62",0,1,1,2,4,5,3,6,7,8
"63",1,1,2,1,4,3,6,5,8,7
"64",1,1,2,1,4,3,6,5,8,7
"65",0,1,1,3,2,4,5,6,7,8
"66",1,0,1,3,2,5,4,7,6,8
"67",0,1,1,3,2,5,6,4,8,7
"68",1,1,2,1,4,3,6,5,8,7
"69",0,0,1,2,4,3,5,7,8,6
"70",1,1,2,1,4,3,6,5,8,7
"71",1,1,2,1,4,3,6,5,8,7
"72",1,1,2,1,4,3,6,5,8,7
"73",0,1,2,1,3,4,8,6,5,7
"74",1,1,2,1,4,3,6,5,8,7
"75",1,1,2,1,4,3,6,5,8,7
"76",1,1,2,1,4,3,6,5,8,7
"77",1,0,1,2,3,5,4,6,7,8
"78",0,1,1,2,4,3,5,6,7,8
"79",0,1,1,2,3,4,8,5,6,7
"80",1,1,2,1,4,3,6,5,8,7
"81",1,1,2,1,4,3,6,5,8,7
"82",0,0,1,2,3,6,4,5,7,8
"83",0,1,1,3,2,4,5,8,6,7
"84",0,0,1,2,4,3,6,8,5,7
"85",0,1,2,1,3,4,5,6,7,8
"86",0,1,1,2,4,5,3,6,8,7
"87",0,1,2,1,3,4,5,7,6,8
"88",1,1,2,1,4,3,6,5,8,7
"89",0,0,1,3,2,4,5,6,8,7
"90",1,0,1,2,3,4,5,8,7,6
"91",0,1,1,3,2,4,5,6,7,8
"92",0,0,2,1,3,4,5,7,6,8
"93",1,0,1,2,3,4,7,5,8,6
"94",1,0,1,3,2,6,4,8,7,5
"95",0,0,2,1,3,5,4,7,8,6
"96",1,0,1,3,2,4,5,6,8,7
"97",0,1,1,2,3,4,6,5,8,7
"98",0,1,1,2,3,6,4,5,8,7
"99",1,0,1,2,6,3,4,5,8,7
"100",1,0,1,3,2,4,5,6,8,7
