"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8"
"1",0,0,1,4,2,3,5,6,7,8
"2",1,0,1,4,2,3,5,6,7,8
"3",1,1,2,1,4,3,6,5,8,7
"4",0,1,2,1,3,4,5,7,6,8
"5",1,0,1,2,4,3,5,6,7,8
"6",0,1,1,3,2,5,4,6,7,8
"7",1,1,2,1,4,3,6,5,8,7
"8",1,0,1,2,3,4,6,7,5,8
"9",0,1,1,2,3,4,5,6,8,7
"10",1,1,2,1,4,3,6,5,8,7
"11",1,1,2,1,4,3,6,5,8,7
"12",1,1,2,1,4,3,6,5,8,7
"13",0,1,1,2,3,4,5,6,8,7
"14",0,1,1,2,3,4,6,5,7,8
"15",1,1,2,1,4,3,6,5,8,7
"16",0,1,1,2,4,5,3,6,7,8
"17",1,1,2,1,4,3,6,5,8,7
"18",0,0,1,3,2,4,6,5,7,8
"19",0,1,2,1,3,4,5,8,6,7
"20",0,1,1,2,3,4,6,5,8,7
"21",1,1,2,1,4,3,6,5,8,7
"22",1,0,1,3,2,7,6,4,5,8
"23",1,0,1,2,3,4,5,6,7,8
"24",1,1,2,1,4,3,6,5,8,7
"25",0,0,1,2,4,3,5,6,7,8
"26",0,1,1,2,3,4,5,6,7,8
"27",1,0,1,2,3,4,8,6,5,7
"28",0,1,1,2,3,4,6,5,8,7
"29",1,1,2,1,4,3,6,5,8,7
"30",0,0,1,3,2,6,5,4,7,8
"31",1,0,1,4,2,3,5,7,8,6
"32",1,1,2,1,4,3,6,5,8,7
"33",0,0,1,2,3,4,6,5,8,7
"34",1,0,1,2,3,4,5,8,7,6
"35",0,0,1,2,3,4,5,6,8,7
"36",1,0,1,2,3,4,7,5,6,8
"37",0,0,1,3,2,4,6,5,7,8
"38",1,0,1,2,3,4,5,6,7,8
"39",0,1,1,2,3,5,4,7,6,8
"40",1,0,1,2,3,4,5,6,7,8
"41",0,1,1,2,3,4,5,7,6,8
"42",0,1,1,2,3,5,4,7,6,8
"43",0,0,1,5,3,2,7,4,6,8
"44",1,0,1,2,3,4,5,6,7,8
"45",0,0,1,2,3,4,6,5,7,8
"46",1,1,2,1,4,3,6,5,8,7
"47",1,0,1,3,2,4,5,6,7,8
"48",1,0,2,1,3,5,4,8,7,6
"49",1,0,1,2,3,4,6,5,7,8
"50",0,1,1,2,3,4,8,5,7,6
"51",0,0,2,1,3,4,7,6,5,8
"52",1,0,1,2,4,5,3,8,6,7
"53",0,1,1,2,3,4,5,6,8,7
"54",1,0,1,2,3,4,5,6,7,8
"55",1,0,1,2,3,4,7,5,6,8
"56",0,0,1,3,2,4,7,5,6,8
"57",0,1,1,2,4,3,5,6,8,7
"58",0,0,1,2,3,5,4,7,8,6
"59",0,0,1,3,2,5,4,7,6,8
"60",0,0,1,2,3,4,5,8,6,7
"61",1,1,2,1,4,3,6,5,8,7
"62",0,0,1,2,3,4,5,6,7,8
"63",0,0,1,2,3,4,5,6,8,7
"64",0,0,1,2,4,3,5,7,6,8
"65",0,0,1,2,3,4,5,7,8,6
"66",1,0,1,2,4,3,6,8,7,5
"67",1,1,2,1,4,3,6,5,8,7
"68",0,0,1,2,3,6,4,5,8,7
"69",1,1,2,1,4,3,6,5,8,7
"70",1,0,1,2,6,3,4,5,8,7
"71",1,1,2,1,4,3,6,5,8,7
"72",0,1,1,3,2,5,4,7,6,8
"73",0,1,2,1,3,6,4,5,8,7
"74",1,0,1,2,3,4,5,6,8,7
"75",0,0,1,2,3,4,5,8,7,6
"76",1,1,2,1,4,3,6,5,8,7
"77",1,0,1,2,3,4,5,8,7,6
"78",0,1,1,2,3,5,4,6,7,8
"79",0,1,1,3,2,4,6,5,8,7
"80",0,1,1,2,3,4,5,6,7,8
"81",1,1,2,1,4,3,6,5,8,7
"82",0,0,1,2,4,3,5,6,7,8
"83",0,0,1,2,5,3,4,6,7,8
"84",0,1,1,4,3,2,7,5,6,8
"85",0,1,1,2,3,5,4,6,8,7
"86",1,0,1,2,3,4,5,6,7,8
"87",0,0,1,2,3,4,5,7,6,8
"88",1,1,2,1,4,3,6,5,8,7
"89",1,1,2,1,4,3,6,5,8,7
"90",0,0,1,2,4,5,3,7,6,8
"91",1,0,1,3,2,4,6,5,7,8
"92",0,1,2,1,3,4,5,6,8,7
"93",0,1,2,1,3,4,5,6,7,8
"94",1,0,1,2,3,4,5,7,8,6
"95",1,0,1,2,3,4,5,7,6,8
"96",0,1,1,2,3,4,5,7,8,6
"97",0,1,1,2,3,5,4,6,8,7
"98",1,1,2,1,4,3,6,5,8,7
"99",0,1,1,2,3,4,5,6,7,8
"100",0,0,1,2,3,4,5,8,6,7
