"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8"
"1",1,0,1,2,3,4,5,6,7,8
"2",0,0,1,2,3,4,5,7,6,8
"3",0,0,1,2,3,5,4,6,7,8
"4",1,0,1,2,3,4,6,5,8,7
"5",1,1,2,1,4,3,6,5,8,7
"6",0,0,1,2,3,7,4,6,5,8
"7",0,0,1,2,3,5,4,6,7,8
"8",0,1,1,3,2,4,5,7,6,8
"9",1,1,2,1,4,3,6,5,8,7
"10",1,1,2,1,4,3,6,5,8,7
"11",1,1,2,1,4,3,6,5,8,7
"12",1,1,2,1,4,3,6,5,8,7
"13",1,1,2,1,4,3,6,5,8,7
"14",0,1,1,2,4,3,6,5,7,8
"15",0,0,1,2,3,4,5,6,8,7
"16",1,0,1,4,3,2,5,6,7,8
"17",0,1,1,2,3,4,5,6,8,7
"18",0,0,1,2,3,4,5,6,7,8
"19",0,0,1,2,3,4,5,6,7,8
"20",1,1,2,1,4,3,6,5,8,7
"21",1,0,1,2,3,4,6,5,8,7
"22",1,0,1,2,4,3,5,8,6,7
"23",0,1,1,2,3,6,4,5,8,7
"24",1,1,2,1,4,3,6,5,8,7
"25",0,1,1,2,3,4,7,5,8,6
"26",1,1,2,1,4,3,6,5,8,7
"27",1,1,2,1,4,3,6,5,8,7
"28",0,0,1,3,2,4,5,6,7,8
"29",1,0,1,2,4,3,5,6,7,8
"30",0,1,1,2,3,4,7,5,6,8
"31",0,0,1,2,3,5,4,6,8,7
"32",0,0,1,2,3,4,6,5,8,7
"33",1,0,1,2,5,3,4,6,7,8
"34",1,1,2,1,4,3,6,5,8,7
"35",0,0,1,2,3,5,4,6,8,7
"36",1,0,1,2,3,4,6,5,8,7
"37",1,1,2,1,4,3,6,5,8,7
"38",0,0,1,2,3,4,5,8,6,7
"39",1,1,2,1,4,3,6,5,8,7
"40",0,0,1,3,2,4,5,8,7,6
"41",1,1,2,1,4,3,6,5,8,7
"42",0,1,1,2,3,4,5,7,8,6
"43",1,0,1,2,3,4,5,8,6,7
"44",0,1,1,3,2,4,5,6,7,8
"45",0,1,1,2,3,4,5,6,7,8
"46",0,1,1,2,3,4,5,6,7,8
"47",0,0,1,3,2,4,6,8,5,7
"48",0,1,2,1,3,4,6,5,8,7
"49",0,0,1,3,2,4,5,6,7,8
"50",1,1,2,1,4,3,6,5,8,7
"51",0,0,1,2,3,4,7,5,6,8
"52",0,0,1,3,2,4,6,7,5,8
"53",1,0,1,2,3,5,4,6,8,7
"54",0,0,1,2,3,5,4,8,7,6
"55",0,0,1,2,3,5,4,7,8,6
"56",0,0,1,2,5,3,4,6,8,7
"57",0,1,1,2,3,4,5,6,7,8
"58",0,0,1,2,3,4,5,6,7,8
"59",0,0,1,2,3,4,6,5,7,8
"60",0,0,1,2,5,3,4,7,6,8
"61",0,0,1,3,2,4,5,7,8,6
"62",1,1,2,1,4,3,6,5,8,7
"63",0,0,1,2,3,4,5,6,8,7
"64",1,0,1,2,4,6,3,5,7,8
"65",0,1,1,2,4,5,3,8,6,7
"66",1,0,1,2,4,3,5,6,8,7
"67",1,1,2,1,4,3,6,5,8,7
"68",1,0,1,2,3,5,4,6,7,8
"69",0,0,1,2,3,4,5,6,8,7
"70",1,1,2,1,4,3,6,5,8,7
"71",1,0,1,2,3,4,6,5,8,7
"72",0,1,1,2,3,4,5,6,7,8
"73",1,0,2,1,6,4,3,5,7,8
"74",0,0,1,2,3,4,5,8,6,7
"75",1,1,2,1,4,3,6,5,8,7
"76",1,1,2,1,4,3,6,5,8,7
"77",1,0,1,2,3,5,4,8,6,7
"78",0,1,1,3,2,4,7,8,6,5
"79",0,1,1,3,2,5,4,8,7,6
"80",1,1,2,1,4,3,6,5,8,7
"81",0,1,1,2,4,3,5,6,7,8
"82",1,0,1,2,3,4,7,5,6,8
"83",0,1,2,1,3,4,5,6,8,7
"84",0,0,1,2,3,4,5,8,6,7
"85",1,1,2,1,4,3,6,5,8,7
"86",0,1,1,2,3,4,5,6,7,8
"87",0,0,1,2,4,3,5,6,8,7
"88",1,1,2,1,4,3,6,5,8,7
"89",0,0,1,2,3,5,4,7,6,8
"90",0,0,1,2,4,3,5,6,7,8
"91",1,1,2,1,4,3,6,5,8,7
"92",1,1,2,1,4,3,6,5,8,7
"93",0,1,2,1,3,5,4,8,6,7
"94",1,0,1,2,3,4,7,5,8,6
"95",0,0,1,2,4,3,8,7,6,5
"96",1,1,2,1,4,3,6,5,8,7
"97",1,1,2,1,4,3,6,5,8,7
"98",1,0,1,2,3,4,6,5,7,8
"99",0,0,1,2,3,4,6,5,7,8
"100",1,1,2,1,4,3,6,5,8,7
