"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8"
"1",0,1,2,1,5,3,4,6,8,7
"2",0,1,1,2,5,3,4,8,6,7
"3",0,1,1,2,3,4,7,6,8,5
"4",1,1,2,1,4,3,6,5,8,7
"5",0,0,2,1,3,4,6,7,5,8
"6",0,1,1,2,3,4,6,5,8,7
"7",1,0,1,2,6,3,4,7,5,8
"8",0,1,1,2,3,4,5,6,7,8
"9",0,1,1,2,4,3,5,6,8,7
"10",1,0,1,2,3,4,7,6,5,8
"11",0,1,1,2,4,3,5,7,6,8
"12",1,0,1,2,3,4,5,7,8,6
"13",0,1,1,2,3,4,5,6,8,7
"14",0,0,1,2,3,5,4,7,6,8
"15",1,1,2,1,4,3,6,5,8,7
"16",0,0,1,5,2,3,4,6,8,7
"17",1,0,1,2,3,4,8,7,5,6
"18",1,0,1,2,3,4,5,7,6,8
"19",1,0,1,2,4,3,5,6,8,7
"20",1,1,2,1,4,3,6,5,8,7
"21",0,1,2,1,3,5,4,8,6,7
"22",1,1,2,1,4,3,6,5,8,7
"23",0,1,1,2,3,4,5,6,7,8
"24",0,0,1,2,3,4,6,5,8,7
"25",0,1,1,2,3,5,4,8,6,7
"26",1,0,1,6,3,2,5,4,7,8
"27",1,1,2,1,4,3,6,5,8,7
"28",1,1,2,1,4,3,6,5,8,7
"29",1,1,2,1,4,3,6,5,8,7
"30",1,1,2,1,4,3,6,5,8,7
"31",0,1,1,2,3,5,4,6,8,7
"32",0,0,1,2,3,4,5,6,7,8
"33",0,0,1,2,3,4,5,6,7,8
"34",1,1,2,1,4,3,6,5,8,7
"35",1,0,1,4,2,3,6,5,8,7
"36",0,0,1,2,3,4,5,6,7,8
"37",0,0,1,2,4,5,3,7,6,8
"38",1,0,1,2,3,4,7,6,8,5
"39",0,1,1,2,3,4,6,5,8,7
"40",1,1,2,1,4,3,6,5,8,7
"41",0,0,1,2,3,4,5,6,7,8
"42",1,0,1,2,3,4,5,6,8,7
"43",0,0,1,2,3,4,6,5,7,8
"44",1,1,2,1,4,3,6,5,8,7
"45",0,1,1,3,2,4,6,7,5,8
"46",0,1,1,2,3,4,5,7,6,8
"47",1,1,2,1,4,3,6,5,8,7
"48",0,1,1,2,3,5,4,6,8,7
"49",0,1,1,2,4,5,3,6,7,8
"50",1,1,2,1,4,3,6,5,8,7
"51",0,1,1,2,3,4,6,7,5,8
"52",0,1,1,2,3,5,4,7,6,8
"53",1,0,2,1,4,3,5,7,6,8
"54",0,0,1,2,3,4,6,5,7,8
"55",1,0,1,2,4,5,3,7,6,8
"56",1,0,1,2,3,4,6,5,7,8
"57",0,0,1,2,3,7,4,5,6,8
"58",0,1,1,2,3,4,6,8,5,7
"59",0,0,1,2,3,4,5,6,7,8
"60",1,1,2,1,4,3,6,5,8,7
"61",1,1,2,1,4,3,6,5,8,7
"62",1,1,2,1,4,3,6,5,8,7
"63",0,1,1,2,3,4,5,6,7,8
"64",1,0,1,3,2,5,4,8,7,6
"65",1,1,2,1,4,3,6,5,8,7
"66",0,1,1,2,3,4,5,6,7,8
"67",1,1,2,1,4,3,6,5,8,7
"68",0,0,1,2,3,5,4,6,8,7
"69",1,0,2,1,3,5,4,8,6,7
"70",0,0,1,2,3,4,5,7,6,8
"71",0,0,1,2,3,5,4,6,7,8
"72",0,1,2,1,3,4,7,5,8,6
"73",0,0,1,2,3,4,6,5,7,8
"74",1,1,2,1,4,3,6,5,8,7
"75",0,1,1,3,2,4,6,5,7,8
"76",0,0,1,2,4,6,3,5,7,8
"77",0,0,1,2,3,4,6,5,8,7
"78",1,0,1,2,3,4,5,8,6,7
"79",1,0,1,2,4,3,5,8,6,7
"80",1,1,2,1,4,3,6,5,8,7
"81",1,1,2,1,4,3,6,5,8,7
"82",1,1,2,1,4,3,6,5,8,7
"83",0,1,1,2,4,3,5,6,7,8
"84",1,0,1,2,3,5,7,4,6,8
"85",0,1,1,3,2,4,5,6,8,7
"86",0,0,1,2,3,4,5,6,7,8
"87",0,0,1,2,3,4,7,5,6,8
"88",1,0,1,2,4,5,3,6,7,8
"89",1,0,1,2,3,4,8,6,5,7
"90",0,1,1,2,3,4,5,6,8,7
"91",1,0,1,2,3,4,7,5,6,8
"92",1,0,1,2,3,5,4,6,7,8
"93",0,1,1,2,3,4,6,5,8,7
"94",1,0,1,4,3,2,5,7,6,8
"95",0,1,1,2,3,6,4,7,5,8
"96",0,0,2,1,3,4,6,5,8,7
"97",0,0,2,1,3,4,5,6,7,8
"98",0,0,1,2,3,6,4,7,8,5
"99",0,1,1,2,3,4,5,6,8,7
"100",1,0,1,2,3,5,4,6,7,8
