"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8"
"1",0,0,2,1,3,4,6,5,8,7
"2",0,0,1,4,3,2,5,6,7,8
"3",1,0,2,1,3,4,5,6,7,8
"4",0,0,1,2,3,5,4,6,7,8
"5",0,1,1,2,3,4,5,6,7,8
"6",0,0,1,2,4,3,5,8,6,7
"7",0,1,1,2,3,5,4,6,7,8
"8",1,0,1,2,3,5,4,8,6,7
"9",1,0,2,1,3,5,4,6,7,8
"10",0,0,1,3,2,5,4,7,8,6
"11",1,0,1,3,2,7,5,4,8,6
"12",0,0,1,2,3,4,6,5,7,8
"13",1,0,1,3,2,4,5,6,7,8
"14",1,1,2,1,4,3,6,5,8,7
"15",0,0,1,3,2,4,8,5,6,7
"16",1,1,2,1,4,3,6,5,8,7
"17",0,1,1,2,3,4,6,5,7,8
"18",1,0,1,2,3,4,6,5,7,8
"19",1,1,2,1,4,3,6,5,8,7
"20",1,1,2,1,4,3,6,5,8,7
"21",0,1,1,3,2,4,5,6,8,7
"22",1,0,1,2,3,4,6,7,5,8
"23",0,0,1,3,4,2,5,6,7,8
"24",1,0,1,3,2,4,5,8,6,7
"25",1,0,2,1,3,4,6,5,7,8
"26",1,1,2,1,4,3,6,5,8,7
"27",0,0,1,2,3,5,6,4,7,8
"28",0,1,1,2,3,5,4,6,7,8
"29",1,0,1,3,2,4,5,6,7,8
"30",1,0,1,2,3,4,5,6,7,8
"31",1,0,1,2,5,3,6,4,8,7
"32",0,1,1,2,3,4,7,5,6,8
"33",1,0,1,2,3,4,5,6,7,8
"34",1,1,2,1,4,3,6,5,8,7
"35",0,1,1,2,3,4,8,6,5,7
"36",0,1,2,1,3,4,5,6,7,8
"37",0,0,1,2,3,4,5,6,8,7
"38",1,1,2,1,4,3,6,5,8,7
"39",1,0,1,2,4,3,5,7,6,8
"40",0,0,1,2,3,4,6,7,5,8
"41",0,1,1,2,3,4,5,7,6,8
"42",0,0,1,2,4,3,5,6,8,7
"43",1,0,1,2,3,4,8,5,6,7
"44",0,1,1,2,3,4,5,7,6,8
"45",0,0,1,2,3,4,5,6,7,8
"46",0,1,1,2,3,4,5,8,7,6
"47",1,1,2,1,4,3,6,5,8,7
"48",1,1,2,1,4,3,6,5,8,7
"49",0,0,1,2,5,3,4,8,7,6
"50",0,1,1,2,3,4,5,8,7,6
"51",1,0,1,2,3,4,5,6,7,8
"52",1,0,1,3,2,4,5,7,6,8
"53",0,0,1,3,2,4,5,7,6,8
"54",0,0,1,2,3,4,5,6,7,8
"55",1,1,2,1,4,3,6,5,8,7
"56",0,1,2,1,3,4,5,7,6,8
"57",1,0,1,2,3,4,5,7,6,8
"58",1,0,1,2,6,3,5,4,8,7
"59",1,0,1,2,3,5,4,7,6,8
"60",1,0,1,2,3,4,6,5,8,7
"61",0,0,1,2,3,4,5,8,7,6
"62",1,0,1,2,3,7,5,4,6,8
"63",0,0,1,2,3,4,5,7,8,6
"64",1,1,2,1,4,3,6,5,8,7
"65",0,0,1,2,3,4,6,5,7,8
"66",0,1,1,2,3,4,6,7,5,8
"67",1,1,2,1,4,3,6,5,8,7
"68",1,0,1,2,4,3,6,5,7,8
"69",1,0,2,1,3,5,4,6,7,8
"70",1,0,1,2,5,3,4,8,6,7
"71",0,1,1,4,2,3,8,5,6,7
"72",0,0,1,2,4,3,5,6,7,8
"73",1,1,2,1,4,3,6,5,8,7
"74",0,0,1,2,3,4,6,5,7,8
"75",0,1,1,2,3,4,5,6,7,8
"76",1,1,2,1,4,3,6,5,8,7
"77",0,0,1,3,2,4,7,5,8,6
"78",1,1,2,1,4,3,6,5,8,7
"79",0,1,1,2,4,8,3,6,5,7
"80",0,0,1,2,3,5,4,6,8,7
"81",0,1,1,2,3,5,4,6,7,8
"82",0,0,2,1,3,4,5,6,8,7
"83",1,0,2,1,3,4,6,5,7,8
"84",1,0,1,2,3,4,5,6,8,7
"85",1,1,2,1,4,3,6,5,8,7
"86",1,1,2,1,4,3,6,5,8,7
"87",0,0,1,2,3,5,4,6,7,8
"88",1,0,1,3,2,4,5,6,7,8
"89",0,1,1,2,5,4,3,7,8,6
"90",1,0,1,2,3,4,6,5,7,8
"91",0,0,1,2,3,4,5,7,6,8
"92",0,1,1,2,3,4,5,6,8,7
"93",0,1,1,2,3,5,6,4,8,7
"94",0,1,1,3,6,4,2,5,8,7
"95",0,0,1,2,3,4,8,7,5,6
"96",0,1,1,2,3,4,5,6,8,7
"97",0,0,1,3,2,4,5,6,7,8
"98",1,0,1,2,4,5,3,6,7,8
"99",0,0,1,2,3,4,5,6,7,8
"100",0,1,1,3,2,4,6,5,8,7
