"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8"
"1",0,0,1,2,3,4,5,6,7,8
"2",0,0,1,2,3,4,5,7,6,8
"3",1,0,1,2,3,4,7,8,5,6
"4",1,0,1,2,3,5,4,6,7,8
"5",0,0,1,2,3,4,5,7,6,8
"6",1,0,1,3,2,4,5,6,7,8
"7",0,1,1,3,2,5,4,6,8,7
"8",0,1,1,2,3,4,6,7,5,8
"9",0,1,2,1,3,4,6,5,7,8
"10",0,0,2,1,3,5,4,7,6,8
"11",0,1,1,2,3,5,4,6,7,8
"12",0,1,1,3,2,4,5,6,7,8
"13",1,0,1,2,3,4,7,6,5,8
"14",0,1,1,2,5,3,4,6,7,8
"15",0,1,1,2,3,4,5,6,7,8
"16",0,0,1,2,3,4,5,6,7,8
"17",0,0,1,2,4,3,5,7,8,6
"18",1,1,2,1,4,3,6,5,8,7
"19",0,0,1,2,3,4,5,6,7,8
"20",1,1,2,1,4,3,6,5,8,7
"21",0,1,1,2,3,4,6,5,7,8
"22",0,0,1,2,4,3,7,6,5,8
"23",1,1,2,1,4,3,6,5,8,7
"24",0,0,1,2,3,4,5,7,6,8
"25",1,0,1,2,4,3,6,5,8,7
"26",1,0,1,2,4,3,5,6,8,7
"27",0,1,1,2,3,5,4,7,6,8
"28",0,1,1,2,3,4,5,6,8,7
"29",1,1,2,1,4,3,6,5,8,7
"30",1,0,1,2,4,3,5,7,6,8
"31",0,0,1,2,3,4,6,5,8,7
"32",0,0,1,3,2,6,4,5,8,7
"33",0,1,1,2,3,4,7,5,6,8
"34",0,1,1,2,3,5,4,6,7,8
"35",1,1,2,1,4,3,6,5,8,7
"36",1,0,1,2,3,4,5,7,6,8
"37",1,1,2,1,4,3,6,5,8,7
"38",0,0,1,2,3,5,4,7,6,8
"39",0,1,1,2,3,4,6,5,7,8
"40",0,1,1,2,3,4,6,5,8,7
"41",0,1,1,2,4,3,5,6,7,8
"42",0,0,1,3,2,4,6,5,7,8
"43",1,1,2,1,4,3,6,5,8,7
"44",0,0,1,2,3,4,5,6,8,7
"45",0,1,1,2,3,5,4,6,7,8
"46",0,1,1,2,3,4,5,6,7,8
"47",0,1,1,4,5,3,2,6,7,8
"48",1,1,2,1,4,3,6,5,8,7
"49",0,1,1,2,3,4,5,7,6,8
"50",0,0,1,2,3,4,6,5,7,8
"51",1,0,1,2,3,4,6,5,7,8
"52",1,0,1,2,3,4,5,7,6,8
"53",1,0,1,2,3,4,5,6,8,7
"54",0,1,1,2,3,4,5,6,8,7
"55",0,1,1,3,2,4,5,7,6,8
"56",1,1,2,1,4,3,6,5,8,7
"57",0,0,1,2,3,4,5,6,7,8
"58",1,1,2,1,4,3,6,5,8,7
"59",0,1,1,2,3,4,5,6,8,7
"60",0,1,1,2,4,3,5,7,8,6
"61",1,1,2,1,4,3,6,5,8,7
"62",0,1,1,2,3,4,6,8,5,7
"63",1,1,2,1,4,3,6,5,8,7
"64",1,1,2,1,4,3,6,5,8,7
"65",1,0,1,2,3,4,6,5,8,7
"66",1,1,2,1,4,3,6,5,8,7
"67",0,0,1,2,3,5,4,6,7,8
"68",0,0,1,2,3,4,5,6,8,7
"69",1,1,2,1,4,3,6,5,8,7
"70",0,0,2,1,3,4,5,6,7,8
"71",0,1,1,2,3,4,5,6,7,8
"72",0,0,1,2,3,4,5,6,8,7
"73",1,0,2,1,3,4,5,6,8,7
"74",0,1,2,1,3,4,6,5,7,8
"75",1,1,2,1,4,3,6,5,8,7
"76",1,0,1,2,3,4,6,7,5,8
"77",1,0,1,2,4,3,7,6,5,8
"78",1,1,2,1,4,3,6,5,8,7
"79",0,1,1,2,3,5,6,4,7,8
"80",0,0,1,2,3,4,5,7,6,8
"81",1,1,2,1,4,3,6,5,8,7
"82",1,0,1,2,3,4,6,7,5,8
"83",1,1,2,1,4,3,6,5,8,7
"84",1,0,1,2,3,4,6,5,7,8
"85",0,0,1,2,4,3,5,6,8,7
"86",1,1,2,1,4,3,6,5,8,7
"87",1,1,2,1,4,3,6,5,8,7
"88",1,1,2,1,4,3,6,5,8,7
"89",0,0,1,2,4,3,5,6,7,8
"90",1,0,1,2,3,4,5,6,7,8
"91",1,0,2,1,4,3,5,6,7,8
"92",1,1,2,1,4,3,6,5,8,7
"93",0,1,1,3,2,5,4,7,8,6
"94",1,0,2,1,3,5,6,7,4,8
"95",1,0,2,1,3,4,5,6,7,8
"96",0,0,1,2,3,4,5,6,7,8
"97",1,1,2,1,4,3,6,5,8,7
"98",1,1,2,1,4,3,6,5,8,7
"99",0,1,1,2,3,4,5,6,7,8
"100",1,1,2,1,4,3,6,5,8,7
