"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8"
"1",0,0,1,2,3,5,4,7,6,8
"2",1,1,2,1,4,3,6,5,8,7
"3",1,0,1,2,4,3,5,6,7,8
"4",0,1,1,2,3,4,5,8,6,7
"5",1,0,1,3,2,4,6,7,5,8
"6",1,0,1,3,2,4,5,7,6,8
"7",1,0,1,2,3,4,6,5,8,7
"8",1,0,1,2,4,5,3,6,7,8
"9",0,0,1,4,5,2,3,6,7,8
"10",0,1,1,2,3,4,6,5,7,8
"11",1,0,1,2,5,3,4,6,8,7
"12",0,1,1,2,3,4,6,5,7,8
"13",1,1,2,1,4,3,6,5,8,7
"14",0,0,1,2,3,5,4,7,6,8
"15",0,1,1,2,4,3,5,8,7,6
"16",1,0,1,3,2,4,5,6,7,8
"17",1,1,2,1,4,3,6,5,8,7
"18",0,1,1,2,3,4,5,6,8,7
"19",1,0,1,2,3,6,5,4,7,8
"20",0,0,1,2,3,4,5,8,7,6
"21",0,1,1,3,2,4,6,7,5,8
"22",0,1,1,2,3,4,5,6,7,8
"23",1,0,1,3,2,4,5,7,8,6
"24",1,1,2,1,4,3,6,5,8,7
"25",0,0,1,2,4,3,6,5,8,7
"26",1,1,2,1,4,3,6,5,8,7
"27",0,1,1,2,3,4,6,7,5,8
"28",1,0,1,2,3,6,5,4,7,8
"29",1,0,1,2,3,4,5,8,6,7
"30",1,1,2,1,4,3,6,5,8,7
"31",1,1,2,1,4,3,6,5,8,7
"32",0,0,1,2,3,4,6,5,7,8
"33",0,1,1,2,3,5,4,6,7,8
"34",1,0,1,2,5,4,3,6,7,8
"35",0,1,1,2,4,5,3,7,6,8
"36",0,0,1,2,3,4,6,5,7,8
"37",1,0,1,2,4,3,5,7,8,6
"38",1,0,1,2,3,4,5,6,8,7
"39",0,0,1,2,4,3,5,7,6,8
"40",0,0,1,3,2,4,6,5,7,8
"41",0,1,1,2,3,4,5,7,8,6
"42",1,0,1,2,3,4,6,5,8,7
"43",1,0,1,3,2,4,5,6,8,7
"44",0,1,1,2,3,4,6,5,8,7
"45",0,0,1,2,4,3,6,7,8,5
"46",0,0,1,2,3,4,5,6,8,7
"47",1,0,1,2,3,4,5,6,7,8
"48",1,1,2,1,4,3,6,5,8,7
"49",0,0,1,2,3,4,5,7,6,8
"50",0,1,1,2,3,5,4,6,7,8
"51",1,0,1,2,3,4,6,8,5,7
"52",0,0,1,2,5,4,3,8,7,6
"53",0,1,1,2,3,4,5,6,8,7
"54",0,1,1,3,2,5,4,6,7,8
"55",0,1,1,2,4,3,6,5,7,8
"56",1,1,2,1,4,3,6,5,8,7
"57",1,0,1,3,2,5,4,6,7,8
"58",0,0,1,2,4,3,6,5,7,8
"59",1,1,2,1,4,3,6,5,8,7
"60",0,0,1,3,2,6,4,7,5,8
"61",0,1,1,2,3,4,5,8,6,7
"62",1,1,2,1,4,3,6,5,8,7
"63",1,1,2,1,4,3,6,5,8,7
"64",0,0,1,2,3,4,8,5,7,6
"65",0,1,1,2,3,4,5,8,6,7
"66",0,0,1,3,2,4,5,6,7,8
"67",1,0,1,2,3,4,5,8,6,7
"68",1,1,2,1,4,3,6,5,8,7
"69",1,0,2,1,3,5,6,4,8,7
"70",1,1,2,1,4,3,6,5,8,7
"71",0,1,1,2,3,5,4,6,7,8
"72",0,0,1,2,3,4,6,5,7,8
"73",0,0,1,3,2,4,5,6,7,8
"74",1,0,1,2,3,4,5,6,8,7
"75",1,0,1,2,6,3,4,7,5,8
"76",0,1,2,3,1,4,5,7,8,6
"77",0,0,1,2,3,4,6,5,8,7
"78",1,0,1,2,3,4,5,6,7,8
"79",0,0,1,2,4,3,5,8,6,7
"80",0,1,1,2,3,4,5,6,7,8
"81",1,0,1,2,3,4,6,5,7,8
"82",1,1,2,1,4,3,6,5,8,7
"83",1,1,2,1,4,3,6,5,8,7
"84",0,0,2,1,3,4,5,8,6,7
"85",1,1,2,1,4,3,6,5,8,7
"86",1,0,1,2,3,4,7,5,8,6
"87",0,1,1,4,3,2,6,5,7,8
"88",0,0,1,2,3,4,5,7,6,8
"89",0,0,1,2,4,3,5,7,8,6
"90",1,1,2,1,4,3,6,5,8,7
"91",1,1,2,1,4,3,6,5,8,7
"92",0,0,1,2,3,4,5,6,7,8
"93",0,1,1,2,4,5,6,3,7,8
"94",0,1,1,2,5,3,4,6,7,8
"95",0,1,1,2,3,4,6,8,7,5
"96",1,1,2,1,4,3,6,5,8,7
"97",1,0,1,2,3,4,5,7,8,6
"98",0,0,1,3,2,5,7,4,8,6
"99",0,1,1,2,3,6,4,5,8,7
"100",0,0,1,2,3,4,6,5,7,8
