"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8"
"1",0,1,1,2,3,4,5,6,7,8
"2",0,0,1,3,2,4,5,7,6,8
"3",0,1,1,2,4,3,5,7,8,6
"4",1,0,1,2,3,4,6,5,7,8
"5",1,0,1,2,3,5,4,6,7,8
"6",0,0,1,2,3,4,5,8,7,6
"7",0,0,1,2,5,3,4,7,6,8
"8",0,0,1,2,3,4,7,5,6,8
"9",0,0,3,1,2,6,4,5,8,7
"10",1,0,1,3,2,4,5,6,7,8
"11",1,0,1,2,3,4,6,5,7,8
"12",1,0,2,1,3,5,4,6,8,7
"13",0,1,1,3,2,4,6,5,8,7
"14",0,1,1,2,3,4,5,6,7,8
"15",0,0,1,2,4,3,5,7,6,8
"16",1,0,1,2,3,5,4,6,7,8
"17",1,0,1,2,3,4,5,6,8,7
"18",0,0,2,1,3,4,5,8,6,7
"19",1,1,2,1,4,3,6,5,8,7
"20",0,0,1,2,4,3,6,7,5,8
"21",0,0,1,2,3,4,5,7,8,6
"22",1,1,2,1,4,3,6,5,8,7
"23",1,0,1,2,3,4,5,7,6,8
"24",1,0,1,2,3,6,4,5,7,8
"25",0,1,1,2,3,4,5,7,6,8
"26",1,0,1,2,3,4,6,8,5,7
"27",0,1,1,2,3,4,5,8,6,7
"28",1,1,2,1,4,3,6,5,8,7
"29",1,0,1,3,2,5,4,8,6,7
"30",1,0,1,2,3,6,5,4,7,8
"31",1,1,2,1,4,3,6,5,8,7
"32",1,1,2,1,4,3,6,5,8,7
"33",0,0,1,2,3,4,6,5,8,7
"34",0,1,1,2,4,3,5,6,8,7
"35",0,1,1,2,3,4,5,6,7,8
"36",0,0,1,2,3,5,4,7,6,8
"37",0,1,1,2,3,4,5,7,8,6
"38",1,0,1,2,3,4,5,6,7,8
"39",1,0,1,2,3,5,6,4,7,8
"40",0,1,1,2,4,5,3,6,7,8
"41",0,1,4,1,2,3,5,6,8,7
"42",0,0,1,2,3,4,5,6,7,8
"43",0,1,1,2,3,4,5,8,7,6
"44",1,0,1,2,3,4,7,5,6,8
"45",0,0,2,1,3,4,6,5,8,7
"46",0,0,1,2,3,4,6,5,7,8
"47",1,0,1,2,3,5,4,6,8,7
"48",0,0,1,2,3,4,5,7,6,8
"49",1,0,1,2,4,3,5,7,6,8
"50",0,0,1,2,3,4,5,6,8,7
"51",0,0,2,1,4,3,5,6,7,8
"52",1,0,1,6,2,3,5,4,7,8
"53",1,1,2,1,4,3,6,5,8,7
"54",0,0,1,2,4,3,5,6,7,8
"55",1,0,1,2,3,4,5,7,8,6
"56",0,0,1,2,4,3,5,6,8,7
"57",0,1,1,2,3,4,5,6,8,7
"58",1,1,2,1,4,3,6,5,8,7
"59",0,0,1,2,3,5,4,7,6,8
"60",0,1,1,2,3,4,5,8,7,6
"61",0,0,2,1,4,3,5,6,8,7
"62",1,1,2,1,4,3,6,5,8,7
"63",0,1,1,2,3,4,5,6,7,8
"64",0,1,2,1,4,3,5,6,7,8
"65",1,1,2,1,4,3,6,5,8,7
"66",1,0,1,2,5,4,3,8,6,7
"67",0,1,2,1,3,5,4,6,8,7
"68",1,0,1,2,3,4,6,5,7,8
"69",1,0,1,2,3,4,5,6,8,7
"70",0,0,1,2,3,4,5,7,6,8
"71",1,1,2,1,4,3,6,5,8,7
"72",1,0,2,1,3,4,5,6,7,8
"73",0,1,1,2,3,5,4,7,6,8
"74",1,0,1,2,3,4,5,7,6,8
"75",1,0,1,2,3,4,5,6,7,8
"76",1,1,2,1,4,3,6,5,8,7
"77",1,1,2,1,4,3,6,5,8,7
"78",1,1,2,1,4,3,6,5,8,7
"79",1,1,2,1,4,3,6,5,8,7
"80",1,1,2,1,4,3,6,5,8,7
"81",0,0,1,2,4,3,6,5,8,7
"82",0,1,1,3,2,5,4,6,7,8
"83",1,0,1,2,3,5,4,6,7,8
"84",0,1,1,2,3,4,5,6,7,8
"85",1,1,2,1,4,3,6,5,8,7
"86",0,0,1,2,4,3,7,5,6,8
"87",1,1,2,1,4,3,6,5,8,7
"88",0,1,1,2,3,5,6,4,8,7
"89",1,0,1,2,3,4,6,5,7,8
"90",0,1,1,2,4,3,5,6,7,8
"91",0,0,1,2,3,5,4,6,7,8
"92",0,0,1,2,4,3,5,6,8,7
"93",0,0,1,2,3,4,5,6,7,8
"94",1,1,2,1,4,3,6,5,8,7
"95",1,0,1,2,4,3,5,6,7,8
"96",1,0,1,2,3,5,4,7,6,8
"97",1,0,1,2,4,3,5,6,7,8
"98",0,1,1,2,3,4,5,6,7,8
"99",0,0,1,2,3,4,5,6,7,8
"100",1,1,2,1,4,3,6,5,8,7
