"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8"
"1",0,1,1,2,3,5,4,8,6,7
"2",0,1,2,1,3,6,4,7,5,8
"3",0,1,1,2,3,4,5,6,8,7
"4",0,0,1,2,3,6,4,5,7,8
"5",0,0,1,2,4,3,5,6,8,7
"6",0,1,1,2,4,3,5,7,6,8
"7",0,0,1,2,3,4,5,6,7,8
"8",0,1,1,2,3,4,5,6,7,8
"9",1,0,1,3,2,4,5,7,6,8
"10",0,0,1,2,3,4,6,5,8,7
"11",0,1,1,2,3,4,5,6,8,7
"12",1,1,2,1,4,3,6,5,8,7
"13",1,0,1,2,3,4,6,5,8,7
"14",0,0,1,3,2,4,6,8,5,7
"15",0,1,1,2,4,3,6,5,7,8
"16",1,1,2,1,4,3,6,5,8,7
"17",0,1,1,2,3,4,5,6,7,8
"18",0,0,1,2,6,5,4,3,8,7
"19",1,0,1,2,4,3,6,5,8,7
"20",1,1,2,1,4,3,6,5,8,7
"21",1,1,2,1,4,3,6,5,8,7
"22",1,1,2,1,4,3,6,5,8,7
"23",1,0,3,1,2,6,4,7,5,8
"24",1,0,1,3,2,4,6,5,8,7
"25",0,0,2,1,3,4,7,5,6,8
"26",0,1,1,2,3,4,5,7,6,8
"27",0,1,1,2,3,5,4,8,6,7
"28",0,1,1,3,2,4,5,7,8,6
"29",1,0,1,2,3,4,8,5,7,6
"30",1,0,1,2,3,4,6,5,8,7
"31",1,0,2,1,3,4,7,6,5,8
"32",1,0,1,2,3,6,4,5,7,8
"33",0,1,1,2,3,4,7,5,6,8
"34",0,1,1,2,4,3,5,6,8,7
"35",0,0,1,2,3,5,4,7,6,8
"36",1,0,1,2,3,4,5,7,6,8
"37",1,1,2,1,4,3,6,5,8,7
"38",1,1,2,1,4,3,6,5,8,7
"39",1,0,1,2,3,8,4,5,6,7
"40",1,1,2,1,4,3,6,5,8,7
"41",0,0,2,1,4,3,6,5,7,8
"42",1,1,2,1,4,3,6,5,8,7
"43",1,0,1,2,3,4,5,7,8,6
"44",1,1,2,1,4,3,6,5,8,7
"45",1,1,2,1,4,3,6,5,8,7
"46",1,0,1,2,3,4,5,6,8,7
"47",1,0,1,2,3,4,5,6,7,8
"48",1,1,2,1,4,3,6,5,8,7
"49",1,1,2,1,4,3,6,5,8,7
"50",0,0,1,2,5,3,4,7,6,8
"51",1,1,2,1,4,3,6,5,8,7
"52",1,0,1,2,3,5,4,6,7,8
"53",0,1,1,2,3,4,5,6,7,8
"54",1,1,2,1,4,3,6,5,8,7
"55",1,1,2,1,4,3,6,5,8,7
"56",0,0,1,2,3,4,6,5,7,8
"57",0,0,1,2,4,3,5,7,6,8
"58",1,0,2,1,3,4,5,7,6,8
"59",1,0,1,2,3,5,4,6,7,8
"60",0,1,1,2,4,5,3,6,8,7
"61",1,1,2,1,4,3,6,5,8,7
"62",1,0,1,2,3,4,5,6,7,8
"63",1,1,2,1,4,3,6,5,8,7
"64",1,1,2,1,4,3,6,5,8,7
"65",0,0,1,2,5,3,4,6,7,8
"66",1,0,2,1,3,4,5,7,6,8
"67",1,0,1,2,3,6,5,4,7,8
"68",1,1,2,1,4,3,6,5,8,7
"69",1,1,2,1,4,3,6,5,8,7
"70",1,1,2,1,4,3,6,5,8,7
"71",1,0,1,2,3,4,7,5,8,6
"72",1,1,2,1,4,3,6,5,8,7
"73",1,0,1,3,2,4,5,6,8,7
"74",1,1,2,1,4,3,6,5,8,7
"75",0,0,1,2,3,6,4,5,8,7
"76",1,1,2,1,4,3,6,5,8,7
"77",1,0,1,2,3,4,7,5,8,6
"78",1,1,2,1,4,3,6,5,8,7
"79",0,1,1,2,3,4,6,5,8,7
"80",0,1,2,1,3,4,5,6,7,8
"81",0,0,1,2,4,3,6,5,7,8
"82",1,0,1,3,2,4,5,6,8,7
"83",0,1,2,1,5,3,6,4,7,8
"84",1,0,1,2,3,4,5,7,8,6
"85",1,0,1,2,4,3,5,7,8,6
"86",1,0,1,2,5,3,4,6,7,8
"87",0,1,1,2,3,4,6,5,7,8
"88",1,1,2,1,4,3,6,5,8,7
"89",1,1,2,1,4,3,6,5,8,7
"90",1,1,2,1,4,3,6,5,8,7
"91",0,0,1,2,3,4,6,5,7,8
"92",1,0,1,3,2,4,5,7,6,8
"93",1,0,1,2,5,4,3,6,7,8
"94",1,0,1,3,2,4,5,8,7,6
"95",0,1,1,2,3,4,5,7,8,6
"96",0,0,1,2,3,4,5,7,8,6
"97",0,0,1,2,3,4,5,6,7,8
"98",1,0,1,3,2,4,5,6,7,8
"99",0,0,1,2,3,4,5,6,7,8
"100",1,1,2,1,4,3,6,5,8,7
