"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8"
"1",1,0,1,2,3,6,4,5,7,8
"2",0,0,1,3,2,4,6,5,7,8
"3",0,1,1,2,4,3,5,6,7,8
"4",1,1,2,1,4,3,6,5,8,7
"5",0,0,1,2,3,4,7,5,6,8
"6",0,0,1,2,3,4,5,7,8,6
"7",0,1,2,1,3,5,4,8,6,7
"8",0,1,1,2,3,4,6,5,7,8
"9",1,1,2,1,4,3,6,5,8,7
"10",1,1,2,1,4,3,6,5,8,7
"11",1,1,2,1,4,3,6,5,8,7
"12",1,0,2,1,3,4,5,6,8,7
"13",1,1,2,1,4,3,6,5,8,7
"14",0,1,2,1,3,4,6,5,7,8
"15",1,1,2,1,4,3,6,5,8,7
"16",0,0,1,2,3,5,4,7,6,8
"17",1,0,1,3,2,4,6,5,8,7
"18",1,0,1,2,3,4,6,5,8,7
"19",0,0,1,2,3,5,4,8,7,6
"20",1,1,2,1,4,3,6,5,8,7
"21",0,0,1,2,3,4,5,6,7,8
"22",1,1,2,1,4,3,6,5,8,7
"23",1,1,2,1,4,3,6,5,8,7
"24",1,1,2,1,4,3,6,5,8,7
"25",1,1,2,1,4,3,6,5,8,7
"26",1,1,2,1,4,3,6,5,8,7
"27",1,0,1,2,3,4,6,7,5,8
"28",0,1,1,3,2,4,6,5,7,8
"29",0,0,1,2,3,4,7,6,5,8
"30",0,1,1,2,3,4,5,8,7,6
"31",1,0,1,2,3,5,4,6,7,8
"32",0,1,1,2,3,4,5,8,7,6
"33",0,0,3,1,2,4,5,6,7,8
"34",0,0,1,2,4,3,6,5,7,8
"35",0,0,1,3,2,5,4,8,7,6
"36",1,1,2,1,4,3,6,5,8,7
"37",0,0,1,3,2,4,6,5,8,7
"38",1,0,1,3,2,4,6,5,7,8
"39",1,1,2,1,4,3,6,5,8,7
"40",1,0,1,2,3,4,5,6,8,7
"41",0,1,2,3,1,4,5,6,7,8
"42",1,1,2,1,4,3,6,5,8,7
"43",0,0,1,2,3,4,7,6,5,8
"44",0,1,1,2,3,4,5,6,7,8
"45",1,1,2,1,4,3,6,5,8,7
"46",0,1,1,2,3,4,5,6,7,8
"47",0,0,1,3,2,4,5,7,8,6
"48",0,1,1,2,3,4,5,7,8,6
"49",1,1,2,1,4,3,6,5,8,7
"50",1,0,1,3,2,4,5,6,7,8
"51",0,0,1,2,4,3,5,7,6,8
"52",0,1,1,3,2,4,7,5,8,6
"53",1,1,2,1,4,3,6,5,8,7
"54",1,0,1,2,3,4,5,6,8,7
"55",1,0,1,2,3,4,6,7,5,8
"56",0,0,1,2,3,4,5,6,7,8
"57",0,1,1,2,4,3,6,7,5,8
"58",1,0,1,2,3,4,5,7,6,8
"59",0,0,1,3,2,5,4,6,7,8
"60",1,1,2,1,4,3,6,5,8,7
"61",1,0,1,2,3,5,4,7,6,8
"62",1,1,2,1,4,3,6,5,8,7
"63",0,1,1,2,3,4,6,5,8,7
"64",0,1,1,2,3,5,4,7,6,8
"65",0,1,1,2,3,4,5,8,7,6
"66",1,1,2,1,4,3,6,5,8,7
"67",0,0,1,3,2,4,5,8,6,7
"68",0,1,1,2,3,4,5,7,8,6
"69",0,1,1,2,3,6,4,5,8,7
"70",1,1,2,1,4,3,6,5,8,7
"71",1,1,2,1,4,3,6,5,8,7
"72",1,0,1,2,3,4,5,6,7,8
"73",1,0,1,2,3,4,5,6,7,8
"74",0,1,2,1,4,3,5,7,6,8
"75",0,0,1,2,3,4,5,6,8,7
"76",1,1,2,1,4,3,6,5,8,7
"77",0,0,1,3,4,5,2,6,7,8
"78",1,1,2,1,4,3,6,5,8,7
"79",1,1,2,1,4,3,6,5,8,7
"80",0,1,1,2,3,4,5,6,7,8
"81",0,1,1,2,3,4,6,5,7,8
"82",0,0,1,4,2,3,6,5,8,7
"83",1,0,1,4,2,3,7,6,5,8
"84",1,0,1,2,4,3,5,6,7,8
"85",1,0,1,2,4,5,3,6,8,7
"86",0,1,1,2,3,4,5,6,7,8
"87",0,0,2,1,3,5,4,7,8,6
"88",1,0,1,2,3,4,5,6,7,8
"89",0,1,1,2,4,5,3,7,6,8
"90",0,1,1,2,3,4,6,5,8,7
"91",0,1,1,2,3,5,4,6,7,8
"92",1,1,2,1,4,3,6,5,8,7
"93",1,1,2,1,4,3,6,5,8,7
"94",1,0,1,2,3,4,7,5,8,6
"95",0,0,1,2,3,4,5,6,7,8
"96",1,0,1,2,3,4,6,5,7,8
"97",0,1,1,2,4,3,5,6,8,7
"98",1,0,1,2,3,6,4,5,7,8
"99",1,1,2,1,4,3,6,5,8,7
"100",0,0,1,2,3,5,6,4,8,7
