"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8"
"1",1,1,2,1,4,3,6,5,8,7
"2",1,1,2,1,4,3,6,5,8,7
"3",1,1,2,1,4,3,6,5,8,7
"4",0,1,1,2,3,4,5,6,8,7
"5",0,0,1,2,3,4,5,6,8,7
"6",1,1,2,1,4,3,6,5,8,7
"7",0,0,1,2,3,4,5,6,7,8
"8",1,1,2,1,4,3,6,5,8,7
"9",1,0,1,2,3,5,4,6,8,7
"10",1,1,2,1,4,3,6,5,8,7
"11",1,0,1,2,4,5,3,6,8,7
"12",1,0,1,2,5,3,4,8,6,7
"13",0,0,1,3,2,4,5,6,8,7
"14",0,0,1,2,4,3,6,5,7,8
"15",0,1,1,2,3,4,5,6,7,8
"16",0,0,1,2,3,4,5,6,7,8
"17",1,1,2,1,4,3,6,5,8,7
"18",0,1,1,2,3,5,4,6,7,8
"19",0,1,1,2,3,5,4,7,8,6
"20",0,1,1,3,2,4,6,5,7,8
"21",0,0,2,1,3,6,5,4,7,8
"22",0,0,1,2,4,3,5,6,7,8
"23",1,1,2,1,4,3,6,5,8,7
"24",1,0,1,2,3,4,6,5,7,8
"25",0,0,1,3,2,5,4,7,6,8
"26",0,1,1,2,3,4,5,6,7,8
"27",0,1,1,2,4,3,5,6,8,7
"28",0,1,1,2,3,4,5,6,7,8
"29",1,0,1,2,3,4,5,6,7,8
"30",1,1,2,1,4,3,6,5,8,7
"31",0,1,1,2,4,3,5,7,8,6
"32",0,1,1,2,5,3,4,7,8,6
"33",1,1,2,1,4,3,6,5,8,7
"34",0,0,2,1,3,4,5,6,8,7
"35",1,0,1,3,2,4,5,6,7,8
"36",0,1,1,2,3,4,6,5,8,7
"37",0,0,1,2,3,4,6,5,8,7
"38",1,0,2,1,3,4,5,6,7,8
"39",1,1,2,1,4,3,6,5,8,7
"40",1,1,2,1,4,3,6,5,8,7
"41",1,1,2,1,4,3,6,5,8,7
"42",0,0,1,2,3,6,4,5,7,8
"43",0,1,1,2,3,5,4,6,7,8
"44",0,0,1,3,2,4,5,8,6,7
"45",1,0,1,2,3,4,5,6,8,7
"46",1,1,2,1,4,3,6,5,8,7
"47",1,0,1,2,3,4,5,6,8,7
"48",0,0,1,2,4,5,3,6,8,7
"49",1,1,2,1,4,3,6,5,8,7
"50",1,0,1,2,3,4,6,7,5,8
"51",0,0,1,3,2,4,5,7,6,8
"52",1,0,1,2,3,4,6,5,8,7
"53",0,0,2,1,5,4,3,6,7,8
"54",0,1,1,2,3,4,6,5,8,7
"55",1,0,1,2,3,4,8,7,5,6
"56",1,0,1,2,3,4,5,6,7,8
"57",1,1,2,1,4,3,6,5,8,7
"58",0,1,2,1,3,4,5,6,7,8
"59",0,0,1,2,3,4,5,6,8,7
"60",1,0,1,2,3,4,7,5,6,8
"61",0,1,1,2,3,5,4,7,8,6
"62",0,1,1,2,4,3,5,6,7,8
"63",0,1,1,2,4,3,5,6,8,7
"64",1,1,2,1,4,3,6,5,8,7
"65",1,1,2,1,4,3,6,5,8,7
"66",0,0,2,1,3,4,5,7,6,8
"67",0,0,1,2,5,4,3,8,7,6
"68",0,1,1,2,4,3,5,6,8,7
"69",0,1,1,2,3,4,5,6,7,8
"70",0,1,1,2,4,3,5,6,8,7
"71",0,1,1,2,4,3,5,6,7,8
"72",0,0,1,2,4,3,7,6,5,8
"73",0,1,1,3,2,5,4,6,7,8
"74",1,0,1,4,2,3,5,7,6,8
"75",0,0,1,2,3,6,4,7,5,8
"76",0,0,1,2,6,3,4,5,7,8
"77",1,0,1,2,3,4,5,6,7,8
"78",1,1,2,1,4,3,6,5,8,7
"79",0,0,1,3,2,5,4,8,6,7
"80",0,1,1,2,3,4,5,6,7,8
"81",1,0,1,2,3,4,5,7,8,6
"82",1,0,1,3,2,4,6,8,7,5
"83",0,0,1,2,3,4,5,6,7,8
"84",0,1,1,3,2,4,5,7,6,8
"85",1,1,2,1,4,3,6,5,8,7
"86",0,1,2,1,4,5,3,6,7,8
"87",0,1,2,1,3,4,6,7,8,5
"88",0,1,1,2,5,4,3,6,7,8
"89",0,0,1,2,3,4,6,5,8,7
"90",0,1,1,2,3,4,7,5,6,8
"91",0,0,1,2,5,3,4,6,7,8
"92",0,0,1,4,2,3,6,7,5,8
"93",0,1,1,3,2,5,4,7,6,8
"94",0,0,1,3,2,4,6,5,8,7
"95",0,1,1,2,4,3,6,7,5,8
"96",1,0,1,2,5,3,6,4,8,7
"97",1,0,1,2,4,3,8,7,5,6
"98",0,0,1,2,3,5,4,6,8,7
"99",0,0,1,2,5,3,4,7,6,8
"100",0,0,1,2,3,4,5,8,6,7
