"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8"
"1",1,1,2,1,4,3,6,5,8,7
"2",1,1,2,1,4,3,6,5,8,7
"3",1,1,2,1,4,3,6,5,8,7
"4",1,1,2,1,4,3,6,5,8,7
"5",0,0,2,1,3,5,6,4,8,7
"6",0,1,1,2,4,3,6,8,5,7
"7",1,1,2,1,4,3,6,5,8,7
"8",0,0,2,1,3,5,4,7,6,8
"9",1,0,1,2,3,4,6,5,8,7
"10",1,0,2,1,3,4,5,6,7,8
"11",1,0,2,1,3,4,8,5,6,7
"12",1,1,2,1,4,3,6,5,8,7
"13",1,1,2,1,4,3,6,5,8,7
"14",0,1,1,2,3,5,4,6,7,8
"15",1,0,1,2,3,4,5,6,7,8
"16",0,0,2,1,4,3,6,5,8,7
"17",0,0,1,2,3,5,6,4,7,8
"18",0,1,1,4,2,3,5,7,6,8
"19",1,1,2,1,4,3,6,5,8,7
"20",1,1,2,1,4,3,6,5,8,7
"21",0,1,1,2,3,4,6,5,7,8
"22",0,0,1,2,3,6,4,5,8,7
"23",1,0,1,2,5,3,4,7,8,6
"24",1,0,1,2,3,4,5,6,7,8
"25",0,1,1,2,3,5,4,6,7,8
"26",1,1,2,1,4,3,6,5,8,7
"27",0,0,1,3,2,4,5,6,8,7
"28",1,0,1,2,3,4,5,7,6,8
"29",0,1,1,2,4,3,5,6,8,7
"30",0,0,1,2,3,7,4,5,8,6
"31",0,0,2,1,3,5,4,6,7,8
"32",0,1,1,2,3,5,4,6,7,8
"33",0,1,1,2,4,3,7,5,6,8
"34",0,1,1,2,3,4,5,6,7,8
"35",1,0,1,2,3,4,5,6,7,8
"36",0,1,1,2,3,5,4,6,7,8
"37",0,1,1,2,3,5,4,6,8,7
"38",1,0,1,2,3,4,6,7,5,8
"39",0,0,1,3,2,4,6,5,7,8
"40",0,0,1,2,3,4,5,6,7,8
"41",1,0,1,2,8,4,3,5,6,7
"42",0,0,1,2,3,4,5,6,7,8
"43",0,0,1,2,3,4,7,5,6,8
"44",1,1,2,1,4,3,6,5,8,7
"45",0,0,1,2,3,4,5,6,7,8
"46",1,1,2,1,4,3,6,5,8,7
"47",1,0,1,3,2,4,5,6,7,8
"48",0,0,1,2,3,6,5,4,7,8
"49",1,1,2,1,4,3,6,5,8,7
"50",1,0,1,2,3,4,5,6,7,8
"51",1,1,2,1,4,3,6,5,8,7
"52",1,1,2,1,4,3,6,5,8,7
"53",0,1,1,3,2,7,4,5,8,6
"54",0,0,1,2,3,4,6,7,5,8
"55",1,0,1,3,2,4,5,6,8,7
"56",1,0,1,2,3,4,5,6,7,8
"57",0,0,1,2,3,4,6,5,7,8
"58",1,1,2,1,4,3,6,5,8,7
"59",1,1,2,1,4,3,6,5,8,7
"60",1,1,2,1,4,3,6,5,8,7
"61",1,1,2,1,4,3,6,5,8,7
"62",0,0,1,3,2,5,4,6,8,7
"63",0,1,1,2,3,5,4,7,6,8
"64",1,1,2,1,4,3,6,5,8,7
"65",0,1,1,2,3,6,5,4,7,8
"66",1,1,2,1,4,3,6,5,8,7
"67",0,1,1,2,3,4,5,8,6,7
"68",1,0,1,2,3,5,4,6,8,7
"69",1,1,2,1,4,3,6,5,8,7
"70",1,0,1,2,3,4,5,6,7,8
"71",0,1,1,3,2,6,4,5,7,8
"72",1,1,2,1,4,3,6,5,8,7
"73",0,1,1,3,2,4,5,8,7,6
"74",1,0,1,2,3,4,8,6,7,5
"75",0,0,1,2,3,7,5,4,6,8
"76",0,0,1,2,4,3,7,5,6,8
"77",1,0,2,1,3,5,4,6,7,8
"78",0,1,1,2,3,7,5,6,4,8
"79",1,0,1,2,3,4,5,8,6,7
"80",0,0,1,2,3,5,4,8,6,7
"81",1,1,2,1,4,3,6,5,8,7
"82",1,1,2,1,4,3,6,5,8,7
"83",1,0,1,3,2,4,5,6,7,8
"84",1,1,2,1,4,3,6,5,8,7
"85",1,1,2,1,4,3,6,5,8,7
"86",0,1,1,2,3,5,4,7,6,8
"87",0,1,1,2,4,3,6,5,7,8
"88",1,1,2,1,4,3,6,5,8,7
"89",0,1,1,2,4,3,5,6,7,8
"90",0,1,1,2,3,4,5,6,7,8
"91",1,1,2,1,4,3,6,5,8,7
"92",0,1,1,2,3,4,5,6,7,8
"93",1,1,2,1,4,3,6,5,8,7
"94",1,1,2,1,4,3,6,5,8,7
"95",0,1,1,2,3,4,5,7,6,8
"96",1,1,2,1,4,3,6,5,8,7
"97",1,0,1,2,3,4,5,7,6,8
"98",1,1,2,1,4,3,6,5,8,7
"99",1,0,1,2,3,4,5,8,6,7
"100",0,0,1,2,3,4,5,7,8,6
