"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8"
"1",0,0,1,2,3,4,6,7,5,8
"2",1,0,1,2,3,4,5,6,8,7
"3",0,1,1,2,3,5,4,6,7,8
"4",1,0,1,2,4,3,5,6,7,8
"5",1,0,1,2,4,3,6,5,7,8
"6",0,1,1,2,3,4,6,5,8,7
"7",1,0,1,2,3,5,4,6,8,7
"8",0,0,1,2,3,4,5,7,6,8
"9",0,0,2,1,3,4,5,7,6,8
"10",1,1,2,1,4,3,6,5,8,7
"11",0,0,1,2,3,4,6,7,5,8
"12",0,0,1,2,4,5,3,7,6,8
"13",1,1,2,1,4,3,6,5,8,7
"14",1,1,2,1,4,3,6,5,8,7
"15",1,1,2,1,4,3,6,5,8,7
"16",0,1,1,2,3,4,6,8,7,5
"17",0,1,1,2,3,4,5,6,8,7
"18",0,1,1,2,3,4,5,7,6,8
"19",0,0,1,2,3,4,5,6,8,7
"20",1,0,1,2,3,6,5,4,7,8
"21",1,1,2,1,4,3,6,5,8,7
"22",0,1,1,2,5,3,6,4,8,7
"23",1,1,2,1,4,3,6,5,8,7
"24",0,1,2,1,4,3,7,6,5,8
"25",1,0,1,2,3,4,6,5,8,7
"26",0,1,1,2,3,4,5,7,6,8
"27",1,0,1,2,3,5,4,8,6,7
"28",0,1,1,2,3,4,6,5,8,7
"29",0,1,1,2,3,4,7,8,5,6
"30",1,0,1,2,4,3,5,8,7,6
"31",0,0,1,2,3,4,6,5,7,8
"32",1,0,1,2,4,5,3,6,7,8
"33",0,1,2,1,4,3,5,7,6,8
"34",1,1,2,1,4,3,6,5,8,7
"35",1,1,2,1,4,3,6,5,8,7
"36",0,0,1,2,3,6,4,7,5,8
"37",0,1,1,2,3,4,6,7,8,5
"38",1,1,2,1,4,3,6,5,8,7
"39",0,0,1,2,3,4,5,7,8,6
"40",0,0,1,2,3,4,5,6,7,8
"41",0,1,1,3,2,4,5,6,8,7
"42",0,0,1,2,4,3,5,6,7,8
"43",0,0,2,1,5,4,6,3,7,8
"44",1,0,1,3,4,2,7,5,8,6
"45",0,1,1,2,4,3,7,6,5,8
"46",0,0,1,2,3,5,4,6,7,8
"47",1,1,2,1,4,3,6,5,8,7
"48",0,0,2,1,5,3,4,8,6,7
"49",1,1,2,1,4,3,6,5,8,7
"50",0,0,1,2,3,4,6,5,8,7
"51",0,0,1,2,3,4,5,6,7,8
"52",0,1,1,2,3,4,6,8,5,7
"53",1,1,2,1,4,3,6,5,8,7
"54",1,0,1,2,3,4,5,6,7,8
"55",1,0,1,2,3,6,4,5,7,8
"56",1,1,2,1,4,3,6,5,8,7
"57",1,0,1,2,3,4,5,6,7,8
"58",0,0,1,2,3,4,5,6,7,8
"59",0,1,1,2,3,5,4,7,6,8
"60",0,0,1,3,2,4,5,7,6,8
"61",0,0,2,1,4,3,5,6,7,8
"62",0,0,1,2,3,5,4,6,8,7
"63",1,0,1,3,2,4,6,5,7,8
"64",1,1,2,1,4,3,6,5,8,7
"65",1,0,1,2,3,7,6,4,5,8
"66",1,0,1,2,3,4,5,6,8,7
"67",1,0,2,1,3,4,5,6,7,8
"68",0,1,1,2,3,4,6,7,5,8
"69",0,0,1,2,4,3,5,8,7,6
"70",1,1,2,1,4,3,6,5,8,7
"71",0,0,1,3,2,4,6,5,8,7
"72",0,1,1,2,3,4,5,6,8,7
"73",1,1,2,1,4,3,6,5,8,7
"74",1,0,1,2,3,4,5,6,8,7
"75",1,1,2,1,4,3,6,5,8,7
"76",0,0,1,2,3,4,5,6,8,7
"77",0,1,1,2,3,4,5,7,6,8
"78",0,1,1,3,2,4,5,6,7,8
"79",0,1,1,2,3,4,7,6,5,8
"80",1,1,2,1,4,3,6,5,8,7
"81",0,1,1,2,3,4,6,5,7,8
"82",0,0,2,1,3,4,5,6,8,7
"83",1,1,2,1,4,3,6,5,8,7
"84",1,1,2,1,4,3,6,5,8,7
"85",0,0,1,4,3,2,5,6,7,8
"86",0,0,1,2,3,4,5,8,7,6
"87",0,1,1,2,3,4,5,6,8,7
"88",0,1,1,3,2,5,4,8,7,6
"89",1,0,1,2,3,5,4,6,7,8
"90",0,1,1,2,3,4,5,8,6,7
"91",0,1,1,2,3,4,5,7,6,8
"92",0,0,2,1,3,4,5,6,7,8
"93",1,0,1,3,2,4,6,5,8,7
"94",1,0,1,2,3,4,6,7,5,8
"95",1,1,2,1,4,3,6,5,8,7
"96",0,1,1,3,2,4,5,6,8,7
"97",0,0,1,3,2,4,5,8,7,6
"98",1,1,2,1,4,3,6,5,8,7
"99",1,0,1,3,2,7,5,8,6,4
"100",1,1,2,1,4,3,6,5,8,7
