"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8"
"1",1,0,1,2,3,4,5,6,8,7
"2",0,0,1,2,3,5,4,6,8,7
"3",1,0,1,2,3,6,4,5,7,8
"4",0,0,1,2,3,5,4,6,8,7
"5",1,0,2,1,3,6,5,4,8,7
"6",0,1,1,2,4,3,5,6,8,7
"7",0,1,1,2,3,4,5,8,7,6
"8",1,1,2,1,4,3,6,5,8,7
"9",0,1,1,2,3,6,4,5,8,7
"10",1,0,1,2,3,5,7,6,4,8
"11",0,0,1,2,3,4,7,5,6,8
"12",0,1,1,2,3,5,4,6,7,8
"13",1,1,2,1,4,3,6,5,8,7
"14",1,1,2,1,4,3,6,5,8,7
"15",0,0,1,2,3,4,5,7,6,8
"16",1,0,1,3,2,4,8,5,6,7
"17",1,0,1,3,2,4,5,6,7,8
"18",1,1,2,1,4,3,6,5,8,7
"19",0,1,2,1,3,4,6,5,8,7
"20",0,0,1,2,3,4,5,7,8,6
"21",1,0,1,3,2,4,5,7,6,8
"22",1,0,1,3,2,5,4,6,7,8
"23",1,0,1,2,5,3,4,6,7,8
"24",1,0,1,2,3,4,5,6,8,7
"25",0,0,1,2,3,4,5,6,8,7
"26",0,1,1,2,3,5,4,7,6,8
"27",1,1,2,1,4,3,6,5,8,7
"28",1,1,2,1,4,3,6,5,8,7
"29",1,1,2,1,4,3,6,5,8,7
"30",0,0,1,2,3,4,5,7,6,8
"31",1,1,2,1,4,3,6,5,8,7
"32",0,0,2,1,4,3,5,6,7,8
"33",0,0,2,1,3,4,5,7,6,8
"34",1,0,1,2,3,4,6,5,8,7
"35",0,0,1,2,3,4,5,6,8,7
"36",0,1,1,3,2,4,5,6,7,8
"37",0,1,1,3,2,4,5,7,6,8
"38",1,1,2,1,4,3,6,5,8,7
"39",0,0,1,2,3,5,4,6,8,7
"40",1,1,2,1,4,3,6,5,8,7
"41",1,1,2,1,4,3,6,5,8,7
"42",0,1,1,2,3,5,4,6,7,8
"43",1,0,1,2,6,3,4,5,8,7
"44",0,0,2,1,4,3,5,7,6,8
"45",1,1,2,1,4,3,6,5,8,7
"46",1,1,2,1,4,3,6,5,8,7
"47",0,0,1,2,3,4,5,7,6,8
"48",0,1,1,2,3,4,6,5,8,7
"49",0,0,1,2,3,5,4,6,7,8
"50",1,1,2,1,4,3,6,5,8,7
"51",1,0,1,3,2,4,5,6,7,8
"52",1,1,2,1,4,3,6,5,8,7
"53",0,0,1,2,3,4,5,6,7,8
"54",0,0,1,2,3,4,5,7,6,8
"55",1,0,1,2,3,6,4,5,8,7
"56",1,1,2,1,4,3,6,5,8,7
"57",0,0,1,3,2,4,5,6,7,8
"58",1,1,2,1,4,3,6,5,8,7
"59",1,0,1,3,2,4,5,8,7,6
"60",1,0,2,1,3,4,6,5,8,7
"61",1,0,1,3,4,2,5,8,6,7
"62",0,1,1,2,3,4,6,5,7,8
"63",0,0,1,2,3,4,6,8,5,7
"64",0,0,1,2,3,4,5,8,6,7
"65",0,0,1,2,3,4,5,6,7,8
"66",0,1,1,2,3,4,5,6,8,7
"67",0,0,1,2,3,4,6,5,8,7
"68",0,0,1,2,3,4,5,6,8,7
"69",0,1,2,1,4,3,5,6,8,7
"70",0,1,1,2,3,4,5,8,7,6
"71",0,1,1,2,4,5,3,6,7,8
"72",0,1,1,2,3,4,7,5,8,6
"73",0,0,1,2,5,3,4,6,7,8
"74",1,0,1,3,2,4,5,8,7,6
"75",1,1,2,1,4,3,6,5,8,7
"76",0,0,1,2,3,5,4,6,8,7
"77",0,0,2,1,3,4,5,6,7,8
"78",0,1,2,1,3,5,4,6,8,7
"79",1,0,1,3,2,4,5,6,7,8
"80",0,0,1,2,3,4,5,8,6,7
"81",0,0,1,2,3,6,5,4,7,8
"82",0,1,2,1,3,5,4,8,6,7
"83",1,0,1,2,3,5,4,6,7,8
"84",0,1,1,2,3,5,4,6,7,8
"85",1,0,1,2,3,7,4,5,6,8
"86",1,1,2,1,4,3,6,5,8,7
"87",1,0,1,2,3,5,4,6,7,8
"88",1,1,2,1,4,3,6,5,8,7
"89",1,1,2,1,4,3,6,5,8,7
"90",1,0,1,2,3,4,5,7,6,8
"91",1,0,1,3,2,6,4,7,5,8
"92",1,0,1,2,3,4,5,7,6,8
"93",0,0,1,2,4,3,7,5,8,6
"94",1,0,2,1,3,4,6,5,8,7
"95",1,0,1,2,3,6,5,4,7,8
"96",0,0,1,2,3,5,6,4,7,8
"97",0,1,1,2,3,4,7,5,6,8
"98",1,1,2,1,4,3,6,5,8,7
"99",1,0,1,3,2,5,6,7,4,8
"100",1,1,2,1,4,3,6,5,8,7
