"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8"
"1",1,1,2,1,4,3,6,5,8,7
"2",1,0,1,2,3,6,4,5,7,8
"3",1,1,2,1,4,3,6,5,8,7
"4",0,0,1,2,3,4,5,6,8,7
"5",1,0,1,2,3,7,5,4,8,6
"6",1,1,2,1,4,3,6,5,8,7
"7",0,0,1,2,3,4,5,6,7,8
"8",1,1,2,1,4,3,6,5,8,7
"9",1,0,1,4,2,5,3,7,6,8
"10",0,1,1,2,3,4,7,6,5,8
"11",0,1,1,2,3,4,5,6,8,7
"12",1,1,2,1,4,3,6,5,8,7
"13",0,0,1,2,3,6,5,4,8,7
"14",1,0,1,2,3,4,6,5,8,7
"15",1,0,1,2,3,4,5,6,8,7
"16",1,0,1,2,4,3,6,5,7,8
"17",0,1,1,2,3,4,5,6,8,7
"18",1,0,1,2,3,4,5,8,6,7
"19",0,1,1,3,2,5,4,7,6,8
"20",0,1,1,2,3,4,5,6,7,8
"21",1,1,2,1,4,3,6,5,8,7
"22",1,0,1,2,3,5,4,6,8,7
"23",1,1,2,1,4,3,6,5,8,7
"24",0,0,1,2,3,6,5,4,7,8
"25",1,1,2,1,4,3,6,5,8,7
"26",0,1,1,2,3,4,5,7,6,8
"27",0,0,1,2,4,3,5,6,7,8
"28",0,0,1,2,3,4,5,7,6,8
"29",0,1,1,2,3,4,6,7,5,8
"30",1,0,1,2,3,4,5,8,7,6
"31",1,1,2,1,4,3,6,5,8,7
"32",0,0,1,3,2,5,4,7,6,8
"33",0,0,2,1,3,5,4,6,7,8
"34",1,0,1,2,3,7,4,5,6,8
"35",0,0,1,2,3,5,4,8,6,7
"36",1,1,2,1,4,3,6,5,8,7
"37",1,0,2,1,3,4,5,6,7,8
"38",1,1,2,1,4,3,6,5,8,7
"39",1,0,1,2,4,3,5,6,7,8
"40",1,0,1,2,4,3,6,8,5,7
"41",0,1,1,2,3,4,5,6,8,7
"42",0,0,1,3,2,4,6,5,7,8
"43",0,0,1,2,3,4,6,5,7,8
"44",1,0,1,2,3,4,7,8,6,5
"45",0,0,1,2,3,4,5,7,6,8
"46",0,0,1,2,3,4,5,8,7,6
"47",0,0,1,2,3,4,7,5,6,8
"48",1,0,1,2,4,3,5,6,8,7
"49",0,1,1,2,3,6,4,7,5,8
"50",1,0,1,2,3,4,5,6,7,8
"51",1,1,2,1,4,3,6,5,8,7
"52",0,0,1,2,3,4,5,6,7,8
"53",0,1,1,2,3,5,4,6,7,8
"54",0,1,1,2,3,5,4,7,6,8
"55",1,1,2,1,4,3,6,5,8,7
"56",0,0,1,2,3,4,6,5,7,8
"57",1,0,1,2,3,4,5,8,6,7
"58",0,1,1,3,2,6,7,5,4,8
"59",1,1,2,1,4,3,6,5,8,7
"60",1,0,1,2,3,4,5,6,7,8
"61",0,1,1,2,3,6,4,5,7,8
"62",0,0,1,2,3,5,6,4,7,8
"63",0,1,1,2,3,4,7,6,8,5
"64",0,0,1,2,3,4,5,6,7,8
"65",1,1,2,1,4,3,6,5,8,7
"66",1,1,2,1,4,3,6,5,8,7
"67",0,0,1,2,3,4,5,6,7,8
"68",1,0,1,2,3,4,7,6,5,8
"69",0,0,1,2,4,3,6,8,5,7
"70",1,1,2,1,4,3,6,5,8,7
"71",0,0,1,3,2,4,5,8,6,7
"72",0,0,1,3,2,8,6,5,4,7
"73",1,1,2,1,4,3,6,5,8,7
"74",1,0,1,2,3,4,5,8,6,7
"75",1,1,2,1,4,3,6,5,8,7
"76",1,0,1,2,3,4,5,7,6,8
"77",1,1,2,1,4,3,6,5,8,7
"78",0,0,1,2,4,3,5,6,8,7
"79",0,0,1,2,3,4,5,6,7,8
"80",1,0,1,2,3,5,4,8,6,7
"81",1,0,1,2,3,5,4,6,8,7
"82",0,1,1,2,3,6,4,5,7,8
"83",0,1,1,2,3,4,6,7,5,8
"84",1,1,2,1,4,3,6,5,8,7
"85",0,0,1,2,3,4,5,6,8,7
"86",1,0,1,2,3,4,5,6,7,8
"87",1,0,1,2,3,5,6,7,4,8
"88",1,0,1,2,3,5,6,8,4,7
"89",0,0,1,3,2,4,6,7,5,8
"90",1,0,1,3,2,4,8,5,7,6
"91",0,1,2,1,3,4,6,7,5,8
"92",1,0,1,2,3,4,5,6,7,8
"93",1,0,1,2,3,4,6,5,7,8
"94",0,0,1,2,3,4,6,5,8,7
"95",1,0,1,2,3,5,6,4,7,8
"96",0,1,1,2,3,4,5,7,6,8
"97",1,0,1,2,3,5,4,6,7,8
"98",1,0,1,2,3,4,7,5,6,8
"99",1,1,2,1,4,3,6,5,8,7
"100",0,1,1,3,2,4,8,5,7,6
