"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8"
"1",0,1,1,2,4,6,3,7,8,5
"2",1,1,2,1,4,3,6,5,8,7
"3",0,1,1,2,3,4,5,7,6,8
"4",0,1,1,2,3,4,5,6,8,7
"5",0,1,1,2,3,5,4,7,6,8
"6",0,0,1,2,3,4,5,6,8,7
"7",1,1,2,1,4,3,6,5,8,7
"8",0,0,1,2,5,3,4,7,6,8
"9",0,1,1,2,3,4,6,5,8,7
"10",0,0,1,2,3,4,6,5,7,8
"11",0,0,1,2,3,4,5,7,8,6
"12",1,1,2,1,4,3,6,5,8,7
"13",0,1,1,2,3,4,5,7,6,8
"14",0,1,1,2,3,5,4,7,8,6
"15",0,0,1,3,2,4,6,5,7,8
"16",0,1,1,2,3,4,6,5,8,7
"17",0,1,1,4,3,2,5,6,8,7
"18",0,1,1,2,3,4,5,6,7,8
"19",0,1,1,3,2,4,5,6,7,8
"20",1,0,1,2,3,5,4,6,8,7
"21",1,0,1,2,3,5,6,4,7,8
"22",0,1,1,2,3,4,6,5,7,8
"23",1,1,2,1,4,3,6,5,8,7
"24",1,1,2,1,4,3,6,5,8,7
"25",1,0,1,2,3,4,6,7,5,8
"26",1,0,1,2,5,3,4,6,7,8
"27",1,0,1,2,3,5,4,6,7,8
"28",0,0,1,2,3,4,5,8,7,6
"29",0,1,1,2,4,3,5,6,7,8
"30",0,0,1,2,3,4,7,6,5,8
"31",1,0,1,2,3,4,5,6,8,7
"32",0,0,1,2,3,4,6,5,8,7
"33",1,0,1,2,3,4,6,5,8,7
"34",1,0,1,3,4,2,6,5,7,8
"35",1,1,2,1,4,3,6,5,8,7
"36",1,0,1,2,3,4,6,5,7,8
"37",0,1,1,2,4,3,5,6,8,7
"38",1,1,2,1,4,3,6,5,8,7
"39",1,0,1,2,3,4,6,5,8,7
"40",1,1,2,1,4,3,6,5,8,7
"41",0,0,1,2,4,3,5,8,7,6
"42",1,1,2,1,4,3,6,5,8,7
"43",1,1,2,1,4,3,6,5,8,7
"44",1,1,2,1,4,3,6,5,8,7
"45",1,0,1,2,3,4,5,6,8,7
"46",1,0,1,2,5,3,7,4,6,8
"47",1,1,2,1,4,3,6,5,8,7
"48",1,1,2,1,4,3,6,5,8,7
"49",0,0,1,2,3,4,5,7,8,6
"50",0,0,1,2,3,4,6,7,8,5
"51",1,1,2,1,4,3,6,5,8,7
"52",0,0,1,2,3,4,6,8,5,7
"53",1,1,2,1,4,3,6,5,8,7
"54",0,1,1,2,3,4,6,5,7,8
"55",1,1,2,1,4,3,6,5,8,7
"56",0,1,2,1,4,3,5,6,7,8
"57",0,1,1,2,3,4,6,5,8,7
"58",0,1,1,2,4,3,7,5,6,8
"59",0,0,1,2,3,7,6,4,5,8
"60",1,1,2,1,4,3,6,5,8,7
"61",0,1,2,1,3,5,4,8,6,7
"62",0,0,1,2,3,6,5,4,8,7
"63",1,0,1,2,4,3,5,6,7,8
"64",0,0,1,2,3,5,4,7,6,8
"65",1,0,2,1,3,4,6,5,7,8
"66",0,0,1,3,2,5,4,6,8,7
"67",0,1,1,3,2,6,4,5,7,8
"68",0,0,1,2,4,3,6,5,7,8
"69",0,1,1,2,3,4,6,5,7,8
"70",0,0,1,2,3,4,6,8,5,7
"71",0,1,2,1,3,4,5,7,8,6
"72",1,1,2,1,4,3,6,5,8,7
"73",1,0,1,2,3,5,4,8,7,6
"74",0,1,1,2,3,4,5,6,7,8
"75",0,1,1,2,3,5,4,6,8,7
"76",0,1,1,2,4,3,6,5,7,8
"77",1,0,1,2,4,3,5,6,7,8
"78",1,1,2,1,4,3,6,5,8,7
"79",1,0,1,2,3,4,6,5,8,7
"80",1,0,2,1,3,4,6,5,7,8
"81",1,1,2,1,4,3,6,5,8,7
"82",0,0,1,2,3,5,4,6,7,8
"83",1,0,2,1,4,3,6,5,7,8
"84",1,0,1,2,3,5,4,8,6,7
"85",1,0,1,2,4,3,5,8,7,6
"86",0,0,1,3,4,2,5,7,6,8
"87",0,0,1,2,3,4,6,5,7,8
"88",0,0,1,2,3,4,5,6,7,8
"89",1,1,2,1,4,3,6,5,8,7
"90",0,0,1,2,3,4,5,6,7,8
"91",0,0,1,2,4,3,5,6,8,7
"92",0,0,1,2,3,4,5,6,8,7
"93",0,0,1,2,4,3,5,8,6,7
"94",0,1,1,2,3,4,5,6,7,8
"95",1,0,1,2,3,4,5,7,6,8
"96",1,0,1,2,3,7,4,6,5,8
"97",1,0,1,2,3,4,8,6,5,7
"98",1,1,2,1,4,3,6,5,8,7
"99",0,1,2,1,3,4,5,8,6,7
"100",0,1,1,2,3,5,4,7,8,6
