"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8"
"1",1,0,1,2,5,4,3,6,7,8
"2",1,0,1,2,3,4,5,6,7,8
"3",1,1,2,1,4,3,6,5,8,7
"4",1,0,1,4,2,3,5,6,8,7
"5",1,0,1,2,4,3,5,6,8,7
"6",1,0,1,2,3,5,6,4,8,7
"7",1,1,2,1,4,3,6,5,8,7
"8",1,0,1,2,3,4,6,7,5,8
"9",1,0,1,2,3,4,6,5,7,8
"10",1,1,2,1,4,3,6,5,8,7
"11",0,1,1,2,4,3,5,8,7,6
"12",0,1,1,2,3,4,5,6,7,8
"13",0,0,1,2,3,5,4,6,7,8
"14",1,1,2,1,4,3,6,5,8,7
"15",0,0,1,2,5,3,4,8,7,6
"16",1,0,2,1,3,4,5,6,7,8
"17",0,0,1,2,3,4,5,6,8,7
"18",1,0,2,1,3,4,5,6,8,7
"19",0,1,1,2,4,3,5,6,7,8
"20",1,1,2,1,4,3,6,5,8,7
"21",1,0,1,2,3,5,4,6,7,8
"22",0,0,1,3,2,4,6,5,7,8
"23",0,0,1,2,3,4,5,7,6,8
"24",0,0,1,2,3,4,5,6,7,8
"25",1,0,1,2,3,5,4,7,8,6
"26",0,1,1,3,2,4,5,7,6,8
"27",0,0,1,2,3,4,7,6,5,8
"28",1,0,1,2,3,6,4,5,7,8
"29",1,1,2,1,4,3,6,5,8,7
"30",0,1,1,2,3,5,4,6,8,7
"31",0,1,1,2,3,5,4,6,8,7
"32",1,1,2,1,4,3,6,5,8,7
"33",1,1,2,1,4,3,6,5,8,7
"34",0,1,1,2,4,3,5,6,7,8
"35",0,0,1,2,3,4,5,7,6,8
"36",1,0,1,2,3,4,7,6,8,5
"37",1,1,2,1,4,3,6,5,8,7
"38",1,1,2,1,4,3,6,5,8,7
"39",0,0,1,2,4,3,7,6,5,8
"40",0,0,1,2,3,4,8,5,7,6
"41",1,0,1,2,4,3,5,6,8,7
"42",1,1,2,1,4,3,6,5,8,7
"43",0,0,1,2,3,4,5,6,8,7
"44",1,0,1,2,3,4,5,6,8,7
"45",0,1,1,2,4,3,6,5,7,8
"46",1,0,1,2,3,4,5,6,7,8
"47",0,0,1,2,3,4,5,6,8,7
"48",1,0,1,4,2,3,6,5,7,8
"49",1,1,2,1,4,3,6,5,8,7
"50",1,0,1,2,3,4,6,5,7,8
"51",0,1,1,2,3,4,6,5,8,7
"52",0,1,1,2,3,4,5,7,6,8
"53",0,1,1,2,3,5,4,6,7,8
"54",0,1,1,2,4,3,5,7,6,8
"55",0,0,1,2,3,4,7,5,6,8
"56",1,0,1,2,3,4,5,8,6,7
"57",0,0,2,1,3,7,5,6,4,8
"58",0,0,1,2,3,5,4,6,7,8
"59",1,0,1,2,3,4,5,8,7,6
"60",1,0,1,2,4,3,5,8,6,7
"61",0,0,2,1,4,3,5,6,7,8
"62",0,0,1,2,3,5,6,4,8,7
"63",0,1,1,2,3,4,8,6,7,5
"64",1,0,1,2,4,3,5,8,7,6
"65",1,1,2,1,4,3,6,5,8,7
"66",0,0,1,2,4,3,5,6,7,8
"67",1,1,2,1,4,3,6,5,8,7
"68",1,1,2,1,4,3,6,5,8,7
"69",0,0,1,3,2,4,6,5,7,8
"70",0,1,1,2,3,4,5,7,6,8
"71",1,0,1,3,2,4,5,6,8,7
"72",0,1,1,2,3,6,4,5,8,7
"73",0,1,1,2,5,3,4,7,6,8
"74",0,0,1,2,4,3,5,7,6,8
"75",0,0,1,2,3,5,8,4,6,7
"76",0,0,1,2,4,5,3,8,6,7
"77",1,0,1,2,3,4,5,6,8,7
"78",1,0,1,3,2,4,6,5,7,8
"79",1,0,1,2,3,4,6,8,5,7
"80",1,0,1,2,3,6,4,5,8,7
"81",1,1,2,1,4,3,6,5,8,7
"82",0,0,1,3,2,4,5,7,6,8
"83",0,1,1,2,3,4,5,7,6,8
"84",1,1,2,1,4,3,6,5,8,7
"85",0,1,1,2,4,3,6,8,5,7
"86",1,1,2,1,4,3,6,5,8,7
"87",0,0,1,2,3,7,4,5,6,8
"88",0,0,1,2,3,5,6,4,7,8
"89",1,0,1,2,4,3,5,8,6,7
"90",1,0,2,1,3,4,6,5,7,8
"91",1,0,1,2,3,5,4,6,7,8
"92",0,1,1,2,4,3,5,8,6,7
"93",0,0,1,2,3,4,5,6,7,8
"94",1,0,1,2,4,3,5,7,6,8
"95",1,0,1,3,2,7,4,6,5,8
"96",0,0,1,2,3,4,5,7,8,6
"97",0,1,1,3,2,6,4,7,8,5
"98",1,1,2,1,4,3,6,5,8,7
"99",0,1,1,2,3,4,5,7,6,8
"100",0,0,1,2,3,4,5,7,6,8
