"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8"
"1",0,0,1,2,3,4,5,6,7,8
"2",0,0,1,2,4,3,7,8,5,6
"3",1,0,1,2,4,3,6,7,5,8
"4",1,0,1,2,3,6,5,7,4,8
"5",1,1,2,1,4,3,6,5,8,7
"6",1,1,2,1,4,3,6,5,8,7
"7",0,0,1,2,3,4,6,7,5,8
"8",0,1,1,2,3,6,4,5,7,8
"9",0,1,2,1,3,4,6,5,7,8
"10",0,0,1,2,3,4,5,6,8,7
"11",0,0,1,2,3,4,6,8,5,7
"12",0,0,1,2,3,5,4,6,7,8
"13",0,0,1,2,4,3,5,6,8,7
"14",0,0,1,2,3,4,5,6,8,7
"15",1,0,2,1,4,3,5,6,7,8
"16",0,0,1,2,3,4,5,6,7,8
"17",0,0,1,2,4,3,5,7,6,8
"18",1,0,1,2,3,6,4,5,7,8
"19",1,0,1,2,3,5,4,7,6,8
"20",0,0,1,2,3,4,5,7,6,8
"21",0,0,1,3,2,5,4,8,6,7
"22",1,1,2,1,4,3,6,5,8,7
"23",1,1,2,1,4,3,6,5,8,7
"24",0,0,1,2,3,5,4,8,6,7
"25",0,1,2,1,4,3,6,5,8,7
"26",1,0,1,3,2,4,5,7,6,8
"27",1,1,2,1,4,3,6,5,8,7
"28",0,1,1,2,3,4,5,6,8,7
"29",0,0,1,2,3,4,6,5,7,8
"30",1,1,2,1,4,3,6,5,8,7
"31",1,0,1,2,3,4,6,5,7,8
"32",0,1,1,2,3,4,5,6,7,8
"33",1,1,2,1,4,3,6,5,8,7
"34",1,1,2,1,4,3,6,5,8,7
"35",0,1,1,2,3,5,4,6,8,7
"36",0,1,1,2,3,5,4,8,7,6
"37",1,1,2,1,4,3,6,5,8,7
"38",1,0,1,2,5,3,6,4,7,8
"39",1,1,2,1,4,3,6,5,8,7
"40",1,1,2,1,4,3,6,5,8,7
"41",0,0,2,1,5,4,3,6,7,8
"42",1,0,1,2,3,5,4,6,7,8
"43",1,0,1,2,3,4,6,8,7,5
"44",0,0,2,1,3,4,5,7,6,8
"45",1,0,2,1,3,4,8,5,6,7
"46",1,1,2,1,4,3,6,5,8,7
"47",0,1,1,2,3,4,6,7,5,8
"48",1,1,2,1,4,3,6,5,8,7
"49",1,1,2,1,4,3,6,5,8,7
"50",1,0,1,2,4,3,5,7,6,8
"51",0,0,1,2,3,4,5,8,6,7
"52",1,0,1,2,3,4,5,6,8,7
"53",0,1,1,2,4,3,5,8,6,7
"54",1,0,1,3,2,4,5,7,6,8
"55",0,1,1,3,2,7,4,5,6,8
"56",1,0,1,2,3,4,7,6,5,8
"57",1,0,1,2,3,4,5,6,8,7
"58",1,1,2,1,4,3,6,5,8,7
"59",0,1,1,2,3,6,4,7,5,8
"60",0,1,1,3,2,4,5,8,7,6
"61",0,0,1,2,4,3,6,5,7,8
"62",0,1,1,2,3,4,5,6,7,8
"63",1,0,1,2,3,4,5,7,6,8
"64",1,0,1,2,3,6,4,5,8,7
"65",1,1,2,1,4,3,6,5,8,7
"66",0,1,1,2,4,5,3,6,7,8
"67",0,0,1,2,3,4,7,5,6,8
"68",1,1,2,1,4,3,6,5,8,7
"69",0,1,1,2,3,4,6,7,8,5
"70",1,1,2,1,4,3,6,5,8,7
"71",1,0,1,2,3,4,5,6,8,7
"72",0,0,1,3,2,4,5,6,7,8
"73",0,1,1,2,4,3,5,6,7,8
"74",1,0,1,2,3,4,5,6,7,8
"75",1,0,1,2,3,4,5,6,8,7
"76",1,0,1,2,5,3,4,8,6,7
"77",1,0,1,2,3,7,4,5,6,8
"78",1,1,2,1,4,3,6,5,8,7
"79",1,1,2,1,4,3,6,5,8,7
"80",0,1,1,2,3,4,6,5,8,7
"81",1,1,2,1,4,3,6,5,8,7
"82",0,1,1,2,3,4,5,6,7,8
"83",1,0,1,2,4,3,5,7,6,8
"84",0,1,1,2,3,4,5,6,7,8
"85",0,0,1,2,3,4,5,6,7,8
"86",1,0,1,2,3,4,6,5,8,7
"87",0,0,1,2,3,4,6,5,7,8
"88",0,1,1,2,3,4,5,8,6,7
"89",0,0,1,2,3,7,4,5,6,8
"90",0,1,1,2,4,3,5,6,8,7
"91",1,1,2,1,4,3,6,5,8,7
"92",0,0,1,2,3,4,5,8,6,7
"93",1,0,1,2,4,3,6,5,8,7
"94",1,0,1,2,3,4,6,5,8,7
"95",0,0,1,3,2,4,5,6,8,7
"96",0,1,1,2,3,4,5,6,7,8
"97",1,1,2,1,4,3,6,5,8,7
"98",1,0,1,2,3,4,5,6,7,8
"99",0,1,1,2,3,4,5,6,7,8
"100",0,1,1,2,3,5,4,6,8,7
