"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8"
"1",0,0,1,2,3,4,5,6,8,7
"2",0,1,1,2,4,3,6,5,7,8
"3",0,1,1,3,2,5,4,6,8,7
"4",0,1,1,2,3,5,4,6,8,7
"5",1,0,1,2,4,7,3,6,5,8
"6",1,1,2,1,4,3,6,5,8,7
"7",0,1,1,2,4,3,5,6,8,7
"8",0,1,1,2,4,3,5,6,7,8
"9",1,0,1,2,3,5,4,7,6,8
"10",0,0,1,2,3,5,6,8,4,7
"11",0,1,1,2,3,4,6,5,8,7
"12",0,1,1,2,4,3,5,6,7,8
"13",1,1,2,1,4,3,6,5,8,7
"14",1,0,1,3,2,4,6,5,8,7
"15",0,0,1,2,3,4,6,5,8,7
"16",1,0,1,2,7,3,6,5,4,8
"17",1,0,1,2,3,4,5,6,7,8
"18",0,1,1,2,3,4,5,6,7,8
"19",0,0,1,2,3,4,5,6,7,8
"20",0,0,1,2,3,4,6,7,5,8
"21",0,1,1,2,3,4,8,5,6,7
"22",1,0,1,2,3,5,4,6,8,7
"23",0,0,1,2,3,5,4,8,6,7
"24",1,1,2,1,4,3,6,5,8,7
"25",1,1,2,1,4,3,6,5,8,7
"26",0,1,1,2,3,4,6,5,7,8
"27",0,1,1,2,3,4,5,6,8,7
"28",0,0,2,1,4,6,3,8,7,5
"29",0,1,1,2,5,3,6,4,8,7
"30",1,1,2,1,4,3,6,5,8,7
"31",1,0,1,2,3,4,5,6,7,8
"32",0,0,1,2,3,5,4,7,6,8
"33",0,0,1,2,3,4,5,6,8,7
"34",1,0,1,2,3,5,4,6,7,8
"35",0,0,1,2,3,5,4,8,6,7
"36",0,0,1,2,4,3,5,6,7,8
"37",1,1,2,1,4,3,6,5,8,7
"38",1,1,2,1,4,3,6,5,8,7
"39",0,1,1,2,3,5,4,8,7,6
"40",0,1,2,1,3,4,5,8,6,7
"41",1,1,2,1,4,3,6,5,8,7
"42",1,0,1,3,2,5,4,6,7,8
"43",0,1,1,2,3,4,6,5,7,8
"44",1,1,2,1,4,3,6,5,8,7
"45",0,1,1,3,2,4,5,6,7,8
"46",0,0,1,2,3,4,6,5,7,8
"47",0,0,1,2,3,4,6,5,7,8
"48",0,0,1,3,2,4,5,8,6,7
"49",0,0,1,3,2,4,5,6,8,7
"50",0,0,1,2,3,4,7,6,5,8
"51",1,0,1,2,3,4,5,6,7,8
"52",1,0,1,2,3,4,5,6,8,7
"53",0,0,1,2,4,3,8,5,7,6
"54",1,1,2,1,4,3,6,5,8,7
"55",0,1,1,2,5,3,4,6,8,7
"56",0,0,2,1,3,4,6,5,7,8
"57",1,0,2,1,3,5,4,7,6,8
"58",0,0,1,2,3,4,5,6,7,8
"59",0,0,1,2,3,4,6,7,8,5
"60",1,0,1,3,2,4,8,5,6,7
"61",0,1,1,2,3,5,4,6,8,7
"62",1,1,2,1,4,3,6,5,8,7
"63",1,0,1,2,3,4,5,6,7,8
"64",1,1,2,1,4,3,6,5,8,7
"65",0,0,1,2,3,4,5,8,7,6
"66",0,0,1,2,3,5,6,4,8,7
"67",1,1,2,1,4,3,6,5,8,7
"68",1,0,1,2,3,5,4,7,8,6
"69",0,1,1,2,4,3,7,5,6,8
"70",0,1,1,2,3,4,6,5,7,8
"71",0,1,1,2,5,4,3,7,8,6
"72",1,0,1,2,4,3,5,6,7,8
"73",0,1,1,2,3,4,5,6,7,8
"74",0,1,1,2,4,3,6,7,5,8
"75",1,1,2,1,4,3,6,5,8,7
"76",0,1,1,2,3,5,4,6,7,8
"77",1,0,1,3,2,4,5,6,7,8
"78",1,1,2,1,4,3,6,5,8,7
"79",0,0,1,2,3,4,5,7,8,6
"80",0,0,1,2,3,4,6,5,8,7
"81",1,0,1,2,3,4,5,6,8,7
"82",1,1,2,1,4,3,6,5,8,7
"83",1,0,1,2,4,3,5,6,8,7
"84",0,1,1,2,3,5,6,4,7,8
"85",0,1,1,4,2,5,3,8,7,6
"86",1,0,1,4,3,2,5,6,8,7
"87",1,0,2,1,3,4,5,6,8,7
"88",0,1,1,2,3,4,5,6,8,7
"89",0,1,1,2,6,3,4,5,7,8
"90",1,1,2,1,4,3,6,5,8,7
"91",1,0,1,2,3,4,6,7,5,8
"92",1,1,2,1,4,3,6,5,8,7
"93",0,1,1,2,3,5,4,6,8,7
"94",1,0,1,2,3,4,5,7,6,8
"95",1,0,1,2,3,4,5,6,8,7
"96",0,1,1,3,2,4,5,6,8,7
"97",1,1,2,1,4,3,6,5,8,7
"98",0,1,1,2,3,4,5,7,8,6
"99",1,1,2,1,4,3,6,5,8,7
"100",0,0,1,2,3,5,4,6,7,8
