"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8"
"1",0,0,1,2,8,3,4,6,5,7
"2",1,1,2,1,4,3,6,5,8,7
"3",1,1,2,1,4,3,6,5,8,7
"4",1,1,2,1,4,3,6,5,8,7
"5",1,0,1,2,3,4,5,7,8,6
"6",0,1,1,2,4,3,5,6,7,8
"7",1,1,2,1,4,3,6,5,8,7
"8",0,1,1,2,4,3,5,6,7,8
"9",1,0,2,3,1,4,5,7,6,8
"10",1,1,2,1,4,3,6,5,8,7
"11",0,0,1,2,3,5,7,4,6,8
"12",0,0,2,1,3,4,6,5,8,7
"13",1,1,2,1,4,3,6,5,8,7
"14",1,1,2,1,4,3,6,5,8,7
"15",0,0,1,3,2,4,5,7,6,8
"16",1,1,2,1,4,3,6,5,8,7
"17",1,0,2,1,3,5,4,6,7,8
"18",1,0,1,2,3,4,5,6,8,7
"19",1,1,2,1,4,3,6,5,8,7
"20",0,0,1,2,4,3,5,6,7,8
"21",1,1,2,1,4,3,6,5,8,7
"22",0,0,1,2,3,5,4,7,6,8
"23",0,1,1,3,2,4,5,6,7,8
"24",1,0,1,2,3,4,5,6,8,7
"25",1,0,1,2,3,5,4,6,7,8
"26",1,1,2,1,4,3,6,5,8,7
"27",1,1,2,1,4,3,6,5,8,7
"28",0,0,1,2,3,5,4,8,6,7
"29",0,1,1,2,3,4,5,7,6,8
"30",0,1,1,2,3,4,5,6,7,8
"31",0,1,1,2,3,8,4,6,5,7
"32",0,1,1,2,3,5,6,4,8,7
"33",1,1,2,1,4,3,6,5,8,7
"34",0,1,1,2,3,4,5,8,7,6
"35",1,1,2,1,4,3,6,5,8,7
"36",0,1,1,2,4,3,7,6,5,8
"37",0,0,1,2,3,4,5,6,7,8
"38",1,0,1,2,3,4,6,5,7,8
"39",1,1,2,1,4,3,6,5,8,7
"40",0,0,1,2,3,4,5,6,7,8
"41",1,1,2,1,4,3,6,5,8,7
"42",1,0,2,1,3,5,4,7,6,8
"43",0,0,1,2,3,4,6,7,8,5
"44",1,1,2,1,4,3,6,5,8,7
"45",0,1,1,2,3,4,5,7,6,8
"46",0,0,1,3,2,4,5,6,7,8
"47",0,1,2,1,3,4,6,8,5,7
"48",1,1,2,1,4,3,6,5,8,7
"49",0,0,1,2,3,4,5,6,8,7
"50",1,1,2,1,4,3,6,5,8,7
"51",0,1,1,2,3,5,4,6,7,8
"52",1,0,1,2,3,4,5,6,7,8
"53",1,1,2,1,4,3,6,5,8,7
"54",0,1,1,2,3,4,5,6,8,7
"55",1,1,2,1,4,3,6,5,8,7
"56",0,1,1,3,2,4,5,7,6,8
"57",1,1,2,1,4,3,6,5,8,7
"58",1,0,1,2,3,5,4,6,8,7
"59",1,1,2,1,4,3,6,5,8,7
"60",0,0,1,2,3,4,5,7,6,8
"61",0,0,1,2,4,3,5,8,7,6
"62",1,1,2,1,4,3,6,5,8,7
"63",0,1,1,2,3,4,6,7,8,5
"64",1,1,2,1,4,3,6,5,8,7
"65",0,0,1,2,4,3,5,6,8,7
"66",1,1,2,1,4,3,6,5,8,7
"67",1,1,2,1,4,3,6,5,8,7
"68",1,1,2,1,4,3,6,5,8,7
"69",1,0,1,2,3,5,7,4,8,6
"70",0,0,1,2,3,4,5,8,7,6
"71",1,0,1,2,3,4,5,6,8,7
"72",1,0,1,2,3,5,4,6,7,8
"73",0,0,1,2,3,4,5,7,6,8
"74",0,0,1,2,4,3,6,5,8,7
"75",1,0,1,2,3,4,6,8,5,7
"76",1,1,2,1,4,3,6,5,8,7
"77",0,0,1,2,4,3,6,5,7,8
"78",1,0,1,2,7,3,5,6,4,8
"79",1,1,2,1,4,3,6,5,8,7
"80",0,1,1,2,3,4,6,5,7,8
"81",0,1,1,3,2,8,4,5,6,7
"82",0,1,1,2,3,5,4,6,7,8
"83",0,1,1,2,3,4,5,6,7,8
"84",0,1,1,3,2,4,5,8,7,6
"85",1,0,1,2,3,5,4,8,6,7
"86",1,1,2,1,4,3,6,5,8,7
"87",1,1,2,1,4,3,6,5,8,7
"88",1,1,2,1,4,3,6,5,8,7
"89",1,0,1,2,3,4,5,6,8,7
"90",0,0,1,2,3,8,4,5,6,7
"91",0,0,1,2,3,5,4,6,8,7
"92",1,0,1,2,3,4,6,5,8,7
"93",0,0,1,2,3,4,5,6,8,7
"94",0,1,3,1,2,4,6,5,7,8
"95",0,0,1,2,3,5,7,4,6,8
"96",1,0,1,2,3,4,5,8,7,6
"97",1,0,1,2,3,4,5,8,6,7
"98",0,0,2,1,3,4,7,8,5,6
"99",0,0,1,2,3,5,4,6,7,8
"100",1,0,1,2,3,4,5,7,6,8
