"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8"
"1",0,0,1,2,3,4,5,6,7,8
"2",0,1,1,2,3,5,4,6,7,8
"3",0,1,1,2,3,6,4,5,8,7
"4",1,1,2,1,4,3,6,5,8,7
"5",0,0,1,2,3,4,5,6,8,7
"6",1,0,1,2,3,4,5,8,6,7
"7",0,0,1,2,3,5,4,6,8,7
"8",0,0,1,2,3,5,4,6,8,7
"9",0,0,2,1,3,4,5,8,6,7
"10",1,1,2,1,4,3,6,5,8,7
"11",1,0,1,2,3,5,6,4,7,8
"12",0,0,1,2,3,4,5,6,7,8
"13",0,0,1,2,3,5,4,6,8,7
"14",1,1,2,1,4,3,6,5,8,7
"15",0,0,1,2,4,3,5,7,6,8
"16",0,1,1,2,3,4,7,5,6,8
"17",0,0,1,3,2,4,7,5,8,6
"18",1,1,2,1,4,3,6,5,8,7
"19",1,1,2,1,4,3,6,5,8,7
"20",0,0,1,3,2,5,6,4,7,8
"21",0,0,1,5,2,3,4,6,7,8
"22",0,0,1,2,3,5,4,6,7,8
"23",0,1,1,2,3,5,4,6,7,8
"24",1,0,1,2,3,4,5,6,7,8
"25",1,0,2,1,3,5,4,6,7,8
"26",1,0,1,2,3,4,8,6,7,5
"27",0,0,1,2,4,3,5,8,6,7
"28",1,0,1,2,3,4,5,6,7,8
"29",0,1,1,2,3,4,6,5,8,7
"30",0,0,1,2,3,4,5,6,7,8
"31",1,0,1,2,3,5,4,7,6,8
"32",0,0,2,1,3,5,4,6,7,8
"33",0,0,1,2,3,4,5,6,7,8
"34",1,0,1,2,3,4,5,8,6,7
"35",1,1,2,1,4,3,6,5,8,7
"36",1,0,1,2,3,5,4,6,7,8
"37",1,0,1,2,3,7,5,6,4,8
"38",1,1,2,1,4,3,6,5,8,7
"39",1,1,2,1,4,3,6,5,8,7
"40",1,1,2,1,4,3,6,5,8,7
"41",0,1,1,4,2,3,5,6,7,8
"42",1,0,1,2,3,4,5,6,8,7
"43",0,0,1,2,3,4,6,5,8,7
"44",1,1,2,1,4,3,6,5,8,7
"45",1,0,1,2,3,5,6,4,7,8
"46",0,1,1,2,3,5,4,7,6,8
"47",1,0,1,2,3,4,5,6,8,7
"48",1,0,1,2,3,5,4,7,6,8
"49",1,1,2,1,4,3,6,5,8,7
"50",0,0,1,2,4,3,5,8,6,7
"51",0,0,1,3,2,4,5,7,6,8
"52",1,1,2,1,4,3,6,5,8,7
"53",0,1,1,3,2,4,5,6,7,8
"54",0,1,1,2,3,4,6,7,5,8
"55",0,0,1,2,3,5,4,8,6,7
"56",1,0,1,4,3,2,5,8,6,7
"57",0,1,1,2,3,4,7,5,8,6
"58",1,1,2,1,4,3,6,5,8,7
"59",0,1,1,2,3,4,5,7,8,6
"60",0,1,1,2,3,4,7,6,5,8
"61",1,0,1,2,3,4,5,6,8,7
"62",0,0,1,2,3,5,4,6,7,8
"63",0,0,2,3,1,7,4,5,6,8
"64",0,0,1,2,4,3,5,6,7,8
"65",1,0,1,2,4,3,5,6,7,8
"66",0,0,1,2,3,4,5,6,7,8
"67",0,0,1,2,3,4,5,7,8,6
"68",1,0,1,2,3,4,5,7,6,8
"69",0,1,1,2,4,3,5,6,7,8
"70",1,0,1,2,3,5,6,4,7,8
"71",0,0,1,2,3,4,5,6,8,7
"72",0,0,1,2,3,4,6,5,7,8
"73",1,1,2,1,4,3,6,5,8,7
"74",0,1,1,2,3,4,7,5,6,8
"75",0,1,1,2,3,4,6,5,7,8
"76",0,1,1,2,3,6,4,5,8,7
"77",0,1,1,2,3,5,4,6,8,7
"78",1,1,2,1,4,3,6,5,8,7
"79",0,0,1,2,3,4,6,5,7,8
"80",1,1,2,1,4,3,6,5,8,7
"81",1,1,2,1,4,3,6,5,8,7
"82",1,0,1,2,3,4,5,6,7,8
"83",1,1,2,1,4,3,6,5,8,7
"84",1,0,1,2,3,4,5,7,8,6
"85",0,1,1,2,3,5,4,6,7,8
"86",1,1,2,1,4,3,6,5,8,7
"87",1,0,1,2,4,3,6,5,8,7
"88",0,0,2,1,3,4,6,5,7,8
"89",0,1,1,2,4,3,5,6,7,8
"90",0,1,1,2,3,4,6,5,8,7
"91",0,0,1,2,3,4,5,8,7,6
"92",0,1,1,2,3,4,6,5,7,8
"93",0,1,1,2,3,4,5,7,6,8
"94",1,1,2,1,4,3,6,5,8,7
"95",1,1,2,1,4,3,6,5,8,7
"96",0,1,1,2,3,4,6,5,8,7
"97",1,1,2,1,4,3,6,5,8,7
"98",0,0,1,2,3,5,6,4,8,7
"99",0,0,1,2,3,4,6,5,7,8
"100",0,0,1,2,3,4,5,7,6,8
