"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8"
"1",0,1,1,2,3,4,5,6,7,8
"2",1,0,1,2,3,4,5,6,7,8
"3",0,1,1,2,3,5,4,6,7,8
"4",1,0,1,2,4,3,6,7,5,8
"5",1,0,1,2,3,4,7,5,6,8
"6",1,1,2,1,4,3,6,5,8,7
"7",0,1,1,2,3,4,7,5,8,6
"8",1,0,1,5,2,3,4,6,7,8
"9",1,1,2,1,4,3,6,5,8,7
"10",1,1,2,1,4,3,6,5,8,7
"11",0,1,1,2,4,3,5,8,6,7
"12",1,1,2,1,4,3,6,5,8,7
"13",1,1,2,1,4,3,6,5,8,7
"14",0,1,2,1,3,5,4,6,7,8
"15",0,0,1,2,3,4,5,8,6,7
"16",0,1,1,2,3,4,5,6,8,7
"17",1,0,1,2,3,4,5,6,7,8
"18",1,1,2,1,4,3,6,5,8,7
"19",0,1,1,2,3,4,5,6,7,8
"20",1,1,2,1,4,3,6,5,8,7
"21",1,0,1,2,3,8,4,5,6,7
"22",0,1,1,3,2,4,5,7,6,8
"23",0,0,1,2,3,4,6,5,7,8
"24",1,0,1,2,3,4,5,8,6,7
"25",1,1,2,1,4,3,6,5,8,7
"26",1,0,1,2,3,6,7,4,5,8
"27",1,0,1,2,3,4,5,6,7,8
"28",0,0,1,2,3,6,4,5,7,8
"29",1,1,2,1,4,3,6,5,8,7
"30",1,0,1,2,3,4,5,7,6,8
"31",1,0,1,2,3,4,6,7,5,8
"32",0,0,1,2,3,4,6,7,5,8
"33",1,1,2,1,4,3,6,5,8,7
"34",1,0,1,2,3,4,6,8,5,7
"35",1,1,2,1,4,3,6,5,8,7
"36",1,1,2,1,4,3,6,5,8,7
"37",0,0,1,2,3,4,6,5,7,8
"38",0,0,1,2,5,3,4,8,6,7
"39",1,0,1,2,3,4,5,6,8,7
"40",1,1,2,1,4,3,6,5,8,7
"41",0,1,1,2,3,5,4,7,6,8
"42",0,1,1,2,3,4,5,6,7,8
"43",1,1,2,1,4,3,6,5,8,7
"44",0,0,2,1,3,4,5,7,6,8
"45",1,0,1,2,3,4,6,5,8,7
"46",0,1,1,3,2,4,5,7,6,8
"47",0,0,1,2,3,4,5,6,7,8
"48",1,1,2,1,4,3,6,5,8,7
"49",1,0,1,2,3,4,5,6,8,7
"50",0,0,1,2,3,4,5,7,6,8
"51",1,1,2,1,4,3,6,5,8,7
"52",0,0,1,2,3,4,5,6,8,7
"53",1,1,2,1,4,3,6,5,8,7
"54",0,1,1,2,3,4,6,5,8,7
"55",0,0,1,2,4,3,6,5,7,8
"56",1,1,2,1,4,3,6,5,8,7
"57",0,1,1,2,3,6,4,5,8,7
"58",0,0,1,2,3,5,4,7,6,8
"59",1,1,2,1,4,3,6,5,8,7
"60",0,0,1,2,3,4,5,7,6,8
"61",0,0,1,2,3,5,7,6,4,8
"62",0,0,2,1,3,5,4,6,8,7
"63",1,1,2,1,4,3,6,5,8,7
"64",1,0,2,1,3,4,5,7,6,8
"65",0,0,1,2,4,3,5,7,6,8
"66",1,1,2,1,4,3,6,5,8,7
"67",0,0,1,2,3,4,5,6,8,7
"68",0,0,1,2,3,4,6,5,7,8
"69",0,0,1,2,3,6,4,5,7,8
"70",1,0,1,2,3,4,5,6,7,8
"71",0,1,1,3,2,4,5,7,6,8
"72",0,1,2,1,3,5,4,7,6,8
"73",1,1,2,1,4,3,6,5,8,7
"74",1,1,2,1,4,3,6,5,8,7
"75",0,0,2,1,4,3,5,6,7,8
"76",1,1,2,1,4,3,6,5,8,7
"77",0,1,1,2,3,4,5,6,8,7
"78",0,0,1,2,3,5,4,6,7,8
"79",0,1,1,2,3,4,6,5,7,8
"80",0,0,1,2,3,5,4,7,8,6
"81",0,1,1,3,2,4,5,8,6,7
"82",1,0,1,2,3,5,4,7,6,8
"83",1,0,1,2,3,4,6,5,8,7
"84",0,0,1,2,4,3,5,7,8,6
"85",0,0,1,2,3,5,6,4,8,7
"86",1,0,1,3,2,4,5,6,7,8
"87",1,0,1,2,3,4,5,7,6,8
"88",0,0,2,1,5,3,4,6,7,8
"89",1,0,2,1,3,4,5,6,7,8
"90",0,1,1,2,3,4,5,6,7,8
"91",1,0,1,2,3,5,4,6,7,8
"92",0,1,1,3,2,4,5,6,8,7
"93",1,0,1,2,4,3,5,8,6,7
"94",1,1,2,1,4,3,6,5,8,7
"95",0,0,1,2,3,4,5,7,8,6
"96",0,1,2,1,3,4,5,6,8,7
"97",1,0,2,1,3,4,6,5,7,8
"98",0,1,1,2,3,5,7,4,6,8
"99",1,1,2,1,4,3,6,5,8,7
"100",1,1,2,1,4,3,6,5,8,7
