"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8"
"1",1,0,1,2,3,4,5,8,7,6
"2",1,1,2,1,4,3,6,5,8,7
"3",0,0,1,2,3,4,5,6,8,7
"4",0,0,1,2,3,4,6,7,5,8
"5",1,1,2,1,4,3,6,5,8,7
"6",1,1,2,1,4,3,6,5,8,7
"7",0,0,1,2,3,4,6,5,7,8
"8",0,0,2,1,4,3,5,8,6,7
"9",0,0,2,1,4,3,7,5,6,8
"10",0,0,2,1,3,4,5,6,7,8
"11",0,0,1,2,4,3,7,5,6,8
"12",1,0,1,2,5,4,3,6,7,8
"13",0,1,1,2,4,3,5,8,7,6
"14",1,0,2,1,3,4,5,6,8,7
"15",0,0,1,2,4,3,6,5,7,8
"16",0,1,1,2,3,4,5,6,8,7
"17",0,0,1,2,3,4,5,6,8,7
"18",1,1,2,1,4,3,6,5,8,7
"19",0,1,2,1,4,5,3,6,7,8
"20",0,1,1,2,4,3,5,7,6,8
"21",1,1,2,1,4,3,6,5,8,7
"22",0,1,1,2,3,5,4,6,7,8
"23",1,0,1,3,2,4,8,7,6,5
"24",1,1,2,1,4,3,6,5,8,7
"25",1,1,2,1,4,3,6,5,8,7
"26",0,0,1,2,3,4,5,6,8,7
"27",1,0,2,1,4,6,3,5,8,7
"28",1,1,2,1,4,3,6,5,8,7
"29",1,1,2,1,4,3,6,5,8,7
"30",0,1,1,2,3,8,4,5,6,7
"31",0,0,1,2,3,4,5,7,6,8
"32",1,0,1,2,3,4,5,6,7,8
"33",1,1,2,1,4,3,6,5,8,7
"34",1,0,1,2,3,4,5,6,7,8
"35",1,0,1,2,3,4,5,7,6,8
"36",0,1,1,2,3,4,5,7,8,6
"37",1,0,2,1,4,3,5,8,7,6
"38",0,0,1,2,4,3,5,7,6,8
"39",1,0,1,2,3,5,4,6,7,8
"40",1,1,2,1,4,3,6,5,8,7
"41",0,0,1,2,4,3,5,6,8,7
"42",0,0,2,1,3,6,4,5,8,7
"43",0,0,2,1,3,5,4,6,7,8
"44",1,0,1,2,3,5,4,7,6,8
"45",0,1,1,2,4,3,5,6,8,7
"46",1,0,1,2,3,4,6,5,8,7
"47",1,0,1,2,3,4,6,5,7,8
"48",0,1,1,2,3,4,5,6,8,7
"49",1,1,2,1,4,3,6,5,8,7
"50",1,1,2,1,4,3,6,5,8,7
"51",0,0,1,2,3,4,5,6,7,8
"52",1,1,2,1,4,3,6,5,8,7
"53",0,0,1,2,3,4,5,6,7,8
"54",0,0,1,2,3,5,4,6,7,8
"55",1,0,2,1,3,5,4,8,6,7
"56",1,0,1,3,2,4,8,5,7,6
"57",1,0,2,1,3,4,5,6,8,7
"58",1,1,2,1,4,3,6,5,8,7
"59",0,0,2,1,4,3,5,6,7,8
"60",0,0,1,2,3,4,5,7,6,8
"61",1,1,2,1,4,3,6,5,8,7
"62",1,0,1,2,3,4,6,5,7,8
"63",0,1,1,2,3,4,5,8,6,7
"64",1,1,2,1,4,3,6,5,8,7
"65",1,1,2,1,4,3,6,5,8,7
"66",0,1,1,2,4,5,3,6,7,8
"67",1,0,1,2,4,3,5,6,8,7
"68",0,1,1,2,3,5,4,7,6,8
"69",1,0,1,2,5,3,4,8,6,7
"70",1,0,2,1,3,4,7,5,6,8
"71",0,1,1,2,3,4,5,7,6,8
"72",0,1,1,2,3,4,5,7,6,8
"73",0,1,2,1,3,4,5,6,8,7
"74",1,1,2,1,4,3,6,5,8,7
"75",1,1,2,1,4,3,6,5,8,7
"76",0,1,1,2,3,4,5,8,6,7
"77",1,1,2,1,4,3,6,5,8,7
"78",1,0,1,2,3,4,5,6,7,8
"79",0,1,1,2,4,5,3,6,7,8
"80",0,0,1,2,3,4,5,6,8,7
"81",1,0,1,2,4,3,5,8,7,6
"82",0,1,1,2,3,4,5,6,7,8
"83",0,0,1,2,4,3,5,6,7,8
"84",1,0,1,2,3,4,5,6,7,8
"85",0,0,1,2,5,3,4,7,6,8
"86",1,1,2,1,4,3,6,5,8,7
"87",0,0,1,2,3,6,4,5,8,7
"88",0,0,1,2,3,5,4,7,6,8
"89",0,0,2,3,1,5,4,8,7,6
"90",0,1,1,2,3,4,5,6,7,8
"91",0,1,1,4,3,2,7,5,8,6
"92",1,1,2,1,4,3,6,5,8,7
"93",0,1,1,2,4,3,6,5,7,8
"94",0,0,1,2,4,3,5,8,6,7
"95",0,0,2,1,4,3,5,6,7,8
"96",1,0,1,2,3,4,8,5,7,6
"97",0,0,1,2,3,8,4,6,7,5
"98",1,0,1,3,2,5,4,6,8,7
"99",1,0,1,2,3,4,5,6,7,8
"100",0,1,1,2,3,4,5,7,6,8
