"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8"
"1",1,1,2,1,4,3,6,5,8,7
"2",1,1,2,1,4,3,6,5,8,7
"3",1,0,1,2,3,5,4,7,6,8
"4",0,1,1,2,3,5,4,6,7,8
"5",1,1,2,1,4,3,6,5,8,7
"6",1,1,2,1,4,3,6,5,8,7
"7",0,1,1,3,2,4,6,5,7,8
"8",1,0,1,2,3,4,5,6,8,7
"9",1,0,1,2,3,4,6,5,7,8
"10",0,1,1,2,3,4,5,6,7,8
"11",1,1,2,1,4,3,6,5,8,7
"12",0,0,1,2,3,4,6,5,7,8
"13",1,1,2,1,4,3,6,5,8,7
"14",1,0,2,1,3,4,5,8,6,7
"15",1,1,2,1,4,3,6,5,8,7
"16",0,1,1,2,3,6,7,4,5,8
"17",1,0,1,2,3,4,6,8,5,7
"18",0,1,1,2,3,4,5,6,7,8
"19",1,1,2,1,4,3,6,5,8,7
"20",0,0,1,2,3,4,6,5,7,8
"21",1,1,2,1,4,3,6,5,8,7
"22",0,1,1,2,3,4,5,6,8,7
"23",0,0,2,1,3,5,4,6,7,8
"24",1,1,2,1,4,3,6,5,8,7
"25",1,1,2,1,4,3,6,5,8,7
"26",0,1,1,2,3,4,6,5,8,7
"27",1,0,2,1,4,3,5,6,7,8
"28",1,1,2,1,4,3,6,5,8,7
"29",1,1,2,1,4,3,6,5,8,7
"30",1,0,1,3,2,5,6,4,7,8
"31",1,1,2,1,4,3,6,5,8,7
"32",1,0,1,4,3,2,5,6,7,8
"33",1,0,1,2,3,4,5,6,8,7
"34",1,0,1,3,2,5,4,6,7,8
"35",1,0,1,2,3,6,4,5,7,8
"36",1,0,1,3,2,5,4,7,6,8
"37",1,0,1,2,3,4,8,5,6,7
"38",0,1,1,2,3,4,5,6,7,8
"39",1,1,2,1,4,3,6,5,8,7
"40",1,0,1,2,3,4,5,6,7,8
"41",0,0,2,1,3,4,6,5,7,8
"42",1,0,1,4,2,3,5,6,7,8
"43",1,1,2,1,4,3,6,5,8,7
"44",1,0,1,2,4,3,5,6,7,8
"45",0,1,1,3,2,4,5,6,7,8
"46",0,1,1,2,3,4,5,6,7,8
"47",1,1,2,1,4,3,6,5,8,7
"48",1,0,2,1,4,5,3,7,8,6
"49",0,0,2,1,5,3,4,8,6,7
"50",0,1,1,2,3,4,5,6,8,7
"51",0,1,2,1,3,4,7,6,5,8
"52",0,0,1,2,3,4,5,6,7,8
"53",1,1,2,1,4,3,6,5,8,7
"54",0,1,1,4,2,3,5,6,7,8
"55",0,0,2,1,4,3,6,5,8,7
"56",1,0,1,3,2,4,5,6,7,8
"57",0,1,1,2,3,6,4,5,8,7
"58",0,0,1,2,3,4,5,6,8,7
"59",1,1,2,1,4,3,6,5,8,7
"60",0,1,1,2,4,3,5,6,7,8
"61",1,1,2,1,4,3,6,5,8,7
"62",1,0,2,1,4,3,5,8,6,7
"63",1,0,1,4,2,5,3,6,7,8
"64",0,0,1,2,3,4,5,7,8,6
"65",1,1,2,1,4,3,6,5,8,7
"66",0,1,1,2,4,3,5,7,6,8
"67",0,1,1,2,3,4,5,6,8,7
"68",1,1,2,1,4,3,6,5,8,7
"69",0,0,1,3,5,2,4,6,8,7
"70",0,0,1,2,3,4,5,8,6,7
"71",1,1,2,1,4,3,6,5,8,7
"72",0,1,1,2,3,4,5,6,7,8
"73",1,1,2,1,4,3,6,5,8,7
"74",0,0,1,2,3,4,5,6,8,7
"75",1,0,1,2,3,5,4,6,7,8
"76",0,0,1,2,4,3,5,8,6,7
"77",0,1,1,2,3,4,5,7,6,8
"78",0,0,1,2,3,7,6,5,4,8
"79",0,0,1,2,3,4,7,6,5,8
"80",1,0,1,2,3,7,5,4,6,8
"81",0,0,2,1,3,4,5,8,6,7
"82",1,0,1,2,3,4,8,5,6,7
"83",1,1,2,1,4,3,6,5,8,7
"84",0,0,1,2,3,4,8,5,6,7
"85",1,1,2,1,4,3,6,5,8,7
"86",0,0,1,2,3,4,6,5,7,8
"87",1,0,1,2,3,4,6,5,8,7
"88",0,1,2,1,3,4,5,6,7,8
"89",0,1,1,2,3,4,6,5,7,8
"90",0,0,1,2,5,3,4,6,8,7
"91",0,1,1,2,3,4,5,6,7,8
"92",0,1,1,2,3,4,6,7,8,5
"93",1,0,1,3,2,5,4,7,6,8
"94",1,1,2,1,4,3,6,5,8,7
"95",1,0,1,2,3,4,5,6,8,7
"96",0,1,1,2,3,4,5,7,6,8
"97",0,0,1,2,3,4,5,6,8,7
"98",0,1,1,2,3,5,4,7,8,6
"99",1,1,2,1,4,3,6,5,8,7
"100",0,0,1,2,3,4,5,6,7,8
