"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8"
"1",1,1,2,1,4,3,6,5,8,7
"2",1,1,2,1,4,3,6,5,8,7
"3",1,0,1,2,3,4,5,6,8,7
"4",1,0,1,2,3,4,6,5,7,8
"5",0,0,2,1,5,3,4,6,8,7
"6",0,0,1,2,3,4,5,6,7,8
"7",0,1,1,2,4,3,5,6,8,7
"8",0,1,1,2,3,4,5,6,8,7
"9",0,0,1,2,4,3,5,6,8,7
"10",0,1,1,2,3,5,4,6,7,8
"11",0,0,2,1,4,3,5,8,6,7
"12",0,0,1,2,4,5,7,3,6,8
"13",1,0,1,2,3,7,4,6,5,8
"14",1,1,2,1,4,3,6,5,8,7
"15",1,0,1,2,3,4,5,6,7,8
"16",1,1,2,1,4,3,6,5,8,7
"17",0,1,2,3,1,5,4,8,7,6
"18",0,0,1,2,3,4,8,5,6,7
"19",0,0,1,2,3,6,4,7,5,8
"20",0,0,1,2,3,4,5,6,7,8
"21",1,1,2,1,4,3,6,5,8,7
"22",1,1,2,1,4,3,6,5,8,7
"23",0,0,1,2,3,4,7,6,5,8
"24",0,0,1,2,3,4,5,6,7,8
"25",1,1,2,1,4,3,6,5,8,7
"26",1,0,1,2,3,4,5,7,6,8
"27",1,0,1,2,3,4,5,7,6,8
"28",1,0,1,2,4,3,5,6,7,8
"29",1,1,2,1,4,3,6,5,8,7
"30",1,1,2,1,4,3,6,5,8,7
"31",1,0,1,2,3,5,4,8,6,7
"32",1,1,2,1,4,3,6,5,8,7
"33",1,1,2,1,4,3,6,5,8,7
"34",1,0,1,2,5,3,4,8,7,6
"35",1,0,1,2,3,5,4,6,7,8
"36",0,0,1,2,3,4,5,7,6,8
"37",1,0,1,2,3,4,6,5,7,8
"38",1,1,2,1,4,3,6,5,8,7
"39",0,1,1,2,4,5,3,6,8,7
"40",1,1,2,1,4,3,6,5,8,7
"41",0,1,1,2,3,4,5,7,6,8
"42",1,0,1,2,3,4,6,5,7,8
"43",0,0,1,2,3,4,7,5,6,8
"44",1,1,2,1,4,3,6,5,8,7
"45",0,1,2,3,1,4,5,6,8,7
"46",1,0,1,2,4,3,6,5,7,8
"47",1,1,2,1,4,3,6,5,8,7
"48",1,0,1,2,3,4,6,8,5,7
"49",0,1,1,2,3,4,5,6,7,8
"50",0,1,1,2,3,4,5,8,6,7
"51",1,1,2,1,4,3,6,5,8,7
"52",0,0,1,3,2,5,4,8,6,7
"53",0,0,1,2,4,3,5,7,8,6
"54",0,1,1,2,4,3,6,5,7,8
"55",1,0,1,2,3,5,4,8,6,7
"56",0,1,2,1,4,3,5,6,7,8
"57",1,1,2,1,4,3,6,5,8,7
"58",0,1,1,2,3,4,7,5,6,8
"59",0,1,1,2,4,5,3,7,6,8
"60",0,1,1,2,3,6,4,5,7,8
"61",0,1,1,3,2,4,6,5,7,8
"62",0,0,1,2,3,4,5,6,7,8
"63",0,0,2,1,3,4,5,7,6,8
"64",1,1,2,1,4,3,6,5,8,7
"65",1,0,1,2,3,5,4,6,8,7
"66",0,0,1,2,3,4,5,8,6,7
"67",0,1,1,2,3,4,6,5,7,8
"68",1,1,2,1,4,3,6,5,8,7
"69",0,0,1,2,3,4,5,8,7,6
"70",0,1,1,2,3,4,5,6,7,8
"71",0,1,1,2,3,4,5,6,7,8
"72",1,1,2,1,4,3,6,5,8,7
"73",0,1,1,2,3,4,6,5,7,8
"74",1,0,1,4,2,3,5,7,6,8
"75",1,0,1,2,3,4,5,7,8,6
"76",1,0,1,2,5,3,4,8,6,7
"77",0,1,1,2,3,4,5,6,7,8
"78",0,1,1,2,5,4,3,6,7,8
"79",0,0,2,1,3,4,6,5,7,8
"80",0,0,1,3,2,4,7,5,6,8
"81",1,1,2,1,4,3,6,5,8,7
"82",1,1,2,1,4,3,6,5,8,7
"83",0,0,1,2,6,3,4,5,7,8
"84",1,1,2,1,4,3,6,5,8,7
"85",1,0,1,2,6,3,5,4,7,8
"86",0,1,1,2,3,6,4,8,7,5
"87",1,0,1,2,4,3,5,7,6,8
"88",0,1,1,2,3,4,6,5,7,8
"89",0,1,1,2,4,3,5,7,6,8
"90",1,1,2,1,4,3,6,5,8,7
"91",1,1,2,1,4,3,6,5,8,7
"92",0,0,1,2,3,4,5,6,8,7
"93",0,0,2,1,4,3,5,6,7,8
"94",0,0,1,2,3,4,5,6,7,8
"95",1,1,2,1,4,3,6,5,8,7
"96",0,0,2,1,5,4,3,6,8,7
"97",1,0,1,2,3,5,4,8,7,6
"98",1,0,1,2,3,4,5,6,7,8
"99",1,1,2,1,4,3,6,5,8,7
"100",1,0,1,3,2,4,5,8,7,6
