"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8"
"1",1,1,2,1,4,3,6,5,8,7
"2",1,1,2,1,4,3,6,5,8,7
"3",1,1,2,1,4,3,6,5,8,7
"4",1,0,1,3,2,4,5,7,8,6
"5",1,1,2,1,4,3,6,5,8,7
"6",0,1,1,2,3,4,6,5,7,8
"7",1,0,1,2,3,4,6,5,7,8
"8",0,0,1,2,3,4,5,6,8,7
"9",0,0,1,2,3,4,6,5,8,7
"10",1,0,1,2,3,4,5,8,6,7
"11",0,1,1,2,3,4,5,6,8,7
"12",0,1,1,2,3,5,4,6,8,7
"13",0,0,1,2,3,4,5,8,7,6
"14",1,0,2,1,3,4,6,5,7,8
"15",1,1,2,1,4,3,6,5,8,7
"16",1,1,2,1,4,3,6,5,8,7
"17",1,1,2,1,4,3,6,5,8,7
"18",1,1,2,1,4,3,6,5,8,7
"19",0,1,1,2,3,4,5,6,7,8
"20",0,0,1,2,3,4,5,6,7,8
"21",1,1,2,1,4,3,6,5,8,7
"22",0,1,1,2,3,4,6,5,8,7
"23",0,0,1,2,3,4,6,5,8,7
"24",1,1,2,1,4,3,6,5,8,7
"25",0,0,1,2,4,5,3,8,6,7
"26",1,1,2,1,4,3,6,5,8,7
"27",0,1,1,2,4,3,5,6,7,8
"28",1,1,2,1,4,3,6,5,8,7
"29",1,0,1,4,2,3,5,6,7,8
"30",1,1,2,1,4,3,6,5,8,7
"31",1,0,1,2,3,4,5,7,8,6
"32",0,1,1,2,3,5,4,7,8,6
"33",0,1,1,3,2,4,5,6,8,7
"34",1,1,2,1,4,3,6,5,8,7
"35",1,0,1,2,3,4,5,6,7,8
"36",1,0,1,2,3,4,5,7,6,8
"37",1,0,1,2,3,4,5,6,8,7
"38",1,0,2,1,4,3,5,6,8,7
"39",0,1,1,2,4,7,3,6,5,8
"40",0,0,1,2,3,4,5,6,7,8
"41",0,1,1,2,3,5,4,8,6,7
"42",1,1,2,1,4,3,6,5,8,7
"43",1,0,1,2,3,4,6,7,5,8
"44",1,0,1,2,3,4,8,5,7,6
"45",1,1,2,1,4,3,6,5,8,7
"46",1,0,1,2,3,4,5,6,8,7
"47",1,0,1,2,3,4,5,8,6,7
"48",0,1,1,2,3,4,5,6,8,7
"49",1,0,1,2,3,5,4,6,7,8
"50",0,0,1,2,3,5,4,6,7,8
"51",0,0,1,2,3,4,6,5,7,8
"52",0,0,1,2,3,4,5,8,6,7
"53",0,0,1,2,3,4,5,6,8,7
"54",0,0,1,2,5,3,4,7,6,8
"55",1,1,2,1,4,3,6,5,8,7
"56",1,1,2,1,4,3,6,5,8,7
"57",1,0,1,3,2,4,5,6,7,8
"58",1,0,1,3,2,4,5,8,6,7
"59",0,0,1,2,3,4,7,5,8,6
"60",0,1,1,2,3,4,5,7,6,8
"61",0,0,1,2,3,4,5,6,7,8
"62",1,0,1,4,2,3,5,7,6,8
"63",1,0,1,3,2,4,5,6,7,8
"64",1,1,2,1,4,3,6,5,8,7
"65",0,0,1,2,3,4,5,6,8,7
"66",1,1,2,1,4,3,6,5,8,7
"67",1,1,2,1,4,3,6,5,8,7
"68",0,0,1,3,2,4,6,5,8,7
"69",1,0,1,2,4,3,5,7,6,8
"70",1,1,2,1,4,3,6,5,8,7
"71",0,0,1,2,4,3,5,6,7,8
"72",1,1,2,1,4,3,6,5,8,7
"73",0,1,2,1,4,3,8,5,7,6
"74",1,0,1,2,3,4,6,5,7,8
"75",0,0,1,2,3,4,5,8,6,7
"76",1,0,1,2,3,4,6,5,8,7
"77",1,1,2,1,4,3,6,5,8,7
"78",1,1,2,1,4,3,6,5,8,7
"79",1,0,2,1,3,6,4,7,5,8
"80",0,0,1,3,2,4,6,5,8,7
"81",1,1,2,1,4,3,6,5,8,7
"82",1,0,1,2,3,4,6,5,7,8
"83",0,0,1,2,3,4,6,5,7,8
"84",0,0,1,2,3,4,6,5,8,7
"85",1,1,2,1,4,3,6,5,8,7
"86",0,0,1,3,2,4,5,7,6,8
"87",0,0,1,2,3,4,5,6,8,7
"88",0,1,1,2,4,3,5,7,6,8
"89",1,1,2,1,4,3,6,5,8,7
"90",0,0,2,1,4,5,6,3,7,8
"91",0,1,1,2,3,4,6,5,7,8
"92",1,1,2,1,4,3,6,5,8,7
"93",0,0,1,2,3,4,5,6,7,8
"94",0,1,1,2,3,4,6,5,8,7
"95",1,0,2,1,3,4,6,5,8,7
"96",0,0,1,2,4,3,5,8,7,6
"97",1,1,2,1,4,3,6,5,8,7
"98",1,1,2,1,4,3,6,5,8,7
"99",0,1,1,2,3,4,5,6,8,7
"100",1,0,1,2,3,4,5,7,6,8
