"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8"
"1",0,1,1,2,3,4,6,8,5,7
"2",1,0,1,3,2,4,5,7,8,6
"3",1,1,2,1,4,3,6,5,8,7
"4",0,1,1,2,5,3,4,6,8,7
"5",1,0,1,2,3,4,5,6,8,7
"6",1,0,1,2,4,3,6,5,8,7
"7",0,1,1,2,3,4,5,6,8,7
"8",0,0,2,1,3,5,6,4,7,8
"9",0,0,1,2,3,4,6,5,7,8
"10",0,0,1,2,3,6,5,4,7,8
"11",0,0,1,2,5,4,3,7,6,8
"12",0,1,1,2,3,4,5,6,7,8
"13",1,1,2,1,4,3,6,5,8,7
"14",1,0,1,2,3,4,5,6,8,7
"15",1,0,1,2,3,4,7,6,5,8
"16",1,1,2,1,4,3,6,5,8,7
"17",0,0,2,1,3,4,5,8,6,7
"18",1,0,1,2,3,4,5,6,7,8
"19",0,1,1,2,3,6,5,4,7,8
"20",1,0,1,2,3,4,6,5,8,7
"21",0,0,1,2,4,3,7,5,6,8
"22",1,1,2,1,4,3,6,5,8,7
"23",1,1,2,1,4,3,6,5,8,7
"24",0,1,1,2,3,4,5,7,6,8
"25",1,0,1,2,4,3,5,6,7,8
"26",0,0,1,2,3,6,4,5,7,8
"27",1,0,2,1,3,5,4,6,8,7
"28",0,0,3,1,2,4,5,7,6,8
"29",1,1,2,1,4,3,6,5,8,7
"30",1,1,2,1,4,3,6,5,8,7
"31",0,0,1,2,3,4,6,7,5,8
"32",1,0,1,2,3,4,7,6,5,8
"33",0,1,2,1,3,5,4,6,7,8
"34",0,1,1,2,3,4,5,6,7,8
"35",1,0,1,2,3,4,5,6,7,8
"36",1,1,2,1,4,3,6,5,8,7
"37",1,1,2,1,4,3,6,5,8,7
"38",0,0,1,2,3,4,7,8,6,5
"39",0,1,1,2,3,4,6,5,7,8
"40",0,0,1,2,3,7,4,6,5,8
"41",1,0,1,2,3,5,4,6,7,8
"42",1,0,1,2,3,4,5,7,8,6
"43",1,0,1,2,3,5,4,8,6,7
"44",1,0,1,2,3,6,4,7,8,5
"45",1,1,2,1,4,3,6,5,8,7
"46",1,0,1,2,3,4,6,7,8,5
"47",0,1,1,2,3,4,5,6,7,8
"48",1,1,2,1,4,3,6,5,8,7
"49",0,0,1,2,4,5,3,6,7,8
"50",1,1,2,1,4,3,6,5,8,7
"51",1,1,2,1,4,3,6,5,8,7
"52",0,0,1,2,3,5,4,6,8,7
"53",0,0,1,2,3,4,8,6,7,5
"54",0,1,2,1,3,4,5,7,6,8
"55",1,1,2,1,4,3,6,5,8,7
"56",1,1,2,1,4,3,6,5,8,7
"57",0,0,1,2,3,4,7,5,6,8
"58",1,1,2,1,4,3,6,5,8,7
"59",1,1,2,1,4,3,6,5,8,7
"60",1,1,2,1,4,3,6,5,8,7
"61",1,1,2,1,4,3,6,5,8,7
"62",1,0,1,2,3,7,4,8,5,6
"63",0,1,1,2,3,5,4,7,6,8
"64",1,1,2,1,4,3,6,5,8,7
"65",1,0,1,2,3,4,5,7,6,8
"66",0,0,2,1,3,4,5,6,8,7
"67",1,1,2,1,4,3,6,5,8,7
"68",1,0,1,5,4,2,6,3,7,8
"69",1,1,2,1,4,3,6,5,8,7
"70",0,1,1,2,3,4,5,6,7,8
"71",0,0,1,2,3,5,4,8,6,7
"72",0,0,1,2,3,4,5,6,8,7
"73",0,0,1,2,4,3,6,5,7,8
"74",1,1,2,1,4,3,6,5,8,7
"75",0,0,1,2,6,3,5,4,8,7
"76",0,0,1,3,2,6,4,5,7,8
"77",0,0,1,4,2,3,5,7,6,8
"78",0,1,1,2,3,4,6,5,7,8
"79",0,1,1,2,3,4,5,6,7,8
"80",1,1,2,1,4,3,6,5,8,7
"81",1,1,2,1,4,3,6,5,8,7
"82",0,0,1,2,3,4,6,7,5,8
"83",1,0,1,2,3,5,6,4,7,8
"84",0,1,1,2,3,4,8,6,7,5
"85",0,1,2,1,3,4,5,7,8,6
"86",1,1,2,1,4,3,6,5,8,7
"87",0,0,1,2,3,4,8,6,7,5
"88",0,1,1,2,3,4,8,5,6,7
"89",0,1,2,3,1,4,5,6,7,8
"90",1,0,1,2,4,6,3,5,8,7
"91",1,0,1,3,2,5,4,6,7,8
"92",0,1,2,1,4,3,5,6,8,7
"93",1,1,2,1,4,3,6,5,8,7
"94",0,1,2,1,4,3,6,5,7,8
"95",0,1,1,2,3,5,4,7,6,8
"96",0,0,1,2,5,3,4,8,7,6
"97",0,0,1,2,3,4,5,7,6,8
"98",1,0,1,2,3,6,4,5,7,8
"99",1,1,2,1,4,3,6,5,8,7
"100",1,0,1,2,3,5,4,6,8,7
