"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8"
"1",1,1,1,0,0,1,0,0,8,1,2,3,4,5,6,7
"2",0,0,1,1,0,1,0,0,1,2,3,4,5,6,8,7
"3",0,0,1,1,1,0,1,0,1,2,3,4,5,8,6,7
"4",1,0,0,1,1,0,0,0,1,2,3,4,6,5,7,8
"5",0,1,1,1,1,1,0,0,1,2,3,4,7,6,5,8
"6",0,0,0,0,0,0,0,0,1,2,3,4,6,5,7,8
"7",0,0,0,1,1,0,0,0,1,2,3,4,5,7,6,8
"8",0,0,1,1,1,0,1,1,1,2,3,5,4,7,6,8
"9",0,1,0,1,1,1,1,0,1,3,2,4,5,6,7,8
"10",0,0,1,1,0,1,0,1,1,2,3,5,4,7,6,8
"11",1,0,1,1,1,1,1,1,1,2,3,5,4,6,8,7
"12",0,1,0,1,0,1,0,0,2,1,3,5,4,6,7,8
"13",0,1,0,0,0,0,0,1,1,2,5,4,3,7,8,6
"14",0,1,0,1,0,0,1,0,2,1,3,4,6,5,7,8
"15",1,1,1,0,1,0,0,0,8,1,2,3,4,5,6,7
"16",1,0,1,1,1,0,0,0,1,2,3,5,4,7,6,8
"17",1,0,0,0,0,0,0,0,1,2,4,3,5,6,7,8
"18",0,1,0,0,0,1,0,1,1,2,3,4,5,7,8,6
"19",0,1,0,0,1,0,1,1,1,2,3,4,7,5,6,8
"20",1,1,0,1,1,0,1,1,8,1,2,3,4,5,6,7
"21",0,1,0,1,1,0,0,1,1,3,2,5,4,6,7,8
"22",1,1,0,1,1,0,1,1,8,1,2,3,4,5,6,7
"23",1,0,1,0,1,1,1,1,1,2,3,6,7,5,4,8
"24",0,1,0,0,0,0,1,0,1,2,3,4,5,8,7,6
"25",1,1,0,0,1,0,0,1,8,1,2,3,4,5,6,7
"26",0,1,0,1,0,0,1,1,1,2,3,4,5,8,7,6
"27",1,1,1,1,1,1,1,1,8,1,2,3,4,5,6,7
"28",1,1,0,0,1,1,1,1,8,1,2,3,4,5,6,7
"29",0,0,1,1,0,1,1,1,1,2,3,5,4,6,7,8
"30",0,0,0,1,0,0,1,0,1,2,3,4,5,6,8,7
"31",1,1,1,1,0,0,0,1,8,1,2,3,4,5,6,7
"32",1,0,0,1,1,1,1,1,1,2,4,3,5,7,8,6
"33",0,1,0,0,0,0,0,1,1,3,2,4,5,6,7,8
"34",1,0,0,1,0,1,1,0,1,2,3,5,4,6,7,8
