"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8"
"1",0,1,1,0,0,1,1,1,1,2,3,4,5,6,8,7
"2",1,0,1,1,1,1,0,1,2,1,4,3,6,5,7,8
"3",1,0,1,0,1,0,0,1,1,2,3,5,4,6,7,8
"4",1,0,1,1,1,0,1,1,1,2,3,4,5,6,7,8
"5",1,0,1,1,0,0,1,0,1,2,3,6,4,5,7,8
"6",0,0,0,0,0,0,1,0,1,2,3,4,5,7,6,8
"7",1,0,0,1,0,1,1,1,1,2,3,4,5,6,8,7
"8",0,1,0,1,0,0,0,1,1,2,4,3,5,6,7,8
"9",0,0,0,1,1,1,1,0,1,2,3,5,4,6,8,7
"10",1,1,1,1,0,1,0,1,8,1,2,3,4,5,6,7
"11",1,0,1,1,0,1,0,1,1,3,2,5,4,8,6,7
"12",0,0,1,0,0,0,1,1,1,2,3,4,6,5,7,8
"13",0,1,1,1,1,1,0,0,1,2,3,4,5,7,6,8
"14",1,0,0,0,0,1,0,0,1,2,3,4,5,7,8,6
"15",1,0,0,1,1,0,1,1,1,2,3,4,6,7,5,8
"16",1,0,1,0,0,1,1,1,1,3,2,4,5,7,6,8
"17",0,0,1,1,1,0,1,1,1,2,3,4,5,7,8,6
"18",0,0,0,0,0,0,1,1,1,3,2,4,5,6,8,7
"19",1,1,0,1,1,0,1,1,8,1,2,3,4,5,6,7
"20",0,1,0,0,1,1,0,0,1,2,4,3,6,5,7,8
"21",1,0,0,1,0,1,0,1,1,2,3,4,7,5,6,8
"22",0,1,1,0,1,1,0,0,1,2,3,4,5,6,7,8
"23",1,1,0,1,1,1,0,1,8,1,2,3,4,5,6,7
"24",1,1,1,1,0,1,1,1,8,1,2,3,4,5,6,7
"25",0,0,1,1,0,0,1,0,1,2,3,4,5,6,8,7
"26",1,0,0,1,1,1,1,1,1,2,3,5,6,7,4,8
"27",0,0,0,0,0,0,1,0,1,2,3,4,5,7,6,8
"28",1,1,1,0,0,1,0,1,8,1,2,3,4,5,6,7
"29",1,1,0,0,1,1,0,0,8,1,2,3,4,5,6,7
"30",1,1,0,1,0,0,0,1,8,1,2,3,4,5,6,7
"31",1,1,1,0,1,0,1,0,8,1,2,3,4,5,6,7
"32",0,1,0,0,0,1,0,0,1,2,3,5,4,6,8,7
"33",0,0,1,0,1,0,0,0,2,1,3,7,5,4,6,8
"34",1,1,0,1,1,1,0,0,8,1,2,3,4,5,6,7
"35",1,0,1,0,1,1,0,1,1,2,3,5,4,7,6,8
"36",1,1,0,0,1,0,0,0,8,1,2,3,4,5,6,7
"37",0,0,1,1,1,0,1,0,1,2,3,4,5,6,7,8
"38",1,0,1,1,0,1,1,0,1,2,3,4,6,5,8,7
"39",0,0,0,0,0,0,1,1,1,2,3,4,6,5,7,8
"40",0,0,0,1,1,1,1,0,1,2,3,4,5,6,7,8
"41",0,0,0,1,1,1,1,1,1,2,3,4,5,6,8,7
"42",1,0,1,0,0,1,1,0,1,2,3,4,5,7,8,6
"43",1,0,1,0,1,1,0,1,1,3,2,8,5,4,6,7
"44",0,0,0,0,0,0,1,0,1,3,2,5,4,6,7,8
