"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2"
"1",0,1,0,0,0,1,1,0,1,2
"2",0,1,1,1,1,0,0,1,1,2
"3",1,1,1,1,0,1,1,0,2,1
"4",0,1,0,1,0,0,1,0,1,2
"5",1,1,0,0,0,1,0,0,2,1
"6",0,1,0,1,0,1,0,0,1,2
"7",0,0,0,0,0,0,1,1,1,2
"8",0,1,1,1,1,0,1,0,1,2
"9",1,1,0,0,0,1,1,1,2,1
"10",1,0,1,0,0,1,1,0,1,2
"11",1,0,1,1,0,1,1,0,1,2
"12",1,1,1,1,1,0,1,1,2,1
"13",0,0,0,0,1,0,0,1,2,1
"14",0,1,1,1,1,0,1,0,2,1
"15",0,1,1,1,1,1,1,0,1,2
"16",1,0,0,0,1,1,1,0,1,2
"17",0,0,0,1,1,1,0,1,1,2
"18",0,1,1,1,0,1,0,0,2,1
"19",1,1,1,0,1,1,1,0,2,1
"20",1,1,1,1,1,0,0,1,2,1
"21",1,1,0,1,1,1,0,0,2,1
"22",0,1,0,1,1,0,0,1,1,2
"23",1,1,0,1,1,1,1,0,2,1
"24",0,0,1,1,1,1,1,1,1,2
"25",1,0,1,1,0,0,0,1,1,2
"26",1,1,1,1,0,0,1,1,2,1
"27",1,1,1,0,1,1,0,0,2,1
"28",1,0,0,1,1,0,0,1,1,2
"29",0,1,0,1,1,0,1,1,1,2
"30",1,0,1,1,0,0,0,1,1,2
"31",0,0,1,1,0,1,0,1,1,2
"32",0,1,1,1,0,1,0,1,1,2
"33",1,0,1,0,1,0,1,0,2,1
"34",1,0,0,0,1,0,1,1,1,2
"35",0,0,0,0,0,0,1,1,1,2
"36",0,0,1,0,1,0,1,0,1,2
"37",1,0,0,1,1,0,1,0,1,2
"38",1,1,1,1,1,0,0,0,2,1
"39",1,1,1,1,0,1,0,1,2,1
"40",1,1,0,1,0,1,0,1,2,1
"41",0,1,0,0,0,1,0,1,1,2
"42",0,1,0,0,0,0,0,1,1,2
"43",1,1,1,1,0,0,1,1,2,1
"44",0,1,0,0,1,1,1,0,1,2
"45",0,0,1,0,0,0,1,1,1,2
"46",0,0,0,0,1,1,0,1,1,2
"47",1,0,1,0,0,1,0,1,1,2
"48",1,0,1,0,1,1,1,0,1,2
"49",1,1,1,1,1,0,1,0,2,1
"50",0,1,0,0,1,0,1,0,2,1
"51",0,1,0,0,1,0,1,0,1,2
"52",1,0,1,0,1,0,1,0,1,2
"53",1,0,1,1,1,1,0,1,1,2
"54",1,0,1,0,1,0,0,0,1,2
"55",0,0,0,0,1,1,1,1,1,2
"56",1,0,0,1,1,0,0,1,1,2
"57",0,1,0,0,1,1,0,1,1,2
"58",1,1,0,0,0,1,1,0,2,1
"59",1,1,0,1,1,0,1,1,2,1
"60",0,1,1,1,1,0,0,1,1,2
"61",0,0,1,0,0,1,0,0,1,2
"62",0,0,0,1,1,0,0,1,1,2
"63",0,1,1,0,1,1,1,1,1,2
"64",0,0,0,1,1,1,0,1,1,2
"65",1,0,1,1,0,0,1,1,1,2
"66",0,0,0,1,1,0,0,1,1,2
"67",0,0,1,0,1,1,1,0,1,2
"68",1,0,1,1,1,1,0,1,1,2
"69",1,0,0,0,0,1,0,1,1,2
"70",1,1,0,1,0,1,0,1,2,1
"71",1,1,1,1,1,0,1,0,2,1
"72",0,0,1,0,0,0,1,0,1,2
"73",0,1,1,1,0,0,0,1,1,2
"74",0,0,1,1,1,0,0,1,1,2
"75",0,1,0,0,0,0,1,0,1,2
"76",1,0,0,0,0,0,0,1,1,2
"77",0,0,1,0,1,0,1,0,2,1
"78",1,0,0,1,0,1,1,0,2,1
"79",1,0,1,0,0,1,1,1,1,2
"80",1,0,0,0,0,1,1,1,1,2
"81",0,1,0,0,0,0,1,1,1,2
"82",0,1,0,1,1,1,1,0,1,2
"83",1,1,1,0,0,1,1,0,2,1
"84",0,0,0,0,0,0,0,1,1,2
"85",1,0,0,0,1,0,1,0,2,1
"86",0,0,1,0,0,1,1,1,1,2
"87",0,0,1,0,1,1,1,0,1,2
"88",0,1,0,1,1,1,1,1,1,2
"89",1,1,0,0,1,0,0,0,2,1
"90",1,1,0,1,1,0,1,1,2,1
"91",0,0,1,0,0,0,1,0,1,2
"92",1,0,1,0,1,0,0,0,1,2
"93",0,0,0,0,0,0,1,0,1,2
"94",0,0,0,1,0,1,0,0,1,2
"95",0,0,0,0,0,0,1,0,2,1
"96",0,1,0,1,1,1,0,0,1,2
"97",0,0,0,0,0,0,1,0,1,2
"98",1,0,0,0,0,0,1,1,1,2
"99",0,0,0,1,1,1,0,1,1,2
"100",1,0,1,1,1,0,0,1,1,2
