"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2"
"1",1,0,0,0,0,0,1,1,1,2
"2",0,0,0,1,1,0,1,0,1,2
"3",1,1,1,1,0,0,0,1,2,1
"4",0,1,1,1,0,1,1,0,1,2
"5",1,0,1,1,0,0,1,1,1,2
"6",1,1,0,1,1,1,1,0,2,1
"7",1,0,0,0,1,1,1,0,1,2
"8",0,1,1,0,1,0,0,0,1,2
"9",1,1,0,0,1,0,0,1,2,1
"10",1,0,1,0,1,1,0,1,1,2
"11",1,0,0,1,1,1,1,1,1,2
"12",0,1,0,1,1,1,1,1,2,1
"13",1,1,1,1,0,1,1,0,2,1
"14",1,1,0,1,1,0,1,1,2,1
"15",1,0,0,0,0,0,1,0,1,2
"16",1,1,0,0,1,0,1,1,2,1
"17",0,1,1,0,0,1,1,1,1,2
"18",0,1,0,0,1,0,0,0,2,1
"19",0,1,0,1,1,1,1,0,1,2
"20",0,1,0,1,0,0,0,1,1,2
"21",1,1,1,1,0,0,1,1,2,1
"22",1,1,1,0,0,0,0,1,2,1
"23",1,1,1,0,0,1,0,1,2,1
"24",0,1,1,1,0,1,1,1,1,2
"25",1,0,1,1,1,0,0,0,1,2
"26",0,0,0,0,1,0,0,1,1,2
"27",1,0,1,1,0,0,0,1,1,2
"28",0,1,0,1,1,0,1,0,1,2
"29",1,0,1,1,1,1,1,0,1,2
"30",0,0,1,0,0,0,0,1,1,2
"31",0,0,0,0,1,0,0,0,1,2
"32",1,0,1,0,0,0,1,0,1,2
"33",1,1,1,1,0,0,1,0,2,1
"34",0,0,0,0,1,0,1,0,1,2
"35",1,0,1,1,0,0,0,1,1,2
"36",1,0,1,1,1,1,0,1,1,2
"37",0,1,0,1,1,0,0,0,1,2
"38",1,0,0,0,0,0,0,0,1,2
"39",0,0,1,1,1,0,0,0,1,2
"40",1,1,1,0,0,0,0,0,2,1
"41",0,0,0,0,1,1,1,0,1,2
"42",0,0,0,1,1,1,1,0,1,2
"43",0,1,1,1,0,0,1,1,1,2
"44",1,1,1,1,0,1,0,0,2,1
"45",1,0,0,0,0,0,1,0,1,2
"46",0,1,0,1,1,1,1,1,1,2
"47",0,1,0,1,0,1,1,1,1,2
"48",0,1,0,1,1,1,0,0,1,2
"49",0,1,0,1,1,0,1,1,1,2
"50",1,1,0,0,0,0,0,0,2,1
"51",1,1,1,0,0,1,0,0,2,1
"52",0,1,1,1,1,0,1,1,1,2
"53",0,0,0,0,0,1,0,0,1,2
"54",1,0,0,0,0,1,0,0,1,2
"55",1,0,0,1,0,0,1,0,1,2
"56",1,0,1,0,1,1,1,0,1,2
"57",0,0,1,0,0,0,1,1,1,2
"58",1,0,1,0,1,0,1,0,1,2
"59",1,1,0,0,1,1,1,0,2,1
"60",1,1,1,0,0,1,0,0,2,1
"61",0,0,1,1,1,1,1,1,1,2
"62",1,1,0,0,1,1,1,1,2,1
"63",1,1,1,0,1,1,1,0,2,1
"64",0,1,1,1,1,1,0,1,1,2
"65",0,0,1,1,1,0,0,1,1,2
"66",0,1,1,0,1,1,0,1,1,2
"67",1,1,0,0,1,0,1,0,2,1
"68",0,1,1,0,1,0,1,1,1,2
"69",0,0,1,0,0,0,1,1,1,2
"70",1,0,0,1,1,1,0,1,1,2
"71",0,0,0,0,1,1,0,1,1,2
"72",0,1,1,1,1,1,1,1,1,2
"73",1,0,1,0,0,0,0,0,1,2
"74",1,1,1,1,0,1,1,1,2,1
"75",0,0,1,0,0,0,0,1,1,2
"76",0,0,0,1,1,0,0,0,1,2
"77",0,1,0,1,0,1,1,1,1,2
"78",1,0,1,0,1,1,1,1,1,2
"79",0,1,0,1,1,1,0,1,2,1
"80",1,1,0,0,1,0,1,1,2,1
"81",1,0,0,1,0,1,1,0,1,2
"82",1,0,0,1,0,0,0,1,1,2
"83",1,1,1,0,0,1,0,1,2,1
"84",1,1,1,1,1,0,0,0,2,1
"85",1,1,1,1,0,1,0,0,2,1
"86",1,1,1,0,1,1,1,1,2,1
"87",0,1,0,0,0,0,1,1,1,2
"88",1,0,1,0,0,0,0,0,1,2
"89",0,0,1,1,1,0,0,0,1,2
"90",0,1,1,0,0,1,0,0,1,2
"91",0,0,1,1,0,0,1,0,1,2
"92",1,0,0,0,0,0,0,1,2,1
"93",1,1,1,0,1,0,1,1,2,1
"94",1,0,0,1,0,0,0,0,1,2
"95",1,1,0,1,0,1,1,0,2,1
"96",1,1,1,1,1,0,0,0,2,1
"97",0,0,0,1,0,0,1,0,1,2
"98",1,0,0,0,1,0,1,0,1,2
"99",0,0,1,1,0,1,1,1,1,2
"100",1,1,0,0,1,1,1,0,2,1
