"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2"
"1",0,0,0,0,1,0,1,1,1,2
"2",0,1,0,1,1,1,1,1,1,2
"3",0,1,0,1,1,0,1,0,1,2
"4",1,0,1,1,0,0,0,1,1,2
"5",0,1,0,1,1,1,1,1,1,2
"6",1,1,0,0,1,1,1,1,2,1
"7",1,0,0,0,1,1,1,1,1,2
"8",1,0,0,0,1,0,1,0,1,2
"9",0,1,0,0,1,1,1,0,1,2
"10",0,0,1,0,0,0,1,0,1,2
"11",0,0,0,0,1,1,1,0,2,1
"12",0,0,1,0,1,1,1,1,1,2
"13",1,1,0,1,0,1,1,1,2,1
"14",0,1,1,0,1,1,1,1,1,2
"15",0,0,1,1,0,1,0,1,1,2
"16",0,0,1,1,0,0,0,0,1,2
"17",1,1,1,1,1,0,0,1,2,1
"18",1,0,0,0,0,1,0,1,1,2
"19",0,1,1,0,0,0,1,0,1,2
"20",0,1,0,0,0,0,0,0,1,2
"21",0,0,1,1,1,1,1,0,1,2
"22",1,1,1,0,1,0,1,0,2,1
"23",1,1,1,0,0,1,1,1,2,1
"24",1,1,1,0,1,1,0,1,2,1
"25",0,1,1,0,1,1,0,0,1,2
"26",0,1,0,1,0,0,1,1,1,2
"27",1,0,0,0,0,0,0,0,1,2
"28",0,0,0,1,1,1,0,1,1,2
"29",0,0,0,0,0,0,1,0,1,2
"30",1,0,1,0,1,1,0,0,1,2
"31",0,0,0,0,0,0,0,0,1,2
"32",0,1,0,0,1,1,1,0,1,2
"33",0,1,0,1,0,0,0,0,1,2
"34",0,0,1,0,1,0,0,0,1,2
"35",0,0,1,0,0,0,0,0,1,2
"36",0,0,1,0,1,1,0,1,1,2
"37",0,0,0,1,1,1,1,1,1,2
"38",0,1,0,0,1,0,0,1,1,2
"39",0,0,1,1,0,0,0,0,2,1
"40",0,1,1,0,0,1,0,0,1,2
"41",1,0,1,1,1,1,0,1,1,2
"42",0,0,1,0,1,0,0,1,1,2
"43",0,1,0,1,0,1,1,1,1,2
"44",0,1,0,1,0,0,1,0,1,2
"45",1,1,0,0,0,1,0,0,2,1
"46",0,0,1,0,1,1,0,1,1,2
"47",1,0,1,1,0,1,0,1,1,2
"48",0,1,1,1,0,0,1,0,1,2
"49",0,1,1,0,0,1,1,1,1,2
"50",0,0,0,0,1,0,0,0,1,2
"51",1,1,0,0,0,0,0,1,2,1
"52",1,0,0,0,1,1,1,1,1,2
"53",0,0,0,0,0,0,0,1,1,2
"54",0,1,1,0,0,0,1,1,1,2
"55",1,1,1,1,1,1,1,1,2,1
"56",0,1,0,0,1,1,0,0,1,2
"57",1,1,0,0,1,0,1,1,2,1
"58",1,1,1,1,0,1,1,1,2,1
"59",1,0,0,1,1,0,1,1,1,2
"60",1,0,1,0,0,1,1,1,1,2
"61",1,0,0,0,1,0,0,1,1,2
"62",1,1,0,0,1,1,0,1,2,1
"63",0,0,1,0,0,0,0,0,1,2
"64",0,1,0,0,1,0,0,1,1,2
"65",1,0,0,1,0,1,0,1,1,2
"66",1,0,1,1,1,1,1,0,1,2
"67",0,0,1,0,0,1,1,0,1,2
"68",1,0,0,0,1,1,0,0,1,2
"69",0,1,1,1,1,1,0,1,1,2
"70",0,1,0,1,0,0,1,1,1,2
"71",1,0,1,1,0,1,0,0,1,2
"72",1,0,0,1,1,0,0,1,1,2
"73",1,0,1,0,0,0,1,1,1,2
"74",1,0,0,1,0,1,0,0,1,2
"75",0,1,1,1,0,0,0,0,1,2
"76",1,1,0,1,1,1,0,1,2,1
"77",1,0,1,1,1,0,1,1,1,2
"78",1,1,1,1,0,0,0,0,2,1
"79",0,0,1,0,0,1,0,1,2,1
"80",0,1,1,0,0,1,1,1,1,2
"81",1,1,0,1,1,1,0,1,2,1
"82",0,1,0,0,1,1,0,1,1,2
"83",0,0,0,0,1,1,1,0,1,2
"84",1,1,1,1,1,1,1,1,2,1
"85",1,1,1,0,0,1,0,1,2,1
"86",0,1,0,1,1,0,0,1,2,1
"87",0,0,0,1,1,1,0,1,1,2
"88",1,1,1,1,0,1,1,1,2,1
"89",0,1,1,1,0,0,1,0,1,2
"90",1,1,1,0,0,0,1,0,2,1
"91",0,0,0,1,0,1,1,0,1,2
"92",0,1,1,0,1,1,1,0,1,2
"93",0,0,1,1,0,1,0,1,1,2
"94",0,1,1,1,0,1,1,0,1,2
"95",0,1,0,1,1,1,0,1,1,2
"96",0,0,1,0,0,1,0,0,1,2
"97",1,0,0,0,0,0,1,0,1,2
"98",1,1,1,0,0,1,1,1,2,1
"99",1,1,0,1,0,1,0,1,2,1
"100",1,0,0,0,1,0,0,0,2,1
