"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2"
"1",0,1,0,0,1,1,1,0,2,1
"2",1,0,1,0,0,1,1,0,1,2
"3",0,0,0,0,0,0,1,1,1,2
"4",1,0,1,1,0,0,0,1,1,2
"5",0,1,0,1,1,1,0,0,1,2
"6",0,0,0,1,1,1,0,1,1,2
"7",0,1,0,1,0,1,1,1,1,2
"8",0,0,0,0,0,1,0,1,1,2
"9",0,1,0,1,0,1,1,1,1,2
"10",1,0,1,1,0,0,0,1,1,2
"11",0,0,1,0,0,0,0,0,1,2
"12",1,1,0,0,0,1,0,0,2,1
"13",1,1,0,1,1,1,0,0,2,1
"14",1,0,1,0,1,1,0,1,1,2
"15",1,0,1,0,1,1,1,0,1,2
"16",1,0,1,1,1,0,1,0,1,2
"17",1,1,1,1,1,1,0,1,2,1
"18",0,0,1,1,1,0,1,0,2,1
"19",0,0,1,0,0,1,0,1,1,2
"20",1,1,1,0,1,1,1,1,2,1
"21",1,1,0,0,0,1,1,1,2,1
"22",1,0,1,1,1,0,0,0,1,2
"23",0,1,0,1,1,0,0,1,1,2
"24",0,0,0,0,1,1,1,1,1,2
"25",0,0,0,0,0,1,1,1,1,2
"26",1,0,1,1,0,0,1,0,1,2
"27",1,0,1,1,0,1,0,1,1,2
"28",1,0,0,0,1,0,1,0,1,2
"29",0,1,1,0,0,1,0,1,1,2
"30",0,0,0,0,1,0,0,1,1,2
"31",0,1,0,0,0,0,0,0,1,2
"32",1,0,0,1,1,1,0,1,1,2
"33",0,0,0,1,0,0,1,0,1,2
"34",0,1,1,0,0,0,0,0,1,2
"35",1,1,0,0,1,1,0,1,2,1
"36",1,1,1,1,1,1,1,0,2,1
"37",0,0,1,1,1,0,1,0,1,2
"38",0,1,0,0,1,1,0,1,1,2
"39",0,1,0,0,1,1,0,0,1,2
"40",1,1,1,1,1,1,1,1,2,1
"41",1,0,0,0,1,0,1,1,1,2
"42",1,1,0,0,1,1,1,0,2,1
"43",1,1,1,1,1,0,0,1,2,1
"44",0,1,1,0,1,0,1,0,1,2
"45",1,1,1,1,0,1,0,1,2,1
"46",1,1,0,1,0,1,0,0,2,1
"47",1,1,0,1,1,1,1,0,2,1
"48",0,0,1,1,0,1,1,0,1,2
"49",0,0,0,1,1,1,1,1,1,2
"50",1,0,0,1,0,1,1,0,1,2
"51",0,0,0,1,1,1,1,0,1,2
"52",0,1,1,1,0,0,1,0,1,2
"53",0,1,1,1,1,1,0,1,1,2
"54",1,0,1,1,1,0,1,1,1,2
"55",0,1,0,1,1,0,0,0,2,1
"56",0,0,0,0,0,0,0,1,1,2
"57",0,1,0,1,1,1,0,0,1,2
"58",1,0,1,0,1,1,1,1,1,2
"59",1,1,1,0,0,0,1,1,2,1
"60",0,1,0,0,0,1,1,0,1,2
"61",1,0,0,0,0,0,0,0,1,2
"62",0,0,0,0,0,1,1,0,1,2
"63",1,1,0,1,1,0,1,0,2,1
"64",1,0,0,1,0,1,0,0,1,2
"65",0,1,0,1,1,0,1,1,1,2
"66",1,0,0,1,0,0,1,0,1,2
"67",1,0,1,0,1,1,1,0,2,1
"68",0,0,1,0,1,0,0,1,1,2
"69",0,1,1,0,1,0,1,1,1,2
"70",0,0,0,0,1,1,1,0,1,2
"71",0,0,1,1,0,0,0,0,1,2
"72",0,0,1,0,1,0,0,1,1,2
"73",0,1,1,1,1,0,1,0,1,2
"74",1,0,1,1,1,0,0,1,2,1
"75",1,1,0,0,1,1,1,0,2,1
"76",1,1,0,1,1,0,1,0,2,1
"77",1,0,1,0,0,1,1,1,1,2
"78",1,0,0,0,0,1,0,0,1,2
"79",1,1,1,1,1,1,0,0,2,1
"80",0,1,1,1,1,0,0,1,2,1
"81",1,0,0,1,1,0,1,0,1,2
"82",0,1,1,1,1,1,0,1,1,2
"83",1,1,0,0,0,1,1,0,2,1
"84",1,1,1,0,0,1,1,0,2,1
"85",1,1,0,1,0,1,1,1,2,1
"86",0,1,0,1,0,0,1,0,2,1
"87",1,0,0,1,1,1,1,1,1,2
"88",0,1,1,0,0,0,0,0,1,2
"89",0,0,0,1,1,1,1,1,1,2
"90",1,1,0,1,0,0,1,0,2,1
"91",1,1,0,0,1,0,1,1,2,1
"92",0,1,0,1,0,1,0,1,1,2
"93",1,1,0,1,1,0,1,1,2,1
"94",1,1,0,0,1,1,1,0,2,1
"95",0,0,1,0,1,1,0,0,1,2
"96",0,0,1,0,1,1,1,1,2,1
"97",1,0,0,1,0,0,0,0,1,2
"98",1,0,0,1,0,0,0,1,1,2
"99",1,0,1,1,0,1,0,1,1,2
"100",0,1,1,0,0,1,0,1,1,2
