"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2"
"1",0,1,0,1,1,1,0,1,1,2
"2",0,0,0,0,1,1,0,1,1,2
"3",1,1,0,0,1,0,1,1,2,1
"4",1,0,1,0,1,1,1,1,1,2
"5",1,0,0,0,1,0,0,1,1,2
"6",1,0,1,0,1,0,0,1,1,2
"7",1,0,1,0,1,0,0,0,1,2
"8",1,0,0,0,1,0,0,0,2,1
"9",0,1,0,1,1,0,1,0,1,2
"10",1,1,1,1,0,0,1,0,2,1
"11",1,0,1,0,0,1,1,0,1,2
"12",1,0,0,1,0,1,0,1,1,2
"13",1,1,1,1,0,1,1,0,2,1
"14",1,1,0,0,1,1,0,0,2,1
"15",1,0,1,0,1,0,0,0,1,2
"16",0,1,0,0,0,0,0,1,1,2
"17",1,0,1,1,1,1,0,0,1,2
"18",0,1,1,0,1,1,1,1,1,2
"19",0,0,0,1,1,0,1,0,1,2
"20",0,1,0,1,1,0,0,0,1,2
"21",0,0,1,0,1,0,0,0,1,2
"22",0,1,1,1,0,0,1,0,1,2
"23",1,1,0,0,0,1,0,0,2,1
"24",0,0,0,1,0,0,0,1,1,2
"25",0,0,0,1,1,1,1,0,1,2
"26",0,0,1,0,1,1,1,0,1,2
"27",0,0,1,1,0,1,0,0,1,2
"28",0,1,0,1,0,0,0,0,1,2
"29",0,1,1,1,0,0,0,1,1,2
"30",1,1,0,1,0,0,0,1,2,1
"31",1,1,0,1,1,1,0,1,2,1
"32",1,1,0,0,1,1,0,0,2,1
"33",1,1,1,0,0,1,1,1,2,1
"34",1,1,0,0,1,0,1,0,2,1
"35",0,1,0,0,1,0,0,0,1,2
"36",0,1,0,0,1,0,1,1,1,2
"37",0,0,0,1,0,1,1,1,1,2
"38",1,1,1,1,0,0,0,1,2,1
"39",0,0,1,0,0,1,1,0,1,2
"40",1,1,0,1,1,1,1,1,2,1
"41",1,0,1,0,0,1,1,1,1,2
"42",1,1,0,0,1,0,0,1,2,1
"43",0,1,1,1,1,0,0,0,1,2
"44",1,0,1,0,1,0,0,0,1,2
"45",0,0,0,0,1,1,0,1,2,1
"46",1,0,0,0,1,0,1,1,1,2
"47",0,1,1,1,1,0,1,1,1,2
"48",0,0,0,1,1,0,1,0,2,1
"49",1,0,0,0,0,0,1,0,1,2
"50",1,1,1,0,0,1,0,1,2,1
"51",1,0,1,1,1,0,0,1,1,2
"52",0,0,1,1,1,1,1,0,1,2
"53",0,1,0,1,1,1,1,1,1,2
"54",0,1,0,1,1,0,1,1,2,1
"55",1,1,0,1,1,0,1,0,2,1
"56",1,1,0,0,0,1,0,0,2,1
"57",1,0,0,1,0,1,1,0,1,2
"58",0,0,1,1,1,0,1,0,1,2
"59",1,0,0,1,1,0,0,1,1,2
"60",0,0,0,1,1,0,0,0,1,2
"61",0,0,0,1,0,0,0,0,1,2
"62",0,1,1,0,0,1,0,1,1,2
"63",0,1,1,1,0,1,1,0,2,1
"64",1,1,1,1,1,0,0,1,2,1
"65",1,1,1,1,1,1,0,1,2,1
"66",0,1,1,1,1,0,1,1,1,2
"67",0,0,0,1,0,0,0,0,1,2
"68",1,1,1,1,1,1,1,0,2,1
"69",0,0,0,0,1,0,0,0,1,2
"70",0,0,1,0,0,1,1,0,1,2
"71",1,1,0,0,0,0,0,1,2,1
"72",0,0,0,1,0,1,0,0,1,2
"73",1,0,1,0,1,1,1,0,2,1
"74",0,0,0,0,1,0,1,0,1,2
"75",1,0,0,0,1,0,0,1,1,2
"76",1,1,0,0,0,0,1,0,2,1
"77",0,0,1,1,0,1,0,0,2,1
"78",1,0,0,1,1,1,1,1,1,2
"79",0,1,1,0,0,1,1,1,1,2
"80",0,0,1,0,1,1,1,0,1,2
"81",0,0,1,0,0,1,0,0,1,2
"82",0,1,0,1,0,0,0,1,1,2
"83",0,0,1,1,0,0,0,0,1,2
"84",0,0,0,0,0,1,1,1,1,2
"85",1,0,0,1,0,1,0,1,2,1
"86",0,0,0,0,1,0,1,1,1,2
"87",0,1,0,0,1,0,1,1,1,2
"88",1,1,0,0,0,0,0,0,2,1
"89",1,1,1,0,1,1,1,1,2,1
"90",1,1,0,1,1,0,0,1,2,1
"91",1,1,0,0,0,1,0,1,2,1
"92",1,0,0,0,1,0,0,0,1,2
"93",0,0,1,1,0,0,1,0,1,2
"94",1,0,1,0,0,0,1,0,1,2
"95",1,0,0,1,0,0,1,0,1,2
"96",0,1,0,0,1,1,1,0,1,2
"97",0,1,1,1,1,1,1,0,1,2
"98",1,0,0,0,1,0,1,1,1,2
"99",1,0,1,1,0,1,0,1,1,2
"100",1,1,1,0,0,0,0,1,2,1
