"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2"
"1",1,0,0,1,0,1,0,1,1,2
"2",0,1,0,0,1,0,1,1,2,1
"3",1,1,0,0,1,0,0,0,2,1
"4",1,1,0,0,1,0,1,0,2,1
"5",1,0,1,0,1,0,1,1,1,2
"6",1,0,0,0,1,0,0,0,1,2
"7",1,0,1,0,1,0,1,1,1,2
"8",0,0,1,0,0,0,0,1,1,2
"9",0,0,1,0,1,1,0,1,2,1
"10",1,0,1,1,0,1,0,0,1,2
"11",0,1,1,0,1,0,0,1,1,2
"12",0,1,1,0,0,1,1,0,1,2
"13",1,0,1,0,1,0,1,0,1,2
"14",0,1,0,1,1,1,0,0,1,2
"15",0,1,0,0,0,1,0,1,2,1
"16",1,1,0,1,0,0,1,1,2,1
"17",0,1,0,1,1,0,0,0,1,2
"18",0,1,1,0,0,0,1,1,1,2
"19",0,1,1,0,0,0,1,0,1,2
"20",0,0,1,0,0,1,1,1,1,2
"21",0,1,1,1,0,1,0,1,1,2
"22",1,0,1,0,1,0,1,1,1,2
"23",0,1,0,0,0,0,0,0,1,2
"24",1,1,0,0,0,0,0,1,2,1
"25",0,1,0,1,0,1,0,1,1,2
"26",1,1,0,1,1,1,1,0,2,1
"27",0,1,1,1,0,1,0,0,1,2
"28",1,1,0,0,0,1,0,1,2,1
"29",1,0,1,0,0,1,0,0,1,2
"30",1,1,0,0,1,1,0,0,2,1
"31",1,0,0,0,1,1,0,1,1,2
"32",1,1,0,1,0,0,1,0,2,1
"33",0,1,1,1,1,1,1,1,1,2
"34",1,0,0,1,0,0,1,1,1,2
"35",1,1,1,0,0,0,1,0,2,1
"36",0,1,1,0,1,1,0,1,1,2
"37",1,1,1,0,1,1,1,1,2,1
"38",1,0,0,0,0,1,0,0,1,2
"39",1,0,0,1,0,1,0,0,1,2
"40",1,0,0,1,1,1,0,0,2,1
"41",0,0,0,1,0,0,1,1,1,2
"42",0,1,0,0,1,1,0,0,1,2
"43",1,1,1,1,0,1,0,1,2,1
"44",1,1,0,1,1,1,0,0,2,1
"45",0,0,1,1,1,0,0,0,1,2
"46",0,0,1,1,1,1,0,0,1,2
"47",1,0,0,0,1,0,1,1,1,2
"48",1,0,1,1,0,1,0,0,1,2
"49",0,0,0,1,1,0,1,0,1,2
"50",1,1,1,1,0,0,1,1,2,1
"51",0,1,1,1,1,0,0,1,1,2
"52",0,0,0,1,0,1,1,0,2,1
"53",1,1,0,0,0,1,0,1,2,1
"54",1,1,1,0,0,0,1,1,2,1
"55",0,0,1,0,0,1,0,1,1,2
"56",1,0,1,0,1,1,1,1,1,2
"57",0,1,0,0,1,1,0,0,1,2
"58",1,1,1,0,1,1,0,0,2,1
"59",0,1,1,1,0,0,0,1,2,1
"60",0,0,1,1,1,0,1,0,1,2
"61",1,1,0,1,0,0,0,0,2,1
"62",1,0,0,0,0,1,1,0,1,2
"63",0,0,0,0,0,1,1,0,1,2
"64",1,0,1,1,0,0,0,0,2,1
"65",0,1,1,1,1,1,1,0,1,2
"66",0,0,0,1,1,0,0,0,1,2
"67",1,1,1,0,1,1,1,1,2,1
"68",0,1,1,1,0,0,1,0,1,2
"69",1,1,0,0,1,0,1,1,2,1
"70",1,1,0,0,1,0,0,0,2,1
"71",0,1,0,1,1,1,1,0,1,2
"72",1,0,1,0,1,1,1,0,1,2
"73",1,0,0,0,1,0,1,1,1,2
"74",1,1,0,1,1,1,0,0,2,1
"75",1,1,1,0,0,1,1,1,2,1
"76",0,0,0,1,0,0,1,1,1,2
"77",1,0,0,1,0,0,0,0,2,1
"78",0,0,1,1,0,1,0,0,1,2
"79",1,0,0,1,0,1,0,1,1,2
"80",1,0,0,0,1,0,0,1,1,2
"81",1,1,0,0,1,1,0,1,2,1
"82",0,1,1,1,0,0,1,0,1,2
"83",0,1,0,1,1,1,0,0,1,2
"84",0,0,0,0,0,0,0,1,2,1
"85",1,0,1,0,1,1,1,0,1,2
"86",0,0,0,0,0,1,0,1,1,2
"87",0,0,1,1,0,0,0,1,1,2
"88",0,0,1,1,0,1,1,0,1,2
"89",0,0,1,0,0,1,0,1,1,2
"90",1,1,0,0,1,0,1,1,2,1
"91",1,1,1,1,0,1,0,0,2,1
"92",1,0,1,0,1,0,0,1,1,2
"93",0,1,0,1,1,1,1,0,1,2
"94",0,0,1,1,0,0,1,0,1,2
"95",1,0,1,0,0,0,1,0,2,1
"96",1,0,0,1,1,0,1,1,1,2
"97",0,1,0,0,0,1,0,1,1,2
"98",0,0,1,0,0,1,1,0,1,2
"99",0,0,0,1,0,1,0,0,1,2
"100",1,0,1,1,0,1,0,1,1,2
