"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"2",1,0,1,2,5,3,4,6,8,7,13,11,10,12,9,16,15,14,22,32,31,30,17,21,27,19,18,29,28,20,25,26,24,23
"3",0,0,1,2,3,5,4,6,9,8,12,7,15,13,11,10,32,27,14,26,31,23,30,29,28,19,25,21,17,20,16,18,24,22
"4",0,1,1,3,2,4,7,6,8,5,9,14,10,12,13,32,29,11,31,23,16,15,30,17,20,22,27,21,28,24,19,18,25,26
"5",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"6",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"7",0,0,1,2,3,5,4,6,8,9,11,7,10,13,32,31,22,14,17,12,26,30,15,19,29,28,16,18,21,27,25,23,24,20
"8",1,0,1,2,4,3,5,6,8,7,9,10,12,30,18,11,31,13,32,28,15,29,16,17,25,14,23,24,22,19,20,27,26,21
"9",0,1,1,2,3,4,6,5,7,11,9,8,32,10,13,12,31,15,16,29,30,18,14,25,17,27,20,19,23,26,24,28,21,22
"10",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"11",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"12",0,0,1,2,3,4,9,5,8,7,6,13,11,10,12,26,14,32,30,15,20,28,24,31,16,27,21,19,18,23,29,22,17,25
"13",0,0,1,2,3,4,5,6,7,8,10,13,17,31,24,9,11,12,32,14,15,23,20,16,18,19,22,28,30,26,21,29,25,27
"14",0,1,1,2,3,5,8,4,6,9,7,16,12,32,10,14,11,17,31,13,22,30,15,18,21,19,25,23,20,27,26,28,29,24
"15",0,0,1,2,3,4,5,8,6,7,18,9,10,32,12,11,13,31,23,15,30,14,19,20,29,16,17,28,21,22,25,27,24,26
"16",0,1,2,1,3,4,5,6,9,10,8,7,29,11,12,30,13,28,16,32,24,14,31,27,15,17,19,18,20,25,21,22,23,26
"17",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"18",0,0,1,3,2,4,5,6,7,10,8,32,9,12,30,31,26,11,29,16,28,17,25,24,27,13,14,15,22,21,19,20,23,18
"19",1,0,1,3,2,4,5,7,12,6,8,11,10,9,32,22,21,16,20,15,17,31,19,13,14,28,30,18,23,29,25,24,26,27
"20",0,1,1,2,3,4,5,6,7,13,8,10,9,12,11,29,30,14,20,32,15,26,31,28,16,19,24,18,27,23,25,22,17,21
"21",0,0,1,2,4,3,5,8,6,9,7,24,10,13,11,12,14,31,16,17,20,15,19,30,32,21,18,22,25,28,26,29,27,23
"22",0,1,1,2,3,4,6,5,7,32,8,10,30,14,9,31,12,13,11,16,29,28,27,26,23,20,22,24,25,15,19,18,21,17
"23",0,0,1,2,3,8,4,6,5,7,11,9,32,14,12,31,10,13,29,15,16,23,19,20,30,17,18,28,24,26,21,22,27,25
"24",0,0,1,2,5,4,3,6,8,7,9,14,12,17,10,11,15,13,32,22,31,26,30,27,18,16,29,20,28,23,19,25,24,21
"25",0,0,1,2,3,6,5,7,4,15,10,8,12,9,32,26,16,31,19,14,11,28,13,18,29,27,30,21,23,24,22,17,20,25
"26",1,0,1,2,4,3,6,5,8,32,9,7,13,31,16,10,11,30,18,14,12,29,17,26,15,19,28,23,27,22,25,24,21,20
"27",0,1,1,2,3,4,6,5,9,8,7,31,32,14,10,11,13,29,12,15,28,18,30,24,21,27,20,25,22,16,26,23,17,19
"28",0,1,1,2,3,5,6,4,8,7,32,9,10,11,14,20,13,12,19,18,15,31,17,30,28,16,26,29,27,22,24,25,23,21
"29",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"30",0,1,1,2,6,3,4,5,7,8,12,9,17,11,14,10,13,32,16,31,29,15,26,30,27,20,28,25,18,24,22,23,21,19
"31",1,0,1,2,3,4,5,6,7,8,9,13,10,15,32,12,11,25,17,14,16,23,29,27,26,21,20,30,31,19,18,22,24,28
"32",1,0,1,2,3,4,5,6,8,12,7,9,10,11,16,13,15,20,14,32,17,18,23,26,22,21,19,31,30,29,27,24,25,28
"33",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"34",1,0,1,2,3,4,5,6,8,11,9,7,10,32,13,19,14,12,31,21,16,20,18,17,15,29,30,22,28,25,27,23,26,24
"35",1,0,1,2,3,4,5,6,10,7,8,11,13,9,12,18,15,32,14,26,16,23,20,17,31,30,29,21,22,19,24,28,27,25
"36",1,0,1,2,3,6,5,4,32,9,7,8,11,31,10,12,26,15,29,14,13,18,16,30,28,20,27,25,17,22,21,19,24,23
"37",1,0,1,3,2,4,6,5,7,10,8,9,25,11,32,22,31,16,12,30,13,20,24,14,17,18,15,29,21,28,19,27,23,26
"38",0,1,1,2,3,5,4,7,6,32,8,16,30,9,13,31,12,10,15,29,11,18,20,14,27,17,24,26,28,25,19,21,23,22
"39",0,1,1,2,3,4,5,6,7,8,9,11,10,14,13,31,32,12,15,27,30,21,19,29,18,26,16,17,28,20,23,22,24,25
"40",1,0,1,2,3,5,6,4,7,16,8,11,12,31,9,32,20,10,14,26,13,28,27,30,15,29,25,17,19,23,21,24,18,22
"41",0,1,1,3,2,4,5,6,8,31,10,7,11,13,9,12,15,29,32,30,16,27,14,28,20,17,18,25,19,23,21,24,22,26
"42",1,0,1,2,4,3,6,7,5,10,9,8,13,14,12,11,15,28,22,18,25,17,32,20,24,16,30,31,19,27,26,21,29,23
"43",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"44",0,0,1,2,3,4,6,5,7,9,12,11,8,10,32,31,15,27,22,17,28,14,30,13,16,18,29,21,23,20,24,25,19,26
"45",1,0,1,2,3,4,5,6,7,11,8,9,31,12,13,32,20,10,24,17,23,28,16,18,15,14,27,19,21,22,29,26,25,30
"46",0,1,1,2,3,4,5,6,8,9,7,15,10,12,11,18,16,13,14,32,26,31,17,19,24,28,27,29,23,30,21,25,20,22
"47",0,1,1,2,3,4,5,7,6,9,8,12,10,13,17,11,30,15,14,16,29,31,32,18,23,28,19,22,20,24,21,27,25,26
"48",1,0,1,2,3,4,5,6,7,30,8,13,9,28,12,10,11,16,26,29,32,23,31,20,18,25,24,14,27,15,22,19,21,17
"49",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"50",0,0,1,2,3,6,5,4,14,7,8,9,32,10,11,29,27,12,30,24,13,28,31,15,17,19,16,18,20,26,23,25,21,22
"51",1,0,1,2,3,4,5,7,6,8,9,10,14,11,32,31,12,30,13,19,18,24,15,16,28,29,27,22,17,23,25,21,20,26
"52",1,0,1,2,3,4,32,6,25,27,5,10,13,9,7,31,30,8,11,16,29,19,12,14,28,23,26,15,24,20,22,21,17,18
"53",0,0,1,2,4,3,5,6,7,12,11,10,8,9,32,13,17,31,29,14,15,18,22,19,20,16,23,30,25,24,26,21,27,28
"54",1,0,1,3,2,5,4,6,7,8,13,9,12,10,11,32,14,27,31,15,23,16,17,18,20,29,21,25,19,30,22,28,24,26
"55",1,0,2,1,3,4,5,6,7,9,11,8,10,32,31,30,18,12,13,28,29,15,23,14,25,22,17,21,27,26,24,16,20,19
"56",0,1,1,2,3,4,7,5,6,32,13,8,9,11,10,19,24,12,16,14,15,17,18,31,20,21,29,28,27,30,25,26,22,23
"57",1,0,1,2,4,3,6,5,8,7,9,25,15,13,12,11,10,31,32,14,17,23,18,19,16,20,29,21,30,27,24,28,22,26
"58",0,0,1,3,2,6,4,5,7,11,10,13,9,8,14,12,17,31,29,18,15,32,16,20,30,19,28,22,27,23,26,21,24,25
"59",0,0,1,2,3,4,6,5,9,7,13,10,11,8,32,12,17,31,14,16,30,15,22,18,24,20,21,19,25,29,23,28,27,26
"60",1,0,1,2,3,4,5,7,6,8,9,30,10,11,13,32,12,18,17,20,14,31,15,22,21,16,27,29,19,23,24,25,26,28
"61",0,1,2,1,3,4,6,5,8,7,9,10,12,32,11,15,16,14,31,13,18,30,28,20,29,17,26,25,22,19,27,21,24,23
"62",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"63",1,0,1,2,3,4,5,8,6,12,7,9,10,13,29,11,32,26,31,14,30,18,28,15,19,16,17,24,21,23,27,25,20,22
"64",1,0,1,2,5,3,4,6,10,7,8,9,31,11,32,18,29,14,12,26,13,16,30,15,28,24,17,25,20,27,19,23,21,22
"65",1,0,1,2,3,5,4,6,8,7,10,9,12,11,24,19,18,13,21,32,14,23,15,16,20,31,17,27,25,22,26,29,30,28
"66",0,0,1,3,2,5,4,7,6,9,11,10,8,32,12,29,31,24,27,28,13,15,14,30,18,17,20,16,19,26,22,23,25,21
"67",0,1,1,2,4,3,6,5,7,9,8,14,12,11,10,16,31,13,32,30,17,18,15,29,27,19,23,28,24,22,20,21,25,26
"68",0,0,1,2,4,3,5,7,6,9,8,29,12,11,10,13,14,16,17,31,18,20,32,15,19,30,25,21,23,26,22,28,24,27
"69",0,1,1,3,2,4,5,9,6,7,8,21,12,26,15,32,31,17,30,10,23,11,13,14,16,22,27,29,18,19,24,28,20,25
"70",1,0,1,2,3,4,5,6,7,10,12,8,9,32,18,16,11,14,13,15,29,31,30,20,17,28,19,21,22,23,24,26,25,27
"71",1,0,1,2,3,4,5,7,11,6,8,14,10,13,9,12,26,17,16,20,15,32,21,18,22,19,31,23,24,27,29,30,25,28
"72",1,0,1,2,4,3,6,7,8,5,9,32,11,14,31,12,10,17,16,23,27,30,13,29,15,22,26,19,28,24,25,18,21,20
"73",0,1,1,2,3,6,4,5,9,8,10,12,13,7,15,11,16,14,21,20,26,24,17,18,32,27,29,19,30,22,31,23,28,25
"74",0,1,1,2,3,4,6,5,7,8,9,14,11,16,30,10,12,17,32,31,13,15,29,28,18,21,26,24,19,23,20,25,27,22
"75",0,0,1,2,3,4,5,6,7,8,11,9,28,32,15,10,30,31,29,12,18,27,16,13,14,26,21,25,20,23,24,22,19,17
"76",1,0,1,2,3,4,5,8,7,9,6,11,10,16,12,13,32,14,30,21,23,20,17,18,28,15,25,31,24,26,29,19,27,22
"77",0,1,1,2,3,5,4,6,7,12,8,11,10,9,13,15,25,18,14,19,23,20,16,32,17,28,24,21,22,30,26,29,27,31
"78",0,1,1,2,3,4,8,5,10,6,7,13,9,11,31,17,14,12,30,15,16,29,32,26,25,18,28,23,27,21,24,19,20,22
"79",0,0,1,2,3,4,5,6,7,10,8,12,32,9,16,14,13,11,31,29,15,22,18,17,30,28,23,27,19,20,21,24,25,26
