"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",1,0,1,2,3,5,4,6,11,8,9,7,29,32,14,10,31,12,27,25,26,21,30,23,28,13,20,24,16,17,18,15,19,22
"2",0,0,1,2,4,3,10,5,8,6,12,7,14,13,9,11,15,31,17,16,18,32,20,19,28,30,22,23,24,21,29,27,26,25
"3",1,0,1,2,3,4,5,6,8,9,7,10,12,13,14,15,11,29,17,16,32,19,30,18,22,20,31,25,21,23,28,27,26,24
"4",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"5",0,0,1,2,3,4,5,6,7,9,14,10,8,32,11,12,13,18,15,19,21,22,17,16,20,30,31,25,24,28,29,23,27,26
"6",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"7",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"8",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"9",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"10",1,0,1,2,3,4,5,12,6,9,11,8,7,10,29,13,30,32,14,31,15,25,27,19,16,17,26,28,20,24,18,21,23,22
"11",1,0,1,2,3,4,6,30,5,7,8,10,11,28,9,14,12,29,13,17,26,31,32,19,15,21,18,22,16,27,23,24,25,20
"12",0,0,1,2,3,4,6,7,5,9,10,8,11,14,12,32,13,31,28,30,16,20,22,15,17,19,25,27,18,21,26,29,23,24
"13",0,1,1,2,5,4,3,6,8,10,7,9,32,30,14,13,11,12,15,31,18,26,28,17,21,16,19,29,22,27,23,24,20,25
"14",1,0,1,2,4,3,5,6,7,12,14,9,32,8,11,10,16,13,31,17,29,19,15,20,30,18,27,25,23,21,26,28,22,24
"15",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"16",0,1,1,2,3,5,4,7,6,8,10,9,12,11,19,13,14,32,18,15,28,16,27,31,17,29,21,24,26,23,22,30,25,20
"17",1,0,1,3,2,4,6,5,7,8,9,14,10,16,12,11,22,18,13,15,31,17,25,32,30,28,24,21,27,20,19,29,23,26
"18",0,0,1,3,2,4,5,7,6,8,9,10,14,11,31,30,12,19,13,29,15,28,32,17,27,16,21,20,23,26,18,22,24,25
"19",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"20",1,0,1,2,3,6,4,5,8,12,7,9,11,31,30,10,32,21,28,29,16,14,15,13,19,17,25,27,26,24,18,22,20,23
"21",0,1,1,2,3,4,5,7,12,8,9,6,13,11,30,10,17,31,16,15,32,19,14,27,26,18,20,29,22,21,25,23,28,24
"22",0,0,2,1,4,3,5,6,8,7,13,9,12,10,32,15,11,31,16,14,29,17,23,30,20,27,28,24,26,19,25,18,22,21
"23",0,1,1,3,2,4,5,6,7,8,11,13,30,9,12,31,10,26,15,17,14,16,19,32,21,29,22,18,27,20,28,24,25,23
"24",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"25",1,0,1,2,4,3,5,6,9,15,8,7,10,11,16,13,14,18,19,12,17,26,29,32,25,31,21,20,28,22,23,24,30,27
"26",0,0,1,2,3,4,5,10,8,6,11,15,9,7,30,12,13,17,32,16,22,18,19,14,31,24,28,20,25,21,26,27,29,23
"27",0,1,1,3,2,4,5,11,6,7,8,16,9,13,10,12,32,31,15,14,18,17,30,25,28,19,29,27,20,21,22,24,26,23
"28",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"29",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"30",1,0,1,2,3,4,6,5,7,12,8,9,14,13,15,10,11,32,17,16,18,21,27,19,29,31,22,20,30,24,23,25,28,26
"31",1,0,1,2,5,3,4,7,6,10,12,11,18,8,9,32,15,30,13,16,31,14,20,29,19,25,27,17,22,28,26,23,24,21
"32",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"33",1,0,1,2,4,6,3,7,8,5,10,31,9,32,11,12,15,13,29,16,14,17,28,18,26,23,25,20,30,19,24,22,21,27
"34",0,1,1,2,3,4,5,6,15,8,9,7,14,12,11,13,16,10,17,28,32,29,31,20,30,19,24,25,18,21,27,23,26,22
"35",1,0,1,2,3,6,4,5,7,10,8,12,31,9,14,11,13,18,30,17,32,15,16,29,27,20,26,28,25,22,19,21,24,23
"36",0,1,1,2,3,4,5,12,8,6,14,13,7,10,9,11,30,27,16,18,22,32,15,26,24,31,25,29,28,21,17,23,20,19
