"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",1,0,1,2,3,5,9,4,7,6,8,10,13,11,21,17,12,20,15,14,32,19,31,16,18,24,30,22,29,28,25,26,23,27
"2",1,0,1,2,3,4,7,9,5,6,15,8,13,16,32,10,14,28,11,23,21,31,12,18,17,30,29,20,25,19,27,22,26,24
"3",0,1,1,2,3,4,5,6,31,7,32,11,10,8,9,14,30,12,19,13,29,15,16,27,26,22,28,18,25,20,17,24,23,21
"4",0,0,1,4,2,3,5,6,7,9,8,32,11,10,13,12,16,30,21,31,29,15,25,14,18,19,17,28,20,27,23,22,24,26
"5",1,0,1,3,2,4,6,5,7,8,10,9,11,12,13,16,14,31,32,15,17,30,22,19,18,28,29,24,23,20,26,25,21,27
"6",1,0,1,2,3,4,5,6,11,7,32,10,8,15,9,17,13,20,12,21,31,16,27,14,19,18,30,29,28,26,23,22,24,25
"7",1,0,1,2,3,4,6,5,8,9,7,10,11,13,12,32,15,31,21,14,30,24,26,25,18,16,17,19,27,23,28,29,20,22
"8",0,0,1,2,4,3,5,6,31,9,24,7,32,8,12,10,16,11,30,13,14,29,20,28,25,26,15,17,19,27,18,22,23,21
"9",0,0,2,1,4,3,5,7,6,8,11,9,32,14,10,31,28,30,13,29,12,27,21,26,18,25,16,23,20,15,24,22,19,17
"10",0,1,1,2,3,4,6,5,8,7,11,10,14,9,12,13,22,31,15,21,19,16,32,17,18,28,20,29,26,27,23,30,25,24
"11",0,1,1,2,3,7,4,6,8,11,5,10,9,31,32,19,17,14,12,13,21,29,18,16,15,22,30,28,26,24,23,20,27,25
"12",1,0,1,2,3,4,6,5,7,9,8,32,14,11,10,30,13,29,12,31,15,26,16,28,27,25,18,17,24,22,19,21,20,23
"13",1,0,1,3,2,4,5,6,7,8,14,9,23,10,12,13,32,11,31,30,26,17,18,15,29,16,24,27,28,20,25,22,19,21
"14",1,0,1,2,3,4,5,6,9,8,7,10,29,12,32,11,13,14,25,31,30,19,17,15,16,28,20,18,21,22,24,23,26,27
"15",1,0,1,2,3,4,5,6,7,32,8,10,9,12,30,31,29,13,17,16,11,14,18,21,15,28,20,26,22,19,27,23,25,24
"16",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"17",0,1,2,1,3,4,5,6,9,15,7,8,10,32,16,11,12,31,14,13,17,27,23,25,28,18,19,29,30,22,24,20,26,21
"18",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
