"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",0,0,1,2,3,5,6,4,8,7,9,11,10,15,12,30,13,26,14,32,28,27,31,25,17,29,16,21,23,18,24,19,22,20
"2",1,0,1,2,3,4,5,6,9,7,8,19,10,12,18,13,11,32,30,14,16,21,17,29,15,25,26,22,28,31,20,23,24,27
"3",1,0,1,3,2,4,7,5,6,28,8,11,9,32,14,31,30,12,29,10,18,13,20,15,21,19,16,23,22,17,27,26,24,25
"4",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"5",0,0,1,2,4,3,5,6,7,10,8,11,9,32,12,15,14,30,17,16,31,13,29,27,26,19,25,24,28,21,22,23,18,20
"6",0,0,1,3,2,4,5,8,6,9,11,13,12,7,10,15,18,31,14,27,30,32,28,17,19,26,16,22,29,25,24,23,21,20
"7",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"8",1,0,1,2,3,4,5,7,6,9,10,8,16,11,18,12,32,14,31,13,20,23,15,17,28,27,29,30,22,19,24,25,21,26
"9",1,0,1,2,4,3,5,6,7,10,8,9,11,13,12,16,32,14,30,17,31,18,15,26,29,19,21,20,27,22,25,28,24,23
"10",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"11",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"12",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"13",1,0,1,2,4,3,5,7,6,8,32,31,11,29,9,26,14,28,27,10,30,12,23,15,13,16,24,25,17,21,18,22,20,19
