"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"2",1,0,1,2,4,3,6,7,9,10,5,8,12,11,20,32,30,14,18,31,13,17,29,16,15,22,26,28,19,27,21,24,23,25
"3",0,0,1,3,2,4,5,7,6,8,9,13,10,12,32,11,18,16,30,15,17,31,14,29,26,20,24,19,22,25,27,21,28,23
"4",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"5",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"6",0,0,1,2,3,5,4,6,8,7,9,13,12,10,11,32,31,26,28,14,20,15,18,25,23,27,30,16,29,21,22,24,17,19
"7",0,0,1,2,3,5,4,6,8,7,9,11,12,10,14,16,17,13,28,15,29,20,32,31,30,21,18,19,23,25,22,24,27,26
"8",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"9",0,0,1,2,3,4,9,8,7,5,11,6,10,13,14,32,12,30,31,29,16,25,22,20,24,28,27,18,15,26,17,19,21,23
"10",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"11",0,0,1,2,3,4,7,6,5,8,10,13,11,14,9,17,15,12,32,28,31,16,30,25,19,21,18,23,26,29,22,24,20,27
"12",1,0,1,2,3,4,6,5,7,8,9,10,26,19,13,11,12,17,32,16,14,15,24,18,21,31,20,22,29,28,27,30,25,23
"13",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"14",1,0,1,2,3,4,5,8,6,7,16,10,12,9,11,15,14,19,30,23,13,29,18,17,24,22,26,32,27,31,21,20,28,25
"15",0,0,2,1,3,7,4,5,11,6,12,8,9,10,30,31,32,14,18,29,15,27,20,16,19,17,13,26,24,23,21,22,25,28
"16",0,1,1,2,4,3,5,11,6,8,7,9,14,10,13,12,32,16,31,26,15,30,17,27,23,25,29,19,18,22,20,28,24,21
"17",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"18",0,1,1,3,2,6,4,5,7,9,10,8,12,11,30,20,32,31,13,14,16,28,15,17,21,18,26,29,19,27,22,25,24,23
"19",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"20",1,0,1,2,3,5,4,6,7,8,13,9,16,14,11,25,10,19,12,23,15,18,20,17,32,27,21,28,26,30,31,22,24,29
"21",0,0,1,2,3,4,5,7,6,17,10,9,15,8,12,13,11,21,14,20,18,16,24,32,19,30,27,25,31,28,22,23,26,29
"22",1,0,2,1,3,4,7,5,6,8,11,9,10,12,13,18,16,32,14,17,15,25,31,20,19,29,30,28,23,27,21,22,24,26
"23",0,0,1,2,5,3,4,8,13,6,9,7,10,11,14,12,30,31,27,16,28,15,32,17,22,29,20,18,25,19,24,23,26,21
"24",1,0,1,2,3,7,5,4,6,8,10,11,9,30,31,14,32,13,16,27,12,29,22,25,21,15,28,17,26,20,18,19,23,24
"25",0,0,2,1,3,4,6,5,9,11,10,16,15,7,8,21,24,12,17,30,13,31,14,20,19,23,29,32,28,18,22,25,27,26
