"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",0,0,1,2,4,3,5,9,6,8,7,17,32,11,14,19,31,13,10,15,12,18,16,30,28,29,20,21,22,24,25,27,26,23
"2",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"3",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"4",0,0,2,1,3,4,6,9,5,8,7,11,31,10,22,12,32,13,18,17,14,24,15,28,21,25,30,20,16,19,27,23,29,26
"5",0,0,1,2,3,4,6,5,7,12,8,9,11,13,31,10,29,32,14,30,16,15,17,21,28,19,18,22,24,25,20,23,27,26
"6",1,0,1,2,4,3,6,5,9,32,7,11,8,10,13,30,17,12,16,29,31,15,24,14,28,20,26,19,22,18,27,21,25,23
"7",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"8",0,0,1,2,3,4,6,5,32,7,10,8,12,9,21,15,14,29,31,18,11,30,16,13,26,28,24,17,20,19,27,22,23,25
"9",0,0,1,3,2,4,5,6,10,7,9,8,20,11,14,16,18,13,12,19,26,30,15,21,32,17,31,27,29,22,23,28,25,24
"10",0,1,1,2,4,3,6,7,5,8,9,10,11,32,30,25,31,12,21,18,23,29,28,27,13,14,22,26,15,20,16,19,24,17
"11",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"12",0,0,1,2,3,5,4,11,7,6,20,13,10,9,12,8,15,32,24,31,14,27,17,23,30,18,29,16,22,21,28,19,26,25
"13",0,0,1,2,3,4,5,6,7,32,11,8,9,10,18,31,27,16,15,30,12,13,14,29,28,21,23,22,19,20,25,26,17,24
"14",1,0,1,2,4,3,6,7,5,9,32,29,11,20,8,15,30,12,31,10,13,16,28,27,14,24,21,17,25,19,18,23,22,26
"15",0,0,1,2,3,4,5,6,7,29,8,10,9,12,30,32,28,31,13,11,14,25,15,27,24,19,16,17,21,26,22,23,20,18
"16",0,0,2,3,1,4,8,6,5,7,13,32,11,10,9,12,28,26,15,16,14,31,20,17,22,19,29,18,21,24,30,27,23,25
"17",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"18",1,0,1,2,3,5,4,6,10,7,9,8,12,32,11,13,29,28,31,25,15,27,30,17,14,16,18,26,24,20,22,21,19,23
"19",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"20",0,0,1,2,3,4,7,5,6,8,9,23,10,15,12,29,11,32,14,30,13,31,28,18,20,16,17,27,19,24,25,26,22,21
"21",0,0,1,2,3,4,5,6,7,9,8,11,10,28,13,31,12,14,15,18,20,32,17,16,30,23,19,22,27,21,24,26,25,29
"22",0,0,1,2,3,4,5,6,8,7,9,11,10,13,29,20,32,12,14,27,31,23,24,30,28,17,25,26,15,19,22,21,18,16
"23",0,1,1,2,3,4,6,7,5,8,11,9,14,12,10,32,13,31,20,15,17,18,30,27,16,29,19,28,26,24,21,25,22,23
"24",0,0,1,2,3,4,5,7,6,9,8,12,10,16,11,28,14,32,31,13,25,30,17,18,15,19,22,20,21,26,29,27,23,24
"25",0,1,1,2,3,4,5,6,7,9,10,32,8,11,29,14,12,19,13,30,26,31,16,28,24,17,27,15,18,23,21,20,25,22
"26",1,0,1,2,4,3,11,6,5,7,10,8,22,13,9,12,15,16,17,18,21,32,31,19,20,24,14,28,26,23,25,27,30,29
"27",1,0,1,2,3,4,9,7,5,6,8,10,11,32,30,12,31,16,13,14,23,17,25,15,26,20,29,27,28,21,24,18,19,22
"28",0,1,1,3,2,4,5,8,6,11,7,10,9,12,13,19,18,15,16,20,32,17,14,31,23,21,24,25,27,28,30,29,22,26
"29",1,0,2,1,4,3,5,6,8,13,7,12,11,9,10,32,31,14,30,17,16,15,24,21,18,23,19,29,25,20,26,27,28,22
"30",1,0,1,3,2,4,5,6,9,7,8,32,10,23,30,11,12,31,19,18,15,20,22,28,21,13,17,26,16,25,27,14,24,29
"31",0,1,1,2,3,4,5,6,13,7,20,32,9,8,31,11,16,12,29,14,28,10,30,19,23,24,18,15,22,25,27,26,21,17
"32",0,0,1,2,3,6,4,5,8,29,7,9,10,11,32,31,26,17,30,16,15,13,24,28,14,12,27,20,25,19,21,18,23,22
"33",0,0,1,2,5,4,3,8,6,13,10,7,12,9,11,14,32,31,24,28,29,16,15,19,30,23,26,21,18,20,17,22,25,27
"34",0,0,1,2,3,4,6,5,7,8,9,10,16,32,17,11,15,12,13,14,31,20,19,30,18,27,28,26,29,24,21,25,22,23
"35",0,1,1,2,3,4,5,6,7,8,10,31,30,11,17,9,29,32,12,15,13,18,28,14,24,16,26,19,27,23,21,25,20,22
"36",1,0,1,2,3,4,6,5,7,8,32,11,14,9,10,17,12,21,13,18,19,15,27,31,30,16,24,22,20,25,23,28,26,29
"37",1,0,1,2,5,4,3,9,6,10,8,7,11,12,22,17,13,14,15,16,18,21,20,19,23,24,32,25,27,29,31,30,28,26
"38",0,0,2,1,3,4,6,5,11,7,12,8,9,10,14,13,18,15,16,19,27,17,32,20,30,21,22,31,29,24,23,26,25,28
"39",0,0,1,2,3,4,5,6,7,8,9,11,10,15,12,14,32,13,16,30,22,19,31,25,24,29,18,26,28,17,20,27,21,23
"40",0,1,1,2,3,4,5,7,6,8,9,10,32,13,11,29,20,12,31,15,14,26,16,28,17,18,23,24,27,30,22,21,25,19
"41",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"42",0,1,1,2,3,4,5,6,8,7,32,11,15,9,17,10,12,24,13,14,16,21,31,20,19,27,29,18,28,30,22,26,25,23
"43",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"44",0,0,1,2,4,3,5,6,9,7,10,32,26,8,11,12,16,29,13,30,17,28,31,27,19,20,18,25,15,14,24,23,22,21
"45",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"46",0,1,1,2,3,4,7,6,5,8,10,9,11,17,12,13,14,16,32,15,31,27,29,26,30,18,25,19,23,20,21,24,22,28
"47",0,0,1,3,2,4,5,6,7,13,8,9,32,10,30,11,29,12,14,15,31,20,16,26,19,22,17,28,27,21,23,25,24,18
"48",1,0,1,2,3,4,6,7,5,8,32,11,10,9,18,12,19,15,13,31,16,14,30,17,20,28,27,21,25,23,29,24,22,26
"49",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"50",0,0,1,2,3,4,6,8,5,9,7,13,31,10,12,30,11,16,29,32,23,14,18,28,15,21,17,27,20,22,19,25,26,24
"51",1,0,1,2,3,5,4,6,7,8,31,10,30,32,9,11,13,12,15,17,26,14,29,16,21,19,28,22,27,20,24,18,25,23
"52",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"53",1,0,1,2,3,5,4,7,32,8,6,26,9,10,11,19,13,18,31,29,12,30,14,28,16,17,15,24,27,25,23,20,22,21
"54",0,0,1,2,3,4,5,6,7,8,9,10,11,32,26,13,28,14,30,31,29,27,19,15,21,16,12,18,17,25,24,23,20,22
"55",0,0,1,2,4,3,5,6,7,8,10,9,11,17,32,13,31,12,15,30,18,14,29,27,16,24,26,21,20,25,22,23,19,28
"56",0,0,1,2,3,4,6,5,32,9,7,8,10,18,11,15,12,14,13,30,31,28,23,16,22,26,20,24,27,17,29,19,21,25
"57",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"58",1,0,1,2,3,5,4,7,6,8,13,32,9,14,11,10,31,12,28,27,17,30,16,25,22,29,26,18,21,23,24,20,15,19
"59",0,1,1,3,2,4,6,5,7,8,9,17,12,31,14,11,10,32,15,16,13,22,30,26,19,18,21,20,29,25,27,28,23,24
"60",0,0,1,2,3,4,5,6,7,10,8,31,12,11,32,13,9,16,14,21,19,15,30,17,18,27,29,28,25,20,24,22,23,26
"61",0,0,1,2,3,4,5,6,9,10,30,8,7,11,12,13,31,14,32,18,28,15,24,23,29,16,27,25,22,21,26,19,20,17
"62",1,0,1,3,2,4,5,6,10,7,22,32,30,8,29,9,31,13,16,11,12,28,18,14,24,23,15,21,20,26,25,27,19,17
"63",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"64",0,1,1,3,2,6,4,5,7,8,10,9,15,32,13,11,14,27,17,12,30,28,31,22,16,25,20,24,23,18,29,26,21,19
"65",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"66",0,0,1,2,3,4,5,6,8,7,11,9,17,10,12,14,16,13,18,15,31,30,27,32,26,25,29,22,28,19,23,24,21,20
"67",0,1,1,2,4,3,5,6,8,7,9,12,10,11,26,13,17,14,15,16,21,19,32,23,22,18,20,30,28,31,29,24,27,25
"68",0,1,1,4,2,3,5,6,7,9,8,10,11,12,16,32,14,13,17,31,15,21,18,25,19,20,23,30,26,27,24,28,29,22
"69",1,0,1,2,3,4,5,6,31,10,12,7,11,8,9,13,32,18,14,17,15,26,16,19,20,21,22,23,24,30,25,28,29,27
"70",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"71",0,0,1,2,3,4,5,6,7,8,9,12,11,31,32,28,14,10,27,29,13,30,17,15,16,18,26,19,25,20,22,21,24,23
"72",0,0,1,2,3,4,5,6,7,8,13,9,32,11,10,14,15,12,31,29,30,27,16,19,17,28,23,20,18,24,21,26,22,25
"73",0,1,1,2,3,4,6,7,5,8,9,10,29,11,30,18,13,12,14,15,31,32,17,16,22,24,26,20,23,28,27,19,21,25
"74",0,0,1,2,3,9,6,4,7,5,8,10,31,11,15,13,18,14,12,30,32,23,20,28,21,17,24,19,26,29,27,25,16,22
"75",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"76",0,1,1,2,3,4,5,6,9,11,7,15,8,12,10,13,29,28,14,16,17,19,32,18,21,31,20,30,23,25,27,24,22,26
"77",0,1,1,2,3,4,6,5,7,11,9,8,12,10,13,18,17,16,15,31,29,19,14,32,30,27,23,21,20,22,28,25,24,26
"78",1,0,1,2,3,4,5,6,7,12,8,10,9,14,13,17,11,15,31,32,25,19,16,30,24,21,18,23,27,20,26,28,22,29
"79",1,0,1,2,4,3,5,8,6,7,9,10,16,12,15,21,11,29,14,25,18,13,32,17,30,31,20,24,22,26,27,19,23,28
"80",1,0,1,3,2,4,6,5,7,9,8,31,10,12,32,13,29,11,24,17,15,14,30,16,18,21,22,25,19,20,26,28,23,27
"81",1,0,2,1,3,4,5,6,9,7,8,10,11,32,12,31,16,13,14,15,30,29,21,27,17,20,22,19,28,18,24,26,25,23
"82",0,0,1,2,3,4,6,5,7,8,11,9,18,10,15,13,12,14,16,32,31,21,29,23,22,17,26,25,28,19,27,30,24,20
"83",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"84",0,0,3,1,2,4,5,6,13,7,8,9,10,11,12,32,16,31,30,15,14,28,29,18,21,27,19,17,24,22,26,20,23,25
"85",1,0,1,2,3,4,6,5,7,8,14,9,30,10,32,31,11,13,12,21,26,27,18,28,20,15,29,25,16,23,24,17,19,22
"86",1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"87",0,1,1,2,3,4,5,7,6,8,10,14,13,32,9,11,31,21,12,15,16,27,30,26,28,17,18,29,20,25,24,22,19,23
"88",0,1,2,1,3,4,5,7,6,8,9,10,13,12,23,11,14,26,18,31,32,30,16,25,21,22,29,19,15,17,27,24,28,20
"89",0,0,1,2,3,4,7,5,11,6,8,12,14,10,31,13,9,18,20,15,19,16,17,30,32,29,25,28,21,26,23,24,27,22
"90",1,0,1,2,3,4,5,6,7,9,8,11,12,13,32,10,30,17,31,14,15,16,25,29,27,19,24,28,21,18,26,20,23,22
"91",1,0,2,1,4,3,6,5,9,7,8,10,11,13,12,16,15,14,32,26,17,31,21,29,28,30,22,19,25,18,23,20,24,27
"92",1,0,1,2,3,4,5,6,8,7,11,9,18,10,13,15,12,20,30,32,31,29,17,19,14,16,27,21,26,28,22,24,23,25
"93",1,0,1,2,3,6,4,5,7,8,16,9,11,14,30,29,12,10,32,15,13,28,26,27,31,20,24,17,19,22,18,25,23,21
"94",0,0,1,2,3,4,6,5,7,9,8,31,10,17,21,11,12,13,14,29,32,19,16,15,30,28,20,23,18,26,22,27,25,24
