"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2"
"1",0,0,1,0,1,0,0,0,2,1
"2",0,1,1,0,1,1,1,0,1,2
"3",1,1,1,1,1,1,0,0,2,1
"4",1,0,0,1,1,1,0,1,1,2
"5",0,0,1,1,1,0,1,1,1,2
"6",0,1,0,0,0,1,1,1,1,2
"7",0,1,1,0,0,0,0,0,1,2
"8",0,1,0,0,0,0,1,0,1,2
"9",1,0,0,0,1,1,1,1,1,2
"10",0,1,1,0,0,0,1,0,1,2
"11",1,0,0,1,0,0,0,1,2,1
"12",0,1,1,0,1,0,1,1,1,2
"13",1,1,0,0,1,0,0,1,2,1
"14",0,0,0,1,1,1,1,0,1,2
"15",0,1,1,1,0,0,1,0,1,2
"16",0,1,1,1,1,0,1,0,1,2
"17",0,1,1,1,1,1,0,1,1,2
"18",0,1,1,0,0,0,0,1,1,2
"19",0,0,1,0,0,1,1,1,1,2
"20",1,1,1,0,0,0,0,0,2,1
"21",1,1,0,1,0,0,0,1,2,1
"22",0,1,1,1,0,1,1,0,1,2
"23",1,0,0,1,0,1,0,0,1,2
"24",1,1,1,0,0,0,0,1,2,1
"25",1,1,1,0,0,1,1,0,2,1
"26",0,0,0,0,1,0,1,1,1,2
"27",1,0,1,0,0,0,1,1,1,2
"28",0,0,0,1,1,1,0,0,1,2
"29",1,1,0,1,0,1,0,0,2,1
"30",1,1,1,1,0,0,1,1,2,1
"31",1,1,1,1,1,1,0,0,2,1
"32",0,0,1,1,1,0,1,1,1,2
"33",0,0,1,1,1,1,1,1,1,2
"34",1,0,1,1,1,0,1,1,1,2
"35",1,0,1,1,1,1,1,0,1,2
"36",0,0,0,1,1,0,0,0,1,2
"37",0,0,1,0,1,0,1,1,1,2
"38",1,0,1,0,0,0,0,0,1,2
"39",1,0,1,1,0,0,0,1,1,2
"40",0,1,0,0,0,1,1,0,1,2
"41",0,1,0,1,0,1,0,0,1,2
"42",1,1,0,0,1,0,1,0,2,1
"43",1,0,0,0,0,1,0,1,1,2
"44",0,0,1,1,1,1,0,0,2,1
"45",0,0,0,1,1,1,0,1,1,2
"46",1,0,0,1,1,1,1,0,1,2
"47",1,0,0,0,0,0,1,0,1,2
"48",1,0,1,0,0,0,1,1,1,2
"49",0,1,0,1,0,1,1,1,1,2
"50",0,1,1,1,1,1,0,1,1,2
"51",1,0,0,0,0,0,0,0,1,2
"52",0,0,1,0,0,0,1,1,1,2
"53",0,0,0,0,1,0,0,1,1,2
"54",1,1,1,0,1,0,1,0,2,1
"55",1,1,0,0,1,0,1,1,2,1
"56",0,1,1,0,0,1,1,0,1,2
"57",0,1,0,1,0,0,1,0,1,2
"58",0,0,1,1,1,1,0,1,1,2
"59",0,1,0,0,1,1,0,0,1,2
"60",1,1,1,0,1,1,0,1,2,1
"61",0,0,0,0,0,1,0,0,1,2
"62",1,1,0,0,0,1,1,0,2,1
"63",1,0,0,0,1,0,1,1,1,2
"64",1,1,1,0,0,0,1,1,2,1
"65",1,0,1,0,0,1,0,1,2,1
"66",0,0,1,1,0,0,1,0,1,2
"67",0,1,0,0,0,1,1,1,1,2
"68",0,0,0,1,1,0,0,1,1,2
"69",0,1,1,1,0,0,1,1,1,2
"70",1,0,0,1,0,1,0,1,1,2
"71",0,0,0,1,0,1,1,0,1,2
"72",1,0,1,0,1,1,0,0,1,2
"73",1,1,1,0,0,0,0,0,2,1
"74",0,1,1,1,0,0,1,1,1,2
"75",0,0,1,1,1,0,1,1,1,2
"76",0,0,1,1,0,1,1,1,1,2
"77",1,1,1,0,0,0,1,0,2,1
"78",0,1,1,1,0,0,0,0,1,2
"79",1,1,0,1,1,1,0,0,2,1
"80",1,0,1,0,0,0,0,0,1,2
"81",0,0,0,0,0,1,1,1,1,2
"82",0,1,0,0,1,0,0,1,1,2
"83",1,1,1,1,1,0,1,1,2,1
"84",0,0,0,1,0,1,1,0,1,2
"85",1,1,0,1,1,1,0,1,2,1
"86",0,0,1,0,1,1,1,0,1,2
"87",0,1,1,0,1,1,0,0,1,2
"88",1,0,0,1,1,0,1,1,1,2
"89",1,0,0,0,1,1,0,0,1,2
"90",0,0,0,1,0,1,1,1,1,2
"91",0,0,0,1,1,1,1,1,1,2
"92",0,1,1,0,1,0,0,1,1,2
"93",0,0,0,0,0,1,0,0,1,2
"94",1,1,0,1,0,1,0,1,2,1
"95",1,1,1,1,0,1,0,1,2,1
"96",1,1,0,1,1,0,1,0,2,1
"97",1,1,1,0,1,0,0,1,2,1
"98",0,1,1,0,0,1,1,1,1,2
"99",1,0,0,0,1,1,0,0,2,1
"100",0,0,1,0,1,0,1,0,1,2
"101",0,1,0,1,0,1,1,0,1,2
"102",1,0,0,1,0,0,0,1,1,2
"103",0,0,0,0,0,1,1,0,1,2
"104",1,1,1,0,0,0,1,1,2,1
"105",0,0,0,1,1,0,1,1,1,2
"106",0,0,0,0,0,0,1,0,1,2
"107",1,0,0,0,0,0,1,1,2,1
"108",0,0,1,0,0,1,0,1,1,2
"109",0,0,0,0,0,1,1,0,1,2
"110",1,1,0,1,0,0,0,1,2,1
"111",0,1,1,0,1,1,0,0,1,2
"112",0,1,1,0,0,0,0,0,1,2
"113",1,0,0,0,1,1,1,0,1,2
"114",1,1,1,0,0,1,1,0,2,1
"115",0,0,0,1,0,1,0,0,1,2
"116",1,1,1,0,0,1,1,1,2,1
"117",1,1,1,1,0,1,1,0,2,1
"118",1,1,0,0,0,1,1,1,2,1
"119",0,1,0,0,0,0,0,0,1,2
"120",1,1,0,1,1,0,1,0,2,1
"121",0,0,1,0,1,1,1,1,1,2
"122",1,1,0,1,0,0,0,1,2,1
"123",1,0,0,0,0,0,1,1,1,2
"124",0,0,1,1,0,0,0,0,1,2
"125",0,1,1,0,0,1,1,0,1,2
"126",0,0,1,1,0,0,0,1,1,2
"127",1,0,1,1,0,0,0,0,1,2
"128",0,0,0,0,0,1,1,1,1,2
"129",0,0,1,0,1,0,0,0,1,2
"130",1,1,1,0,0,1,0,0,2,1
"131",1,0,1,0,1,1,1,0,1,2
"132",1,1,1,1,1,0,1,0,2,1
"133",0,0,1,0,1,1,0,0,1,2
"134",0,1,0,1,1,0,0,0,1,2
"135",0,0,0,0,1,1,0,0,1,2
"136",1,0,0,0,1,1,0,1,1,2
"137",1,1,1,0,1,1,1,1,2,1
"138",0,1,1,0,1,1,1,1,1,2
"139",1,1,1,1,0,1,1,1,2,1
"140",0,1,1,1,0,1,0,1,1,2
"141",1,1,1,0,0,1,1,1,2,1
"142",0,1,1,0,1,0,1,1,1,2
"143",0,1,0,1,0,0,0,1,1,2
"144",1,0,1,0,0,1,1,1,1,2
"145",0,1,1,0,1,1,0,1,1,2
"146",0,0,1,0,1,1,1,1,1,2
"147",0,1,0,0,1,0,0,0,2,1
"148",1,0,0,0,1,1,1,1,1,2
"149",0,0,0,1,1,0,1,0,1,2
"150",0,1,1,1,1,1,1,1,1,2
"151",0,0,1,1,1,1,0,0,1,2
"152",1,1,0,1,0,0,0,1,2,1
"153",0,0,1,0,0,0,1,1,1,2
"154",1,0,1,0,1,1,0,0,1,2
"155",0,1,1,0,1,0,0,1,1,2
"156",1,1,0,0,1,0,1,0,2,1
"157",0,0,0,0,0,1,0,0,1,2
"158",0,0,0,0,0,0,1,0,1,2
"159",0,1,0,0,0,0,0,1,1,2
"160",1,0,1,1,1,1,1,1,1,2
"161",0,0,1,0,1,1,0,1,2,1
"162",0,1,1,0,1,0,1,1,1,2
"163",1,0,0,0,0,0,1,1,1,2
"164",0,0,0,1,0,0,1,1,1,2
"165",1,1,0,1,0,1,0,1,2,1
"166",0,0,1,1,1,1,0,0,2,1
"167",0,0,1,0,1,0,1,0,1,2
"168",1,0,0,0,1,0,0,0,1,2
"169",1,0,1,1,0,0,1,0,1,2
"170",1,1,0,1,1,1,1,0,2,1
"171",1,0,1,0,0,1,1,1,1,2
"172",1,0,1,1,1,0,0,1,1,2
"173",0,0,0,1,1,0,1,0,1,2
"174",0,0,1,0,0,1,1,0,1,2
"175",0,0,0,0,0,1,1,1,1,2
"176",1,1,1,1,1,0,0,0,2,1
"177",0,1,0,1,0,1,1,1,1,2
"178",1,1,1,0,1,0,0,1,2,1
"179",0,0,1,0,0,0,1,1,1,2
"180",1,0,1,0,0,1,0,0,2,1
"181",1,1,1,0,1,0,1,1,2,1
"182",1,1,1,1,0,0,1,1,2,1
"183",1,0,0,0,0,1,0,0,1,2
"184",0,1,1,1,1,0,0,1,1,2
"185",1,0,0,0,0,1,0,0,1,2
"186",1,1,0,1,0,1,0,0,2,1
"187",1,1,0,0,0,1,1,1,2,1
"188",1,0,0,0,1,1,1,1,1,2
"189",1,1,0,1,1,0,0,1,2,1
"190",1,1,1,1,1,0,0,1,2,1
"191",1,0,0,0,1,1,0,1,1,2
"192",1,0,0,1,1,0,0,0,1,2
"193",0,0,0,1,0,1,1,0,1,2
"194",1,0,0,0,0,1,0,0,1,2
"195",0,1,1,0,0,1,1,0,2,1
"196",0,1,1,0,0,1,0,0,1,2
"197",1,1,0,0,1,0,1,0,2,1
"198",0,1,0,1,0,0,0,0,1,2
"199",0,0,0,0,0,1,0,0,2,1
"200",0,1,1,1,1,0,0,1,1,2
"201",1,0,0,0,1,0,0,0,1,2
"202",0,1,0,1,0,0,0,1,1,2
"203",0,0,0,1,0,0,1,1,1,2
"204",0,0,0,1,0,1,1,0,1,2
"205",0,1,0,1,0,1,1,1,1,2
"206",0,1,1,0,1,0,1,1,1,2
"207",0,1,0,0,0,1,0,1,1,2
"208",1,0,1,1,1,1,0,1,1,2
"209",1,0,1,1,0,0,0,1,1,2
"210",0,0,1,1,0,0,1,1,1,2
"211",1,0,0,1,1,0,1,1,2,1
"212",1,1,1,0,0,1,1,0,2,1
"213",1,0,1,0,0,0,0,1,1,2
"214",1,1,1,0,0,0,0,0,2,1
"215",0,1,1,1,0,0,1,1,1,2
"216",1,0,1,1,1,0,1,0,1,2
"217",0,1,1,1,0,1,0,0,1,2
"218",0,1,1,1,1,0,0,1,1,2
"219",1,1,0,1,0,0,0,1,2,1
"220",1,1,0,1,0,1,0,0,2,1
"221",0,1,0,0,0,1,1,0,1,2
"222",0,1,0,1,1,0,1,1,1,2
"223",0,0,0,1,1,0,1,1,1,2
"224",1,0,0,0,1,1,0,0,1,2
"225",0,1,1,0,1,0,1,1,1,2
"226",0,0,1,1,1,1,0,0,1,2
"227",0,1,0,0,1,0,0,0,1,2
"228",1,0,1,0,1,1,0,0,1,2
"229",1,1,0,1,1,0,0,0,2,1
"230",1,0,1,1,1,1,0,0,1,2
"231",0,1,0,1,1,0,0,0,1,2
"232",1,0,1,1,0,0,1,0,1,2
"233",1,0,1,0,0,1,1,1,1,2
"234",1,1,0,1,0,1,0,1,2,1
"235",1,1,0,1,1,1,1,1,2,1
"236",0,1,1,1,0,1,1,0,1,2
"237",0,0,0,0,0,1,1,1,1,2
"238",0,0,0,0,0,1,1,1,1,2
"239",0,1,0,0,1,0,0,0,1,2
"240",0,1,0,1,1,1,1,1,1,2
"241",0,1,0,0,0,1,1,0,1,2
"242",1,0,0,1,1,1,0,1,1,2
"243",1,0,0,1,1,1,0,1,1,2
"244",0,1,1,0,0,1,1,1,1,2
"245",0,0,1,1,0,1,1,1,1,2
"246",1,0,1,0,1,0,1,1,1,2
"247",1,1,0,1,0,0,0,1,2,1
"248",1,1,1,0,0,0,1,1,2,1
"249",0,1,0,1,0,0,0,1,1,2
"250",1,1,0,0,0,1,1,0,2,1
"251",0,1,1,1,1,0,0,0,1,2
"252",1,1,0,0,0,0,0,0,2,1
"253",1,1,1,0,0,0,0,1,2,1
"254",1,1,0,1,0,1,0,1,2,1
"255",1,1,0,1,1,1,0,1,2,1
"256",0,1,0,0,0,1,1,0,1,2
"257",1,1,0,0,1,1,1,1,2,1
"258",0,0,1,0,0,1,1,0,1,2
"259",0,0,0,1,1,0,0,0,1,2
"260",0,1,0,1,1,0,0,0,1,2
"261",1,1,1,1,0,0,1,1,2,1
"262",0,0,0,0,1,1,1,1,1,2
"263",0,0,0,0,1,0,1,0,2,1
"264",1,1,0,1,1,1,0,1,2,1
"265",0,1,1,1,1,1,1,0,1,2
"266",1,1,1,0,0,1,0,0,2,1
"267",0,0,0,0,0,0,1,1,1,2
"268",1,1,0,1,0,0,0,1,2,1
"269",1,1,0,1,1,0,1,1,2,1
"270",1,1,1,1,0,1,1,1,2,1
"271",0,1,0,0,0,1,1,0,1,2
"272",0,0,1,1,1,0,0,0,1,2
"273",0,0,0,0,1,1,0,1,1,2
"274",1,1,1,1,0,0,0,0,2,1
"275",0,0,1,1,0,0,1,0,1,2
"276",0,1,0,0,1,0,0,1,1,2
"277",0,1,0,1,1,0,1,0,2,1
"278",0,0,1,0,0,0,1,0,1,2
"279",0,0,0,0,1,0,1,1,1,2
"280",0,1,0,1,1,1,1,1,1,2
"281",0,0,0,0,0,0,0,0,1,2
"282",1,0,0,0,1,0,1,1,1,2
"283",1,0,1,1,0,0,0,0,1,2
"284",0,0,1,1,1,0,1,0,1,2
"285",0,0,0,0,1,0,1,1,1,2
"286",1,0,1,1,1,1,1,1,1,2
"287",1,0,1,0,0,0,0,0,1,2
"288",0,0,1,0,1,0,0,1,1,2
"289",1,1,1,0,0,1,0,1,2,1
"290",0,0,0,1,0,1,1,0,1,2
"291",1,1,1,0,1,1,1,1,2,1
"292",0,0,0,0,1,1,1,1,2,1
"293",1,0,1,1,0,1,1,1,2,1
"294",0,1,1,1,0,0,1,0,1,2
"295",1,0,0,0,1,0,0,0,1,2
"296",1,1,1,1,1,0,0,0,2,1
"297",0,1,1,1,1,0,1,1,1,2
"298",0,1,0,0,0,0,0,1,1,2
"299",0,1,1,1,1,1,0,1,1,2
"300",1,1,1,0,1,1,0,0,2,1
"301",1,1,0,0,0,1,0,0,2,1
"302",0,1,0,0,1,1,1,1,1,2
"303",0,0,1,1,0,1,1,0,1,2
"304",1,1,0,1,1,0,1,0,2,1
"305",1,1,1,1,0,0,0,0,2,1
"306",1,1,0,0,0,1,1,0,2,1
"307",1,1,0,0,0,0,0,1,2,1
"308",0,0,1,0,0,1,1,1,1,2
"309",1,1,0,0,0,1,0,1,2,1
"310",0,1,1,1,1,0,0,1,1,2
"311",0,1,0,1,1,0,1,1,1,2
"312",0,1,1,0,0,0,0,0,1,2
"313",1,1,0,0,0,1,1,1,2,1
"314",1,1,1,0,1,0,0,1,2,1
"315",0,1,1,1,0,1,0,0,1,2
"316",0,1,1,0,1,0,1,1,1,2
"317",0,1,1,1,0,0,1,0,2,1
"318",1,1,0,0,1,1,1,1,2,1
"319",1,1,1,0,0,1,0,1,2,1
"320",0,1,1,1,1,0,0,1,1,2
"321",0,1,0,0,0,1,0,0,1,2
"322",1,1,1,0,0,1,0,0,2,1
"323",1,1,1,1,1,0,0,0,2,1
