"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",1,0,0,1,1,0,1,0,1,2,3,4,5,6,8,7,30,11,10,9,32,12,15,21,29,24,28,31,26,17,13,23,27,25,16,20,14,19,18,22
"2",0,1,1,0,0,1,1,1,1,2,3,4,5,7,9,6,10,15,11,13,8,14,12,17,32,31,29,25,30,21,28,19,16,18,24,27,23,22,20,26
"3",0,1,1,0,0,1,0,1,1,2,3,4,6,5,7,9,14,8,12,11,31,13,10,16,28,30,17,19,32,18,15,20,29,24,22,21,25,27,26,23
"4",0,0,1,1,0,1,1,0,1,4,2,3,5,7,6,8,9,14,12,32,11,10,26,30,13,31,19,23,22,15,16,27,17,24,25,28,29,21,20,18
"5",0,0,0,1,1,1,0,1,1,2,3,4,5,6,8,7,9,11,14,23,12,15,13,10,16,32,24,20,31,30,27,28,17,25,18,29,21,26,22,19
"6",0,1,1,0,0,1,1,1,1,3,2,5,4,6,7,8,10,9,12,11,14,32,17,13,29,18,16,24,30,19,15,20,31,22,25,26,23,21,27,28
"7",0,1,0,1,1,0,1,1,1,2,3,5,4,6,7,8,11,12,10,9,13,17,15,18,14,16,29,32,30,31,19,28,23,22,20,21,27,25,26,24
"8",0,0,1,1,0,0,0,1,1,2,4,3,5,7,6,8,9,11,10,12,13,14,30,22,17,15,32,24,19,16,18,27,26,21,25,23,31,20,29,28
"9",0,1,0,0,0,1,1,0,1,2,3,4,7,5,6,10,9,8,13,11,15,16,32,14,17,12,29,25,21,18,19,23,31,22,30,24,27,20,26,28
"10",1,1,0,0,0,1,1,1,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"11",1,1,1,0,0,1,1,0,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"12",0,0,0,1,1,1,1,0,1,2,3,4,5,6,7,8,12,10,14,9,11,30,15,13,31,32,16,17,19,18,28,22,21,29,20,27,26,24,25,23
"13",0,0,0,1,1,1,0,0,1,2,3,4,5,6,7,8,9,11,10,32,12,28,30,31,13,25,26,17,14,23,16,21,29,19,27,15,22,24,18,20
"14",1,1,1,1,1,1,1,1,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"15",0,1,0,1,1,0,1,1,1,2,3,4,5,6,7,8,11,30,12,9,10,32,23,31,13,17,22,26,29,16,28,14,27,15,21,18,20,19,25,24
"16",0,1,0,1,1,0,0,1,1,2,4,3,6,13,8,5,7,10,12,32,9,30,14,11,18,31,23,16,15,29,28,21,26,19,17,20,22,24,27,25
"17",1,1,0,1,1,0,0,0,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"18",1,1,0,0,1,0,0,0,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"19",1,0,1,0,1,0,0,1,2,1,3,5,4,6,7,9,32,8,10,12,13,16,11,14,15,30,17,28,31,23,19,26,29,21,27,18,20,25,24,22
