"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",0,0,1,0,1,0,0,1,1,2,3,5,4,6,8,7,11,12,31,9,32,29,13,14,10,30,15,18,17,16,20,27,19,23,26,28,21,22,24,25
"2",1,0,1,0,0,1,1,1,1,2,3,4,7,6,5,9,14,26,10,8,29,11,13,12,19,15,18,32,16,22,30,21,17,28,31,27,24,25,20,23
"3",0,1,1,1,1,0,1,0,1,2,3,4,5,6,11,7,12,9,10,8,32,19,13,16,31,14,21,15,26,20,18,17,28,27,29,25,23,22,30,24
"4",0,1,0,0,0,0,0,0,1,2,3,4,5,6,10,7,8,32,11,9,12,13,31,17,14,21,29,15,30,16,19,26,25,28,22,24,27,18,20,23
"5",0,1,0,0,0,1,0,1,1,2,3,4,6,32,5,8,7,27,9,31,12,10,13,16,17,11,14,30,29,26,22,24,15,28,21,25,18,20,23,19
"6",0,1,0,1,0,1,1,1,1,2,3,4,5,6,7,31,16,8,32,9,15,10,30,11,28,14,13,12,29,25,27,26,23,21,17,19,24,22,20,18
"7",1,0,1,0,1,0,0,1,1,2,3,4,5,7,6,8,15,10,14,11,9,12,13,16,18,27,17,20,28,21,19,29,22,31,23,32,25,24,30,26
"8",0,0,0,0,1,0,0,0,1,3,2,5,4,7,9,6,8,11,10,23,15,13,31,18,12,32,14,20,30,17,16,28,21,27,29,19,22,25,26,24
"9",0,1,0,1,1,0,0,1,1,2,3,5,4,6,8,7,29,9,10,11,14,12,32,16,13,18,15,21,27,30,31,17,20,19,28,23,24,26,22,25
"10",1,0,1,1,0,0,0,1,1,2,3,5,4,6,8,12,10,7,11,9,32,14,15,13,29,16,24,25,31,19,20,18,23,30,17,28,26,22,21,27
"11",0,1,1,1,1,1,1,1,1,2,3,5,6,4,7,10,8,31,32,30,11,29,9,12,28,26,16,14,18,25,13,27,15,17,24,20,19,23,22,21
"12",0,1,0,0,0,0,0,0,1,2,4,3,5,7,6,8,12,9,10,11,13,31,32,14,30,29,15,16,24,23,17,28,19,26,21,20,25,18,22,27
"13",0,0,0,1,0,0,1,0,1,2,4,3,5,10,6,7,9,12,13,27,8,14,11,15,32,17,30,31,20,19,28,29,16,22,18,24,25,21,26,23
"14",0,0,0,0,1,0,1,1,1,2,3,4,6,5,7,8,9,10,11,17,32,19,31,12,13,30,29,16,24,14,15,27,28,18,26,21,20,25,22,23
"15",0,0,0,1,0,1,0,0,1,2,3,4,6,14,5,7,9,8,19,10,11,12,31,32,15,18,17,13,22,21,16,29,23,28,20,24,30,26,27,25
"16",0,0,1,1,1,0,0,1,1,2,3,4,6,5,7,8,9,32,10,13,12,31,11,14,15,29,30,21,16,17,24,18,25,28,19,22,20,26,23,27
"17",0,0,1,0,0,1,0,0,1,2,3,5,4,7,6,9,8,32,11,13,19,10,27,14,31,29,12,30,15,20,26,23,28,16,25,17,21,18,22,24
"18",0,1,1,1,1,0,0,1,1,2,3,6,4,11,5,7,8,12,9,10,30,13,23,15,14,32,19,29,28,16,22,26,17,27,31,18,20,21,25,24
"19",1,1,0,0,0,0,0,0,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
