"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",0,0,0,0,1,0,1,1,1,2,3,4,6,7,5,8,11,10,32,9,31,13,28,12,27,25,29,30,17,14,15,18,19,16,26,22,24,23,21,20
"2",0,1,1,1,1,0,1,0,1,2,4,3,5,6,9,8,7,12,10,11,15,32,16,14,19,13,17,18,25,31,30,23,24,26,27,21,22,29,28,20
"3",1,0,0,0,1,0,0,0,1,2,3,4,5,6,7,10,8,9,11,12,14,13,16,32,17,31,20,15,22,24,18,19,30,26,28,21,29,27,23,25
"4",0,1,1,0,1,1,1,1,1,2,3,4,5,6,8,7,9,31,12,18,10,30,32,13,11,29,27,25,14,26,28,15,20,22,17,19,16,21,23,24
"5",1,1,1,0,0,0,0,1,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"6",0,1,1,0,0,0,1,1,1,3,2,5,4,6,32,9,8,7,12,10,26,28,30,24,13,11,31,29,21,27,14,23,15,25,17,16,20,19,22,18
"7",1,0,0,0,1,0,1,1,1,2,3,4,6,7,5,8,9,10,11,12,29,13,18,32,16,15,31,14,19,30,27,17,25,28,23,21,26,24,20,22
"8",0,0,0,1,0,1,1,1,2,1,3,4,5,6,9,7,12,30,17,8,10,14,31,32,16,11,23,13,20,15,28,21,27,19,24,18,25,29,22,26
"9",0,1,0,0,1,0,1,1,2,1,3,4,6,7,8,14,17,32,5,10,15,9,31,11,25,12,27,28,30,18,29,13,19,16,22,24,26,21,20,23
"10",0,0,1,0,1,0,1,1,1,3,2,4,6,5,10,14,7,13,9,8,31,32,30,22,24,15,11,12,23,28,27,25,16,29,26,17,19,20,21,18
"11",1,0,0,0,0,0,0,0,1,2,3,6,4,5,7,8,10,9,18,12,11,13,32,16,15,14,27,17,31,30,22,19,29,20,24,25,21,28,26,23
"12",0,0,1,1,1,1,0,1,1,2,4,3,5,7,6,9,10,13,8,15,11,12,29,32,30,14,31,27,16,17,20,18,19,28,25,26,21,23,24,22
"13",0,1,1,0,1,1,0,1,1,2,3,4,5,32,8,6,7,9,28,10,15,31,13,16,12,11,14,23,17,18,20,19,29,26,21,30,24,22,27,25
"14",1,1,0,1,1,0,0,1,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"15",0,1,0,1,1,1,0,0,1,2,3,5,4,9,11,7,6,13,10,8,31,16,18,12,32,15,28,14,30,29,17,23,25,22,24,27,21,19,20,26
"16",0,0,1,0,1,0,1,1,2,1,3,4,9,5,10,6,8,7,11,29,32,13,12,20,17,31,28,26,30,27,14,18,15,23,24,16,19,21,25,22
"17",0,0,0,0,0,0,0,0,1,2,3,5,4,7,8,6,10,16,9,11,32,12,22,15,13,31,30,18,17,14,25,19,20,26,29,24,28,23,21,27
"18",1,1,1,1,1,0,1,0,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"19",1,1,0,0,0,0,0,1,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"20",0,0,1,1,0,0,1,1,1,2,3,4,7,5,8,6,9,32,10,31,13,11,12,14,27,15,16,20,30,18,29,22,26,23,17,25,28,21,24,19
"21",1,1,1,0,0,0,0,1,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"22",0,1,1,1,0,1,0,0,1,2,3,4,5,8,6,7,9,13,10,31,11,16,18,32,12,29,15,14,27,25,30,26,19,20,21,28,17,22,24,23
"23",1,1,0,0,0,1,0,1,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"24",0,0,0,0,0,1,1,1,1,2,4,3,7,6,5,10,8,12,11,9,13,19,16,15,17,14,30,24,20,18,31,22,21,25,32,23,28,29,26,27
"25",1,1,0,0,1,0,0,1,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"26",1,0,1,1,1,1,1,1,1,2,4,3,6,5,7,8,9,28,32,11,31,26,10,14,16,17,12,13,15,29,30,20,25,21,27,19,18,24,23,22
"27",0,0,1,0,1,1,0,1,1,2,3,5,10,4,6,9,7,8,31,29,11,12,30,14,13,32,26,27,15,23,28,24,18,20,19,22,25,21,17,16
"28",0,1,1,0,1,1,0,0,1,2,3,4,6,5,9,8,7,11,10,32,30,31,13,12,28,18,27,22,14,15,16,29,23,25,24,26,17,19,21,20
"29",0,0,1,0,0,1,0,1,1,2,3,4,5,6,7,31,32,27,8,9,14,11,30,29,28,10,24,15,13,12,25,18,16,19,22,17,20,23,26,21
"30",0,0,1,1,1,0,0,0,1,2,3,4,6,7,5,8,13,9,10,11,28,12,15,16,18,14,29,19,30,32,25,17,20,26,31,21,24,27,22,23
"31",0,0,0,0,0,0,1,1,1,3,4,2,5,7,8,6,16,17,10,12,32,14,9,26,13,11,30,24,31,15,18,28,22,29,19,25,23,20,27,21
"32",0,0,1,1,1,0,1,0,1,2,3,4,5,6,8,9,7,30,11,10,29,13,32,12,15,31,26,14,27,28,17,25,23,24,16,19,22,21,20,18
"33",1,1,1,1,0,1,0,1,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"34",1,1,1,0,0,1,1,1,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"35",1,1,1,1,1,1,0,0,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"36",1,0,1,1,0,0,1,1,2,1,3,5,4,7,6,10,8,9,14,12,11,32,15,17,13,26,28,20,18,16,31,22,30,27,29,23,24,19,25,21
"37",0,1,0,0,1,1,1,0,1,2,3,4,5,6,7,32,10,11,8,16,9,12,17,15,30,13,31,21,27,29,14,18,28,23,19,20,24,26,25,22
"38",1,1,1,1,0,0,1,0,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"39",0,0,0,0,1,0,0,1,1,2,4,3,5,7,6,11,27,9,12,8,32,10,31,13,20,14,15,28,29,16,30,18,24,21,17,19,25,23,22,26
"40",0,0,0,1,1,1,0,0,1,2,3,5,4,7,6,10,8,12,13,9,21,11,22,14,28,17,25,15,19,16,20,31,18,27,32,30,23,29,24,26
"41",0,1,1,1,0,1,0,0,1,2,3,4,6,5,9,8,7,10,31,11,13,12,14,15,26,16,30,21,27,32,17,29,28,20,23,18,19,25,24,22
"42",0,0,0,0,0,1,0,0,1,2,3,5,4,6,7,32,8,9,10,12,11,14,19,13,15,31,18,21,17,23,16,22,26,20,30,24,25,29,28,27
"43",1,1,1,1,1,0,1,0,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"44",0,1,1,0,1,0,1,1,1,2,3,4,5,6,7,10,9,8,16,11,13,19,12,15,17,20,23,14,29,32,18,28,22,31,21,30,27,25,26,24
"45",1,1,1,1,1,0,1,1,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"46",1,1,0,0,1,0,0,1,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"47",1,1,1,0,1,0,0,1,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"48",1,1,0,0,1,0,0,0,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"49",0,0,1,1,0,1,0,0,1,3,2,6,4,9,5,16,7,13,11,8,10,12,14,32,15,17,20,18,30,19,25,29,21,31,28,27,22,23,26,24
"50",0,0,1,1,0,0,1,1,1,2,3,4,5,6,7,26,12,10,8,9,31,32,28,15,11,19,30,13,14,27,25,21,29,24,16,23,22,20,18,17
