"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",1,0,0,0,1,1,1,1,1,3,2,4,6,5,7,8,32,11,10,9,15,31,30,22,27,12,13,29,14,20,28,16,23,24,17,26,18,19,25,21
"2",0,1,1,1,0,0,1,1,1,2,3,4,5,7,6,8,17,9,11,10,30,12,14,13,32,31,28,15,29,26,27,16,21,19,24,20,25,22,23,18
"3",0,0,0,0,0,0,1,0,2,1,3,4,5,7,8,11,6,9,10,19,13,12,32,15,31,21,22,29,14,30,16,17,18,27,28,20,25,23,26,24
"4",0,0,1,1,1,0,0,0,1,2,3,5,4,8,6,10,12,7,9,11,13,14,15,16,32,18,17,20,23,26,29,30,19,28,31,21,27,24,22,25
"5",1,0,1,0,1,0,1,1,1,2,3,4,5,6,7,8,10,11,9,19,32,16,14,13,17,12,15,31,30,18,21,28,25,24,20,27,29,26,23,22
"6",1,0,1,1,0,0,1,0,1,2,3,4,5,7,6,8,32,12,10,9,19,13,11,15,31,14,30,16,17,23,18,21,20,28,29,24,26,25,22,27
"7",0,1,0,0,0,0,0,0,1,2,3,4,5,6,7,8,16,15,13,11,10,9,14,17,12,32,31,28,19,18,20,23,29,21,24,26,30,22,25,27
"8",0,1,1,1,1,0,1,0,1,3,2,4,5,6,8,10,7,12,9,15,11,31,13,14,18,29,32,19,20,30,17,16,28,24,27,26,25,21,22,23
"9",0,1,1,0,1,1,1,0,2,1,3,4,5,7,8,6,9,16,13,30,12,14,15,10,31,32,11,19,23,26,22,18,17,21,29,28,25,27,20,24
"10",1,1,0,0,0,1,1,1,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"11",1,1,0,1,0,0,0,0,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"12",1,1,0,0,1,0,1,0,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"13",1,0,1,0,1,1,0,0,1,2,3,5,4,6,7,8,9,11,10,32,14,12,13,18,19,29,16,17,25,15,31,24,20,28,22,21,30,23,27,26
"14",0,1,1,1,0,1,0,1,1,2,3,7,4,5,12,6,32,11,8,20,14,10,9,17,31,30,27,29,28,24,13,16,15,26,25,18,23,21,19,22
"15",1,1,0,0,1,0,0,1,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"16",1,0,1,1,1,0,1,1,1,2,3,6,4,5,9,8,7,13,10,11,21,14,16,15,31,19,12,17,32,30,20,28,18,27,22,23,29,24,26,25
"17",1,1,0,1,1,0,0,1,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"18",0,0,0,1,1,0,0,0,1,2,4,3,5,6,7,8,10,9,32,11,13,12,27,31,30,29,26,28,14,25,23,18,16,24,17,15,20,22,19,21
"19",0,0,1,1,0,1,1,0,1,2,4,3,10,5,14,8,6,7,9,11,32,17,12,21,15,31,16,13,23,27,20,18,22,29,30,28,26,19,25,24
"20",1,0,0,1,1,1,0,0,1,2,3,5,4,7,8,9,6,31,11,10,12,13,32,23,14,27,29,17,21,30,26,28,25,15,24,20,18,19,16,22
"21",1,1,1,0,1,0,1,1,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"22",1,1,1,1,1,0,0,0,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
