"","descriptor1","descriptor2","party1","party2"
"1",1,0,1,2
"2",0,1,2,1
"3",0,1,1,2
"4",0,1,1,2
"5",0,1,1,2
"6",1,1,2,1
"7",0,1,1,2
"8",1,0,2,1
"9",0,1,1,2
"10",1,0,1,2
"11",0,0,2,1
"12",0,1,2,1
"13",0,0,1,2
"14",0,0,1,2
"15",1,1,2,1
"16",0,1,1,2
"17",0,1,1,2
"18",0,1,1,2
"19",0,1,1,2
"20",0,1,1,2
"21",1,0,1,2
"22",0,1,1,2
"23",0,0,1,2
"24",0,0,1,2
"25",1,1,2,1
"26",1,0,1,2
"27",1,1,2,1
"28",1,0,1,2
"29",1,1,2,1
"30",1,1,2,1
"31",1,0,1,2
"32",0,0,1,2
"33",1,0,1,2
"34",0,0,1,2
"35",0,1,2,1
"36",1,0,1,2
"37",1,0,1,2
"38",0,0,1,2
"39",0,0,1,2
"40",0,1,1,2
"41",1,1,2,1
"42",1,1,2,1
"43",0,0,1,2
"44",0,0,1,2
"45",0,1,1,2
"46",1,1,2,1
"47",0,0,1,2
"48",1,0,1,2
"49",0,1,1,2
"50",1,1,2,1
"51",0,0,1,2
"52",0,1,1,2
"53",0,1,1,2
"54",1,1,2,1
"55",1,0,1,2
"56",1,1,2,1
"57",1,1,2,1
"58",1,0,1,2
"59",1,0,2,1
"60",1,1,2,1
"61",1,1,2,1
"62",0,0,1,2
"63",0,0,1,2
"64",1,1,2,1
"65",1,1,2,1
"66",0,1,1,2
"67",0,0,1,2
"68",1,0,1,2
"69",1,1,2,1
"70",0,0,1,2
"71",0,0,1,2
"72",1,1,2,1
"73",1,1,2,1
"74",0,1,1,2
"75",1,1,2,1
"76",1,0,1,2
"77",1,1,2,1
"78",0,1,1,2
"79",0,1,2,1
"80",1,1,2,1
"81",1,1,2,1
"82",1,1,2,1
"83",1,1,2,1
"84",1,1,2,1
"85",1,0,1,2
"86",0,1,1,2
"87",1,0,1,2
"88",0,0,1,2
"89",0,1,1,2
"90",1,0,1,2
"91",1,0,2,1
"92",1,1,2,1
"93",0,0,1,2
"94",0,1,1,2
"95",0,1,2,1
"96",0,1,2,1
"97",0,0,2,1
"98",1,0,1,2
"99",1,1,2,1
"100",0,0,1,2
"101",0,1,1,2
"102",0,1,1,2
"103",0,0,1,2
"104",1,1,2,1
"105",1,0,1,2
"106",1,1,2,1
"107",1,1,2,1
"108",0,0,1,2
"109",1,0,1,2
"110",1,1,2,1
"111",1,1,2,1
"112",1,0,1,2
"113",0,1,1,2
"114",1,1,2,1
"115",0,0,1,2
"116",1,0,1,2
"117",0,0,1,2
"118",1,1,2,1
"119",0,1,1,2
"120",1,1,2,1
"121",0,0,1,2
"122",1,0,1,2
"123",1,1,2,1
"124",1,0,1,2
"125",1,0,1,2
"126",1,0,1,2
"127",1,1,2,1
"128",1,0,2,1
"129",0,1,1,2
"130",1,0,1,2
"131",0,1,1,2
"132",0,0,1,2
"133",0,1,2,1
"134",1,1,2,1
"135",0,0,1,2
"136",1,1,2,1
"137",0,0,1,2
"138",1,1,2,1
"139",1,1,2,1
"140",0,1,1,2
"141",1,1,2,1
"142",1,0,1,2
"143",0,0,1,2
"144",0,0,1,2
"145",0,0,2,1
"146",1,0,1,2
"147",0,1,1,2
"148",0,0,1,2
"149",0,0,1,2
"150",0,0,1,2
"151",0,1,1,2
"152",1,1,2,1
"153",1,0,1,2
"154",1,0,1,2
"155",0,0,1,2
"156",0,1,2,1
"157",1,0,1,2
"158",1,1,2,1
"159",0,1,1,2
"160",0,1,1,2
"161",0,1,2,1
"162",1,0,1,2
"163",1,0,1,2
"164",1,1,2,1
"165",0,0,1,2
"166",1,0,1,2
"167",0,1,1,2
"168",1,0,2,1
"169",0,1,1,2
"170",0,1,1,2
"171",1,1,2,1
"172",0,1,1,2
"173",1,0,1,2
"174",0,1,1,2
"175",1,1,2,1
"176",1,0,1,2
"177",0,0,1,2
"178",1,1,2,1
"179",1,1,2,1
"180",0,1,1,2
"181",1,1,2,1
"182",0,1,2,1
"183",1,1,2,1
"184",0,0,1,2
"185",0,0,1,2
"186",1,0,2,1
"187",0,0,1,2
"188",0,1,1,2
"189",0,1,1,2
