"","descriptor1","descriptor2","party1","party2"
"1",1,1,2,1
"2",1,0,1,2
"3",1,0,1,2
"4",1,0,1,2
"5",1,1,2,1
"6",0,0,1,2
"7",1,0,1,2
"8",0,0,1,2
"9",1,0,2,1
"10",1,0,1,2
"11",1,0,2,1
"12",1,1,2,1
"13",1,1,2,1
"14",1,0,1,2
"15",0,1,1,2
"16",1,1,2,1
"17",1,0,1,2
"18",1,1,2,1
"19",1,0,1,2
"20",0,1,1,2
"21",0,1,1,2
"22",1,1,2,1
"23",1,1,2,1
"24",0,0,1,2
"25",0,1,1,2
"26",0,0,1,2
"27",0,1,1,2
"28",0,1,2,1
"29",1,0,1,2
"30",0,1,1,2
"31",1,1,2,1
"32",0,0,2,1
"33",1,0,1,2
"34",1,0,1,2
"35",1,1,2,1
"36",1,0,2,1
"37",1,1,2,1
"38",1,1,2,1
"39",0,0,1,2
"40",0,1,1,2
"41",1,0,2,1
"42",0,0,1,2
"43",1,1,2,1
"44",0,0,1,2
"45",1,1,2,1
"46",0,1,1,2
"47",1,0,2,1
"48",0,1,1,2
"49",1,0,1,2
"50",1,0,1,2
"51",1,1,2,1
"52",0,1,1,2
"53",1,0,1,2
"54",1,0,1,2
"55",1,0,1,2
"56",1,1,2,1
"57",1,1,2,1
"58",0,0,1,2
"59",1,0,1,2
"60",0,0,2,1
"61",1,1,2,1
"62",0,0,2,1
"63",0,1,1,2
"64",0,1,1,2
"65",0,1,1,2
"66",1,1,2,1
"67",1,1,2,1
"68",0,0,1,2
"69",1,0,1,2
"70",0,1,1,2
"71",1,1,2,1
"72",0,1,1,2
"73",0,0,1,2
"74",1,0,1,2
"75",1,1,2,1
"76",0,1,2,1
"77",0,0,1,2
"78",0,1,1,2
"79",0,1,1,2
"80",1,0,1,2
"81",0,1,2,1
"82",0,0,1,2
"83",1,1,2,1
"84",1,0,1,2
"85",1,0,1,2
"86",1,0,2,1
"87",0,1,1,2
"88",1,1,2,1
"89",1,1,2,1
"90",1,0,1,2
"91",0,1,1,2
"92",0,0,1,2
"93",1,0,1,2
"94",0,0,2,1
"95",1,0,1,2
"96",1,1,2,1
"97",1,1,2,1
"98",0,1,1,2
"99",1,0,1,2
"100",0,0,1,2
"101",0,0,1,2
"102",1,1,2,1
"103",1,0,1,2
"104",1,1,2,1
"105",1,1,2,1
"106",0,0,1,2
"107",0,1,1,2
"108",1,1,2,1
"109",1,0,1,2
"110",0,1,1,2
"111",1,1,2,1
"112",1,1,2,1
"113",1,0,1,2
"114",0,0,1,2
"115",1,0,1,2
"116",0,0,1,2
"117",1,0,1,2
"118",0,1,1,2
"119",0,0,1,2
"120",0,1,1,2
"121",0,0,1,2
"122",1,1,2,1
"123",1,1,2,1
"124",0,0,1,2
"125",0,0,1,2
"126",0,1,1,2
"127",0,0,1,2
"128",1,1,2,1
"129",0,0,1,2
"130",1,0,1,2
"131",1,0,1,2
"132",1,1,2,1
"133",1,1,2,1
"134",1,1,2,1
"135",0,0,1,2
"136",0,1,1,2
"137",0,0,1,2
"138",0,0,1,2
"139",1,1,2,1
"140",1,0,2,1
"141",0,1,1,2
"142",0,0,1,2
"143",0,1,1,2
"144",0,1,2,1
"145",1,0,1,2
"146",0,1,1,2
"147",1,0,1,2
"148",0,1,1,2
"149",1,1,2,1
"150",0,1,1,2
"151",1,1,2,1
"152",0,1,1,2
"153",1,0,2,1
"154",0,1,1,2
"155",1,0,2,1
"156",1,1,2,1
"157",1,0,1,2
"158",1,1,2,1
"159",0,1,1,2
"160",0,1,1,2
"161",1,1,2,1
"162",0,0,1,2
"163",1,1,2,1
"164",0,0,1,2
"165",1,1,2,1
"166",1,1,2,1
"167",0,0,1,2
"168",1,0,1,2
"169",0,1,1,2
"170",0,1,1,2
"171",0,1,1,2
"172",0,0,1,2
"173",0,0,2,1
"174",0,1,1,2
"175",1,0,1,2
"176",1,0,1,2
"177",0,0,2,1
"178",1,1,2,1
"179",0,0,1,2
"180",1,1,2,1
"181",1,0,1,2
"182",0,1,1,2
"183",1,1,2,1
"184",1,1,2,1
"185",1,0,1,2
"186",1,1,2,1
"187",1,1,2,1
"188",1,0,1,2
"189",0,0,1,2
"190",0,1,2,1
"191",1,1,2,1
"192",0,0,1,2
"193",1,0,1,2
"194",1,0,1,2
"195",1,0,1,2
"196",0,1,1,2
"197",0,1,1,2
"198",0,0,1,2
"199",0,1,1,2
"200",0,0,1,2
"201",0,1,1,2
"202",0,0,2,1
"203",1,1,2,1
"204",1,1,2,1
"205",0,1,1,2
"206",1,0,1,2
"207",0,0,1,2
"208",1,0,1,2
"209",1,0,1,2
"210",1,0,1,2
"211",1,1,2,1
"212",1,1,2,1
"213",0,0,1,2
"214",0,1,1,2
"215",1,0,1,2
"216",0,1,1,2
"217",0,0,1,2
"218",1,0,1,2
"219",1,0,1,2
"220",1,1,2,1
"221",0,1,1,2
"222",0,0,1,2
"223",1,0,1,2
"224",1,0,2,1
"225",0,1,1,2
"226",1,1,2,1
"227",0,1,1,2
"228",1,1,2,1
"229",1,1,2,1
"230",1,0,1,2
"231",1,0,1,2
"232",1,0,2,1
"233",1,1,2,1
"234",1,1,2,1
"235",1,1,2,1
"236",1,0,1,2
"237",1,1,2,1
"238",0,1,1,2
"239",0,1,1,2
"240",1,0,2,1
"241",1,0,1,2
"242",0,1,1,2
"243",0,1,1,2
"244",1,0,1,2
"245",1,1,2,1
"246",0,0,1,2
"247",1,0,2,1
"248",0,0,2,1
"249",1,1,2,1
"250",1,0,1,2
"251",0,0,1,2
"252",1,0,1,2
"253",0,1,1,2
"254",1,0,1,2
"255",0,0,1,2
"256",0,0,1,2
"257",0,1,1,2
"258",0,1,1,2
"259",1,1,2,1
"260",1,0,1,2
"261",0,1,1,2
"262",1,1,2,1
"263",1,1,2,1
"264",1,1,2,1
"265",1,1,2,1
"266",0,0,1,2
"267",0,0,2,1
"268",1,0,1,2
"269",0,1,1,2
"270",0,0,1,2
"271",1,0,1,2
"272",1,1,2,1
"273",1,0,1,2
"274",1,0,1,2
"275",1,1,2,1
"276",0,1,1,2
"277",1,0,1,2
"278",0,0,1,2
"279",0,0,1,2
"280",0,0,2,1
"281",0,1,1,2
"282",1,1,2,1
