"","descriptor1","descriptor2","party1","party2"
"1",0,0,1,2
"2",1,0,1,2
"3",1,0,1,2
"4",0,0,1,2
"5",0,0,1,2
"6",1,0,2,1
"7",1,1,2,1
"8",0,0,1,2
"9",0,0,1,2
"10",0,0,2,1
"11",1,1,2,1
"12",0,0,1,2
"13",1,0,1,2
"14",0,1,1,2
"15",0,0,1,2
"16",1,0,1,2
"17",1,1,2,1
"18",1,1,2,1
"19",0,1,1,2
"20",0,0,1,2
"21",1,0,2,1
"22",1,1,2,1
"23",0,1,1,2
"24",1,1,2,1
"25",1,0,1,2
"26",0,1,1,2
"27",0,0,1,2
"28",1,1,2,1
"29",1,1,2,1
"30",1,1,2,1
"31",1,1,2,1
"32",1,0,1,2
"33",1,0,1,2
"34",0,1,1,2
"35",0,0,1,2
"36",1,1,2,1
"37",0,1,1,2
"38",1,1,2,1
"39",1,0,1,2
"40",0,1,1,2
"41",1,0,2,1
"42",1,0,1,2
"43",1,1,2,1
"44",0,1,2,1
"45",1,1,2,1
"46",0,1,1,2
"47",0,0,1,2
"48",1,0,1,2
"49",1,1,2,1
"50",0,1,2,1
"51",0,1,1,2
"52",1,1,2,1
"53",1,0,1,2
"54",1,1,2,1
"55",0,0,1,2
"56",0,0,1,2
"57",1,0,1,2
"58",0,1,1,2
"59",1,1,2,1
"60",1,0,1,2
"61",0,1,1,2
"62",1,1,2,1
"63",0,0,1,2
"64",1,0,2,1
"65",0,0,1,2
"66",0,0,1,2
"67",1,0,1,2
"68",0,0,1,2
"69",1,0,1,2
"70",1,1,2,1
"71",1,1,2,1
"72",1,0,1,2
"73",1,0,1,2
"74",1,0,1,2
"75",1,0,1,2
"76",0,0,2,1
"77",0,1,1,2
"78",0,0,1,2
"79",1,0,1,2
"80",1,1,2,1
"81",1,1,2,1
"82",1,1,2,1
"83",0,1,1,2
"84",0,1,1,2
"85",1,0,1,2
"86",0,0,1,2
"87",1,0,1,2
"88",0,1,1,2
"89",1,1,2,1
"90",1,0,1,2
"91",1,0,1,2
"92",0,1,1,2
"93",0,0,1,2
"94",0,1,1,2
"95",1,0,1,2
"96",1,0,1,2
"97",0,1,1,2
"98",0,1,1,2
"99",0,1,1,2
"100",1,1,2,1
"101",0,0,1,2
"102",0,0,2,1
"103",1,0,1,2
"104",0,1,1,2
"105",1,0,1,2
"106",1,0,1,2
"107",0,1,1,2
"108",0,0,1,2
"109",1,1,2,1
"110",1,0,1,2
"111",0,0,2,1
"112",1,1,2,1
"113",1,0,1,2
"114",1,0,1,2
"115",1,0,1,2
"116",1,0,1,2
"117",0,0,1,2
