"","descriptor1","descriptor2","party1","party2"
"1",1,0,1,2
"2",1,1,2,1
"3",0,1,1,2
"4",1,0,1,2
"5",0,1,1,2
"6",1,1,2,1
"7",0,1,1,2
"8",1,1,2,1
"9",0,0,1,2
"10",0,0,1,2
"11",0,0,1,2
"12",0,0,1,2
"13",1,1,2,1
"14",1,0,1,2
"15",1,1,2,1
"16",0,0,1,2
"17",1,0,1,2
"18",0,1,1,2
"19",0,0,1,2
"20",1,1,2,1
"21",1,0,1,2
"22",0,0,1,2
"23",0,1,1,2
"24",0,0,1,2
"25",0,0,1,2
"26",1,1,2,1
"27",1,0,1,2
"28",0,1,1,2
"29",0,0,1,2
"30",1,0,1,2
"31",1,0,1,2
"32",1,1,2,1
"33",1,1,2,1
"34",0,0,1,2
"35",0,1,2,1
"36",0,0,1,2
"37",1,0,1,2
"38",1,1,2,1
"39",0,1,1,2
"40",1,1,2,1
"41",0,0,1,2
"42",0,1,1,2
"43",0,0,1,2
"44",1,1,2,1
"45",1,1,2,1
"46",0,1,1,2
"47",0,0,1,2
"48",0,0,1,2
"49",1,0,2,1
"50",1,0,1,2
"51",1,0,1,2
"52",1,0,2,1
"53",0,1,1,2
"54",1,0,1,2
"55",0,1,1,2
"56",0,0,1,2
"57",1,0,1,2
"58",1,0,1,2
"59",0,0,1,2
"60",1,0,2,1
"61",1,0,1,2
"62",0,1,1,2
"63",0,1,1,2
"64",0,1,1,2
"65",1,0,1,2
"66",1,1,2,1
"67",0,0,1,2
"68",0,1,2,1
"69",1,1,2,1
"70",0,0,2,1
"71",0,1,1,2
"72",0,1,1,2
"73",1,0,1,2
"74",1,0,1,2
"75",1,0,1,2
"76",1,0,1,2
"77",0,1,1,2
"78",0,1,1,2
"79",0,1,1,2
"80",1,0,1,2
"81",1,1,2,1
"82",1,0,2,1
"83",0,1,1,2
"84",1,1,2,1
"85",1,1,2,1
"86",1,0,1,2
"87",1,1,2,1
"88",1,0,1,2
"89",1,1,2,1
"90",1,0,1,2
"91",1,0,1,2
"92",0,0,1,2
"93",0,0,2,1
"94",0,0,1,2
"95",1,0,1,2
"96",1,0,2,1
"97",0,0,1,2
"98",0,1,1,2
"99",1,0,1,2
"100",0,1,1,2
