"","descriptor1","descriptor2","party1","party2"
"1",1,1,2,1
"2",0,0,1,2
"3",0,1,1,2
"4",1,0,1,2
"5",1,0,1,2
"6",1,1,2,1
"7",1,0,2,1
"8",1,0,1,2
"9",0,0,1,2
"10",0,0,1,2
"11",1,1,2,1
"12",0,1,1,2
"13",1,0,2,1
"14",1,1,2,1
"15",0,1,1,2
"16",1,0,1,2
"17",0,0,2,1
"18",1,1,2,1
"19",1,0,1,2
"20",1,0,1,2
"21",1,0,1,2
"22",0,1,1,2
"23",1,0,1,2
"24",1,1,2,1
"25",1,1,2,1
"26",0,1,1,2
"27",1,1,2,1
"28",0,0,1,2
"29",0,0,1,2
"30",0,1,1,2
"31",0,0,1,2
"32",1,0,1,2
"33",0,0,1,2
"34",0,1,1,2
"35",0,0,1,2
"36",1,0,1,2
"37",0,1,1,2
"38",1,1,2,1
"39",0,1,1,2
"40",0,0,1,2
"41",0,0,1,2
"42",1,0,1,2
"43",1,0,1,2
"44",1,1,2,1
"45",0,1,1,2
"46",0,0,1,2
"47",1,1,2,1
"48",0,1,2,1
"49",1,1,2,1
"50",1,1,2,1
"51",1,1,2,1
"52",0,1,1,2
"53",0,1,1,2
"54",1,0,2,1
"55",0,1,1,2
"56",1,1,2,1
"57",0,0,1,2
"58",1,1,2,1
"59",0,1,1,2
"60",0,1,1,2
"61",0,0,1,2
"62",1,0,1,2
"63",0,0,1,2
"64",1,0,2,1
"65",1,1,2,1
"66",1,1,2,1
"67",0,1,1,2
"68",1,1,2,1
"69",1,1,2,1
"70",1,0,1,2
"71",1,1,2,1
"72",0,0,1,2
"73",0,1,1,2
"74",0,0,1,2
"75",0,0,1,2
"76",0,1,1,2
"77",0,1,1,2
"78",0,1,1,2
"79",1,1,2,1
"80",0,0,1,2
"81",1,0,1,2
"82",1,1,2,1
"83",1,0,1,2
"84",1,1,2,1
"85",0,0,1,2
"86",1,1,2,1
"87",1,0,1,2
"88",1,0,1,2
"89",1,0,1,2
"90",0,1,2,1
"91",0,1,1,2
"92",0,1,1,2
"93",0,0,1,2
"94",0,0,1,2
"95",1,0,1,2
"96",1,0,1,2
"97",1,1,2,1
"98",0,1,1,2
"99",1,1,2,1
"100",0,1,1,2
