"","descriptor1","descriptor2","party1","party2"
"1",1,0,1,2
"2",0,1,1,2
"3",0,1,1,2
"4",0,0,1,2
"5",0,1,1,2
"6",1,1,2,1
"7",1,1,2,1
"8",1,0,1,2
"9",0,1,1,2
"10",1,0,1,2
"11",1,1,2,1
"12",0,0,1,2
"13",1,1,2,1
"14",1,0,1,2
"15",1,0,1,2
"16",1,1,2,1
"17",0,0,1,2
"18",1,1,2,1
"19",0,1,2,1
"20",0,0,1,2
"21",1,1,2,1
"22",0,0,2,1
"23",1,1,2,1
"24",0,1,1,2
"25",0,0,1,2
"26",1,1,2,1
"27",0,0,1,2
"28",1,0,1,2
"29",1,1,2,1
"30",0,0,1,2
"31",1,1,2,1
"32",1,1,2,1
"33",1,1,2,1
"34",0,0,2,1
"35",0,1,1,2
"36",0,1,1,2
"37",0,1,2,1
"38",0,1,1,2
"39",0,1,1,2
"40",0,1,1,2
"41",0,1,1,2
"42",0,0,1,2
"43",1,1,2,1
"44",0,0,1,2
"45",0,1,1,2
"46",0,0,1,2
"47",0,0,1,2
"48",0,0,1,2
"49",0,0,1,2
"50",1,0,1,2
"51",0,0,1,2
"52",1,0,1,2
"53",1,1,2,1
"54",1,0,1,2
"55",0,0,1,2
"56",1,0,1,2
"57",0,1,2,1
"58",1,1,2,1
"59",1,0,1,2
"60",0,0,1,2
"61",1,1,2,1
"62",1,1,2,1
"63",0,0,1,2
"64",0,1,1,2
"65",0,1,1,2
"66",0,0,1,2
"67",1,1,2,1
"68",0,1,1,2
"69",0,0,1,2
"70",1,0,1,2
"71",0,0,1,2
"72",0,1,1,2
"73",0,0,1,2
"74",0,0,2,1
"75",0,1,1,2
"76",0,0,1,2
"77",0,1,1,2
"78",1,0,1,2
"79",0,0,1,2
"80",1,1,2,1
"81",1,1,2,1
"82",1,0,1,2
"83",0,0,1,2
"84",0,1,2,1
"85",0,0,1,2
"86",0,1,1,2
"87",1,0,1,2
"88",0,1,1,2
"89",1,1,2,1
"90",0,1,1,2
"91",1,0,1,2
"92",1,0,1,2
"93",1,0,1,2
"94",0,1,1,2
"95",0,1,1,2
"96",1,0,1,2
"97",1,1,2,1
"98",0,0,2,1
"99",1,0,1,2
"100",1,0,1,2
