"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",1,0,2,1,3,4,5,11,6,7,13,12,8,10,23,9,15,32,14,19,16,17,30,18,31,26,28,20,22,27,29,25,24,21
"2",0,0,1,2,4,3,5,6,7,8,9,17,10,12,21,11,15,13,16,14,32,19,30,31,18,20,23,28,24,26,29,25,22,27
"3",0,1,1,3,4,2,6,5,7,16,8,12,15,10,9,13,20,11,14,30,19,32,25,23,31,22,29,17,27,21,18,28,26,24
"4",1,0,1,2,4,3,5,6,11,8,7,14,32,10,9,15,12,20,26,13,31,29,30,16,21,19,23,17,28,22,25,18,27,24
"5",0,1,1,2,3,4,5,7,6,8,9,10,11,27,17,13,12,14,31,32,15,21,29,24,23,18,30,19,16,26,20,28,22,25
"6",1,0,1,2,4,3,7,6,5,9,8,12,10,11,13,15,14,17,19,16,20,31,21,32,30,26,18,29,24,28,23,25,27,22
"7",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"8",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"9",0,1,1,2,4,3,12,7,5,6,11,8,9,10,14,29,18,16,13,17,15,32,20,30,21,24,19,31,22,25,23,28,27,26
"10",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"11",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"12",1,0,1,2,3,5,4,6,10,7,8,9,11,32,12,13,15,31,14,30,28,29,16,25,24,27,26,17,20,18,21,23,22,19
"13",0,0,1,2,3,5,4,8,6,7,10,11,17,32,14,9,29,31,13,12,15,30,28,25,26,23,16,24,18,22,27,21,20,19
"14",1,0,1,2,3,5,4,6,7,9,8,10,12,32,14,11,27,30,31,13,18,15,22,25,29,19,16,21,17,20,28,23,24,26
"15",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"16",0,0,1,2,5,3,7,6,4,32,8,10,31,9,11,12,28,29,23,14,30,21,15,25,24,13,20,17,26,18,16,27,22,19
"17",1,0,1,2,4,3,7,5,6,8,9,32,10,11,28,14,13,12,18,24,27,21,16,31,30,29,15,19,22,17,26,20,23,25
