"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",1,0,1,2,3,4,5,6,7,8,13,10,9,12,11,15,14,17,16,18,21,20,24,19,31,32,28,29,27,26,22,23,30,25
"2",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"3",0,0,1,2,3,4,6,5,8,7,9,30,11,10,12,15,21,14,31,16,32,13,19,20,29,18,17,22,23,28,24,27,25,26
"4",0,1,1,3,2,4,5,6,7,19,9,29,8,11,10,31,26,32,30,27,15,22,20,25,28,17,12,23,13,18,21,16,24,14
"5",0,1,1,2,3,4,7,6,8,5,12,9,10,32,31,15,13,20,11,16,30,14,18,17,28,21,19,29,27,22,26,25,23,24
"6",1,0,1,2,3,4,6,5,10,7,8,9,11,12,16,32,29,20,13,14,18,15,19,25,21,17,30,26,24,23,31,22,28,27
"7",0,0,1,2,3,4,5,7,6,9,8,23,10,19,12,11,13,29,17,14,16,15,32,24,31,28,18,21,22,25,20,30,27,26
"8",1,0,1,2,3,4,5,7,6,8,10,12,9,11,13,16,17,14,24,15,18,30,31,32,19,28,25,22,26,29,23,20,21,27
"9",0,0,2,1,3,5,4,7,6,9,8,13,12,10,11,15,32,17,23,14,31,29,28,18,16,30,21,22,19,27,20,24,25,26
"10",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"11",0,1,1,2,3,4,6,5,7,8,9,10,12,11,32,30,14,16,31,13,19,15,17,23,21,18,22,20,28,29,24,27,25,26
"12",1,0,1,3,2,4,7,6,5,9,8,31,10,11,12,32,15,13,19,20,16,22,28,23,14,27,17,18,24,25,29,21,26,30
"13",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"14",0,0,1,2,4,5,3,8,6,7,10,16,11,26,12,18,9,13,31,17,14,30,27,19,15,28,32,21,20,22,29,25,24,23
"15",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"16",0,0,1,3,2,6,8,4,10,5,7,12,11,9,30,16,32,15,14,27,13,28,21,25,29,24,31,17,22,20,18,26,23,19
"17",1,0,1,2,4,3,5,6,7,8,29,9,14,11,12,30,10,13,25,18,15,16,20,17,32,19,31,28,27,23,24,26,21,22
"18",1,0,1,2,3,4,6,5,11,8,7,9,10,13,14,32,12,28,31,20,21,29,19,27,26,30,18,16,15,17,23,22,24,25
"19",0,0,1,2,5,3,4,7,6,9,8,13,32,14,31,11,12,30,10,15,18,16,27,20,28,29,17,19,25,21,22,24,26,23
"20",1,0,1,2,3,4,7,5,12,9,8,6,10,11,13,27,32,14,29,15,30,31,28,17,16,18,20,19,26,24,21,25,23,22
"21",1,0,1,3,2,4,6,7,5,10,8,9,13,12,11,15,16,14,32,31,25,17,30,26,24,29,21,28,18,27,22,19,23,20
"22",0,0,1,2,4,3,5,6,7,9,8,10,19,16,15,11,13,12,29,14,31,27,30,32,18,21,17,25,23,24,26,22,28,20
"23",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"24",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"25",1,0,1,2,3,4,5,6,7,8,9,10,32,28,13,15,11,31,23,12,16,22,14,30,29,17,27,26,20,18,19,24,21,25
