"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"2",1,0,1,2,5,3,4,6,7,10,22,9,11,8,32,20,13,16,12,31,21,27,26,14,15,30,29,17,23,28,18,19,24,25
"3",1,0,1,2,3,5,4,7,6,15,13,9,8,12,10,14,11,32,19,16,31,17,27,28,18,23,29,21,30,22,20,24,25,26
"4",0,1,1,2,3,7,4,5,6,9,8,31,14,10,12,11,13,32,29,15,25,17,21,20,18,16,26,30,19,22,27,23,24,28
"5",0,1,1,2,4,3,5,6,7,8,9,32,13,15,11,10,30,12,24,31,16,28,14,29,27,22,17,25,18,26,23,20,19,21
"6",1,0,1,2,3,4,5,6,7,14,8,32,9,11,31,12,13,28,10,19,16,30,29,22,15,27,17,21,18,26,20,24,23,25
"7",1,0,1,2,3,4,5,6,7,8,11,10,9,32,31,28,12,14,21,17,27,15,26,13,30,18,19,29,16,24,22,20,23,25
"8",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"9",1,0,1,3,2,4,5,7,6,8,14,10,32,30,28,9,31,11,16,29,12,22,26,19,13,25,27,15,18,21,24,23,20,17
"10",0,1,1,2,3,4,5,7,8,6,10,9,16,11,14,12,13,15,31,32,28,29,25,17,18,30,19,23,27,20,24,22,21,26
"11",0,0,1,2,3,4,7,5,8,6,31,11,32,9,14,10,25,30,20,29,12,28,13,26,27,17,15,19,16,18,22,24,21,23
"12",0,1,1,2,3,5,4,6,7,31,8,10,32,9,11,15,13,12,30,29,14,17,28,27,24,22,23,16,26,25,19,21,18,20
"13",1,0,1,2,3,4,5,6,7,11,8,16,10,9,20,21,17,28,12,13,32,15,30,31,29,18,14,27,25,19,22,24,23,26
"14",1,0,1,2,3,4,5,9,6,7,8,10,31,32,11,15,13,14,29,16,12,25,23,22,30,26,27,19,28,17,21,18,20,24
"15",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"16",0,1,1,2,3,5,4,6,12,13,8,10,7,32,11,9,17,30,14,15,28,26,31,16,20,25,24,19,21,18,27,29,23,22
"17",0,1,1,2,3,4,5,8,6,7,10,12,9,14,16,15,32,11,19,13,30,20,17,28,31,22,29,25,18,26,21,27,23,24
"18",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"19",0,0,1,2,3,5,4,6,7,9,8,11,10,12,17,13,16,15,14,27,23,20,32,18,24,19,31,28,21,29,30,26,25,22
"20",0,1,1,2,3,5,6,4,9,7,11,8,12,10,13,14,20,15,32,18,17,28,16,30,19,25,31,21,29,23,26,24,27,22
"21",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"22",0,0,1,2,3,4,5,8,6,32,7,12,14,26,9,11,10,31,30,27,16,15,29,13,17,24,25,18,22,23,28,19,21,20
"23",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"24",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"25",0,0,1,3,4,2,5,7,8,6,12,9,10,32,19,11,31,14,21,15,23,13,29,16,25,18,30,17,27,28,24,20,26,22
"26",0,1,1,2,3,5,6,4,7,9,8,10,11,14,12,21,13,15,23,19,17,29,16,32,31,18,20,25,28,22,30,27,26,24
"27",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"28",1,0,1,3,7,2,5,4,9,8,6,32,16,10,11,18,30,13,12,14,17,15,22,31,23,21,27,19,29,25,28,26,20,24
"29",0,1,1,2,4,6,3,5,10,11,9,7,15,16,8,27,12,32,29,31,30,26,21,13,25,22,28,14,18,20,19,17,23,24
"30",0,1,1,2,3,5,6,4,7,8,9,17,12,10,11,30,18,32,13,14,16,15,19,20,31,21,22,24,29,28,23,26,27,25
"31",1,0,1,2,3,5,4,7,8,6,11,32,9,10,14,13,31,12,15,30,17,22,27,29,23,16,28,21,19,20,26,18,24,25
"32",0,0,1,2,3,4,5,10,6,8,30,9,7,32,12,31,18,11,20,19,27,13,21,29,14,17,15,23,16,25,22,26,28,24
"33",0,1,1,3,2,4,5,6,8,12,11,7,9,10,15,29,13,30,32,31,17,16,21,14,28,19,27,20,26,18,24,23,22,25
"34",0,1,1,2,3,4,5,7,6,8,14,9,11,29,12,32,10,30,22,31,20,19,21,15,17,13,27,26,18,16,24,23,28,25
"35",1,0,1,2,3,4,6,5,8,7,13,10,9,12,14,11,21,31,20,32,15,17,30,16,19,18,22,29,28,24,27,26,25,23
"36",0,0,2,1,3,4,5,10,7,8,6,9,13,11,16,12,18,17,32,14,29,25,31,30,15,19,21,28,22,24,26,20,27,23
"37",1,0,1,2,3,4,5,6,7,9,8,32,10,12,18,11,15,14,13,30,19,26,31,17,16,25,27,21,20,29,23,22,28,24
"38",0,1,2,1,3,4,5,6,8,9,7,17,12,32,10,11,15,13,16,20,14,18,30,31,24,29,19,22,26,27,21,25,28,23
