"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"2",0,1,2,1,4,3,5,6,7,32,13,8,10,30,9,11,26,28,25,12,31,14,27,15,29,17,19,24,16,21,22,20,23,18
"3",0,1,1,2,3,4,5,6,8,15,7,12,9,11,10,31,14,13,16,20,26,32,19,17,27,30,18,25,22,28,24,21,23,29
"4",0,1,1,2,3,4,5,6,8,9,10,7,12,32,11,14,16,18,31,13,23,19,30,17,20,15,22,21,25,26,29,28,27,24
"5",1,0,1,2,3,4,5,6,7,9,11,8,12,10,31,30,13,32,29,14,27,28,26,25,15,20,23,18,16,17,19,22,21,24
"6",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"7",0,0,2,1,3,4,6,5,7,32,11,9,8,21,12,13,10,16,31,27,22,30,15,28,17,14,18,24,29,26,20,23,19,25
"8",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"9",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"10",1,0,1,2,3,4,5,6,7,9,8,11,32,29,10,14,20,16,12,17,18,15,31,30,13,19,22,25,28,21,27,24,26,23
"11",1,0,1,3,2,4,7,5,9,10,6,8,12,11,14,18,13,16,31,15,26,17,30,25,32,28,19,21,29,22,20,27,24,23
"12",0,0,1,2,4,3,5,6,7,9,10,8,11,12,13,32,15,19,16,29,28,30,31,14,17,18,24,25,27,21,22,23,26,20
"13",1,0,2,1,3,5,4,7,6,8,9,12,11,13,10,31,14,32,29,30,26,16,15,28,17,27,18,21,22,20,19,25,23,24
"14",1,0,1,2,3,4,6,5,7,9,11,27,8,32,25,10,28,31,29,12,13,24,20,30,17,26,16,14,18,19,22,15,23,21
"15",1,0,1,3,2,4,5,6,7,12,10,9,8,17,32,11,31,18,13,14,30,15,16,29,25,23,27,22,28,20,21,26,24,19
"16",1,0,1,3,2,4,6,5,7,9,28,32,11,31,13,8,10,12,14,15,29,26,25,19,16,24,27,30,21,17,20,23,18,22
"17",0,0,1,2,3,4,5,6,7,9,8,13,11,28,26,32,10,16,14,12,30,31,29,25,19,22,27,15,17,21,24,20,18,23
"18",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"19",0,0,1,2,3,5,4,6,8,7,9,10,31,32,12,11,29,17,19,30,13,14,15,28,16,27,24,26,21,22,18,25,20,23
