"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",0,0,1,2,3,6,5,4,7,10,9,8,32,11,14,30,27,31,16,12,19,13,15,20,28,29,18,17,25,22,21,24,26,23
"2",0,0,1,2,4,3,5,6,7,8,9,32,12,11,16,10,31,13,14,28,15,18,20,19,17,22,30,24,21,27,29,25,26,23
"3",0,1,1,2,3,4,6,8,5,11,7,10,13,24,12,9,32,31,16,14,15,25,30,20,19,27,29,17,23,28,22,26,21,18
"4",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"5",1,0,1,2,3,4,5,6,9,7,17,16,8,20,22,12,14,18,32,30,10,27,29,11,13,15,19,26,31,28,21,23,25,24
"6",0,0,1,2,3,5,4,7,6,9,11,32,8,12,10,14,16,18,31,19,13,17,24,28,20,22,29,15,21,27,23,30,26,25
"7",0,0,1,2,3,4,5,6,7,10,9,8,11,12,31,32,29,13,17,16,15,26,14,30,18,28,27,24,25,22,21,19,23,20
"8",0,0,1,3,2,5,4,7,6,8,9,10,14,12,13,28,11,32,30,18,26,29,31,15,16,19,27,17,24,21,20,22,25,23
"9",0,0,1,2,3,4,5,6,10,7,8,22,12,9,11,32,13,31,30,14,16,15,29,17,18,28,21,27,19,20,25,24,26,23
"10",1,0,1,2,3,4,5,6,8,7,11,12,9,10,30,13,27,32,14,22,29,31,28,15,26,17,25,18,21,16,24,19,23,20
"11",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"12",0,1,1,2,3,4,5,6,31,8,7,9,10,32,12,28,11,14,18,30,15,13,26,17,29,27,16,25,19,21,22,23,24,20
"13",0,0,1,2,3,5,4,6,7,9,10,11,8,32,15,16,14,12,13,17,19,25,29,18,20,31,28,27,22,30,21,24,23,26
"14",1,0,1,2,3,4,6,5,7,10,8,32,11,29,9,28,13,30,18,12,20,31,15,19,14,16,21,26,27,17,23,24,25,22
"15",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"16",1,0,1,2,3,4,5,6,8,7,11,9,14,12,15,10,13,23,32,25,26,19,16,18,17,24,30,31,22,29,20,21,28,27
"17",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"18",0,0,1,2,3,4,5,6,7,10,31,8,9,12,13,11,32,16,30,17,23,29,15,14,18,27,20,21,26,19,24,28,25,22
"19",0,0,1,3,2,5,6,4,10,7,11,18,9,8,14,17,13,12,16,15,32,19,30,21,28,24,20,23,22,31,27,25,29,26
"20",0,1,1,2,3,5,4,6,9,7,8,13,32,14,10,26,31,11,12,30,29,15,28,18,25,16,24,27,21,23,19,17,20,22
"21",0,0,1,2,4,3,5,8,10,9,6,7,12,14,11,13,30,15,32,17,31,16,28,18,27,29,20,19,22,21,26,23,24,25
"22",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"23",0,1,1,2,3,5,4,6,9,10,7,8,12,31,11,13,27,17,15,14,32,16,30,29,18,26,23,28,22,21,20,24,25,19
"24",1,0,1,2,3,4,5,6,7,8,10,13,9,17,11,19,32,15,12,20,14,27,23,16,31,22,18,25,29,21,24,30,28,26
"25",0,1,2,1,3,4,5,6,7,8,11,9,10,13,12,32,14,29,17,15,31,18,19,27,16,21,30,24,22,23,28,26,20,25
"26",0,0,1,2,3,6,5,4,7,20,31,9,8,10,11,32,14,12,18,28,30,27,29,15,26,23,22,21,24,13,25,19,16,17
"27",1,0,2,1,3,4,5,7,6,11,9,32,14,8,10,12,13,16,30,31,15,19,25,28,23,17,27,18,21,29,20,24,26,22
"28",0,0,1,2,3,4,6,5,7,8,15,10,9,31,26,12,11,19,13,25,32,30,17,29,27,14,23,16,24,28,20,21,22,18
"29",1,0,1,2,4,3,5,6,7,8,9,10,11,14,12,32,13,28,26,16,31,23,24,15,29,30,25,27,22,19,17,20,21,18
"30",0,1,1,2,3,4,5,6,10,8,12,28,7,9,11,15,30,14,13,32,25,29,17,16,27,31,24,19,18,26,22,21,20,23
"31",0,1,1,3,2,4,7,6,5,14,8,31,9,13,28,32,11,12,10,19,15,25,16,22,17,21,18,20,26,30,29,24,27,23
"32",0,1,1,2,3,4,5,6,7,10,8,18,9,21,16,14,32,26,12,15,30,25,31,13,11,22,17,19,27,23,29,28,20,24
"33",0,0,1,2,3,4,6,5,8,7,9,11,30,14,32,10,12,18,31,16,17,13,19,15,21,29,27,26,22,23,24,20,28,25
