"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",0,0,1,2,3,4,5,6,8,9,7,10,32,30,11,29,16,31,12,18,13,19,27,15,14,28,25,26,17,24,21,22,20,23
"2",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"3",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"4",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"5",0,0,1,2,4,3,6,5,8,7,29,9,10,14,32,11,15,12,31,30,17,13,20,16,28,27,25,23,24,19,26,22,18,21
"6",1,0,1,2,3,4,5,6,8,15,9,7,10,12,11,16,13,19,18,20,14,22,32,17,26,23,21,24,31,27,29,25,28,30
"7",1,0,1,2,4,3,5,6,7,8,10,11,9,12,15,16,32,18,14,13,20,17,31,28,21,19,27,26,30,22,23,24,25,29
"8",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"9",1,0,1,2,3,6,4,5,8,7,10,13,12,9,11,32,15,14,17,16,18,19,20,28,31,21,22,24,27,23,29,30,26,25
"10",0,0,1,3,2,4,5,7,6,32,8,12,11,9,29,30,13,27,10,18,31,14,26,23,24,28,16,15,17,20,25,19,22,21
"11",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"12",1,0,1,2,3,4,5,6,7,12,8,9,31,14,10,11,13,32,28,26,27,30,15,16,29,23,17,18,25,20,19,21,24,22
"13",0,1,1,2,3,4,6,8,5,7,9,10,14,32,15,26,21,28,29,11,31,30,17,12,24,13,22,20,27,18,25,23,16,19
"14",1,0,1,2,3,4,6,7,5,12,8,31,11,9,32,19,16,10,17,14,15,13,29,30,21,18,24,20,26,28,27,25,23,22
"15",0,1,1,2,3,4,32,5,6,7,31,8,14,9,11,10,12,13,15,23,17,30,22,28,16,27,29,20,26,18,19,25,24,21
"16",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"17",0,1,1,2,3,4,8,6,7,5,10,9,13,11,29,12,14,16,31,22,17,30,15,20,32,19,18,23,27,21,25,28,26,24
"18",0,1,1,2,5,4,3,6,9,7,8,14,11,13,32,10,12,30,22,26,31,15,29,18,16,23,17,19,28,27,24,20,21,25
"19",0,0,1,2,3,4,6,5,8,7,10,9,12,13,17,11,16,15,14,32,28,25,31,19,21,29,22,27,18,30,20,26,24,23
"20",1,0,1,2,3,4,6,5,7,9,8,31,12,15,19,13,10,28,11,14,26,16,30,17,32,29,18,20,21,27,25,24,23,22
"21",1,0,1,2,3,4,6,5,8,7,20,9,14,13,11,10,12,17,27,16,32,25,23,15,19,18,31,29,21,24,22,26,28,30
"22",1,0,2,1,3,4,5,7,8,10,9,6,14,13,11,16,12,17,32,15,23,31,29,18,19,21,22,20,30,28,27,26,25,24
"23",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"24",0,1,2,1,3,4,5,7,6,9,15,10,8,20,11,14,13,32,30,16,12,26,24,18,31,17,22,23,19,25,21,29,28,27
"25",0,0,1,3,2,4,5,7,10,6,12,8,9,15,11,14,17,18,13,31,16,32,30,28,19,20,26,29,21,24,23,27,22,25
"26",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"27",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"28",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"29",0,1,1,2,3,4,5,6,7,8,17,11,9,22,13,10,14,31,32,18,12,16,15,24,20,27,26,28,29,19,25,30,23,21
"30",0,1,1,2,3,4,5,7,8,6,9,12,11,31,32,10,13,14,30,16,15,29,17,19,20,24,18,21,22,25,28,27,26,23
"31",0,1,1,2,4,3,8,5,9,7,6,14,10,11,12,32,15,13,16,22,29,28,17,30,19,20,31,21,26,25,18,27,23,24
"32",0,0,1,2,3,4,5,6,7,9,31,10,14,12,8,28,11,13,27,15,32,19,22,18,17,16,29,23,30,20,21,26,24,25
"33",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"34",1,0,1,2,3,5,4,7,6,8,16,9,21,31,10,13,28,11,27,32,23,29,24,12,14,30,26,22,18,15,25,17,19,20
"35",0,0,1,2,4,3,5,6,9,8,7,11,10,12,32,16,17,13,18,22,14,31,20,19,15,25,26,30,21,24,23,29,27,28
"36",1,0,2,1,3,4,6,5,7,8,13,9,32,10,28,17,14,31,30,12,11,29,19,16,15,25,18,27,26,20,24,23,21,22
"37",1,0,1,2,3,4,5,6,7,11,8,13,9,10,27,32,31,30,29,26,12,14,20,17,28,15,18,24,23,21,16,22,25,19
"38",0,1,1,2,3,4,5,10,9,6,8,12,31,7,27,11,28,32,23,14,22,15,17,13,18,16,30,29,20,24,21,19,26,25
"39",0,1,1,3,2,4,6,5,7,13,9,8,11,10,32,12,16,31,29,14,30,15,28,17,19,27,25,20,18,23,22,26,24,21
"40",1,0,1,2,3,4,5,6,8,7,9,10,12,11,13,29,14,28,15,16,20,17,18,32,31,23,30,19,25,27,26,21,24,22
"41",0,1,1,2,3,5,4,7,6,11,13,10,8,9,16,12,18,14,19,15,17,31,22,32,30,26,29,28,24,23,20,21,27,25
"42",0,1,1,2,3,6,4,5,7,8,9,11,32,10,14,22,29,31,12,27,25,13,28,30,19,18,16,20,24,15,21,26,23,17
"43",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"44",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"45",0,1,1,5,3,2,4,6,8,7,9,14,10,15,17,11,12,18,32,29,13,28,16,31,22,30,25,19,27,20,21,26,24,23
"46",1,0,1,2,4,3,6,5,7,32,8,9,10,11,30,12,13,31,15,14,19,29,17,25,28,27,18,22,16,24,26,23,21,20
"47",1,0,1,2,3,4,5,6,7,8,9,10,11,13,18,15,32,31,12,17,14,16,20,19,30,28,29,24,27,23,26,21,25,22
"48",1,0,2,1,3,4,5,7,6,10,8,12,11,32,13,14,9,17,31,22,30,28,16,15,27,29,21,24,25,20,26,18,23,19
"49",0,1,1,2,3,5,4,6,9,7,8,10,23,11,32,13,15,12,31,30,16,20,29,17,21,19,14,25,28,18,26,24,27,22
"50",0,1,1,2,3,4,5,6,7,8,12,11,10,9,13,29,32,14,16,21,15,17,31,30,20,27,18,23,22,26,19,28,24,25
"51",0,1,1,2,3,4,6,5,8,7,9,30,10,14,32,11,31,15,16,27,29,17,12,13,28,25,24,22,23,20,18,26,19,21
"52",1,0,2,1,4,3,5,9,6,7,8,12,13,10,29,16,11,31,32,14,28,30,15,19,27,25,17,24,18,26,23,22,21,20
"53",1,0,1,2,3,5,6,31,7,4,32,26,29,30,8,28,9,11,10,27,13,25,12,14,24,15,19,16,17,18,22,21,23,20
"54",1,0,1,2,4,5,3,7,6,11,9,8,10,14,13,21,12,25,20,32,17,15,16,28,19,18,31,30,23,27,24,29,26,22
"55",1,0,1,3,2,4,5,6,8,7,9,11,13,30,32,10,31,12,14,16,18,26,17,24,28,19,25,15,22,21,29,20,23,27
"56",0,1,1,2,6,3,4,5,7,8,15,10,9,12,11,13,14,30,26,20,18,31,16,17,32,19,28,29,25,22,27,21,23,24
"57",0,1,1,2,3,4,7,11,5,6,8,10,9,12,31,13,32,28,30,17,14,15,16,21,26,23,19,18,20,29,25,24,22,27
"58",1,0,1,2,3,4,5,10,6,9,7,16,8,11,19,12,13,31,15,30,32,29,14,28,17,18,20,23,25,22,21,27,24,26
"59",0,1,2,1,3,4,5,8,6,9,11,14,7,32,20,10,15,12,16,17,31,26,18,13,23,21,19,27,30,24,28,29,22,25
"60",0,0,1,2,3,4,5,6,11,8,9,15,7,10,13,12,31,32,20,17,14,16,30,28,18,29,19,23,21,27,22,24,25,26
"61",0,1,1,2,5,4,6,3,8,10,14,9,7,11,12,13,31,32,17,15,19,16,21,22,20,29,18,23,24,27,30,26,25,28
"62",0,1,1,2,3,4,5,10,6,7,8,9,17,11,12,32,14,13,23,16,22,15,31,24,21,18,25,29,30,26,27,20,28,19
"63",0,1,1,2,3,4,5,8,6,7,10,9,32,11,12,15,14,13,16,30,17,20,31,29,19,24,28,21,25,18,26,27,23,22
"64",0,1,1,3,2,5,4,6,10,9,7,8,11,17,29,14,15,12,13,28,24,32,16,20,22,18,30,19,31,26,27,23,21,25
"65",0,0,1,2,3,8,4,5,6,9,7,10,11,16,18,12,21,15,22,32,19,13,17,31,14,30,29,20,27,24,26,25,28,23
"66",1,0,1,2,4,3,7,5,8,6,30,11,9,10,32,28,31,13,12,29,14,15,22,21,17,16,18,20,24,19,27,23,25,26
"67",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"68",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"69",0,0,1,2,4,3,5,6,7,8,10,12,9,14,11,17,32,16,15,13,31,29,18,27,30,25,22,24,28,20,19,21,26,23
"70",0,1,1,3,2,5,4,6,7,32,9,8,11,10,31,12,13,15,16,18,24,17,14,27,19,20,28,30,25,29,23,26,21,22
"71",0,0,1,2,4,3,5,6,7,9,10,8,30,11,12,32,13,16,31,15,19,14,17,28,29,27,23,18,20,26,22,21,25,24
"72",0,1,1,2,3,5,4,7,6,8,11,13,9,10,12,14,22,16,25,17,31,32,15,19,27,21,18,28,20,30,24,29,23,26
"73",0,0,1,2,3,4,6,7,5,9,8,11,12,10,15,16,13,18,14,19,32,27,17,24,21,20,30,31,22,29,23,25,26,28
"74",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"75",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"76",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
