"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",0,1,1,2,4,3,5,7,6,9,15,32,12,8,10,30,13,24,31,19,11,21,28,27,18,17,14,29,23,22,26,20,16,25
"2",1,0,1,2,3,4,6,5,7,13,8,10,11,9,14,12,16,31,30,32,19,20,15,17,18,29,24,21,26,22,27,28,25,23
"3",1,0,2,1,4,3,5,7,6,8,11,9,12,26,32,29,10,31,28,13,14,23,30,25,15,27,22,24,16,17,21,18,20,19
"4",0,0,1,2,3,4,5,7,6,32,10,31,8,12,30,11,9,16,20,29,13,28,26,18,14,19,15,24,21,22,23,25,27,17
"5",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"6",0,0,1,2,3,4,5,6,7,9,10,14,8,11,32,13,19,21,30,12,17,31,15,18,23,16,28,29,22,27,24,20,26,25
"7",0,0,1,2,4,3,6,5,7,10,11,8,16,14,18,15,9,13,31,32,17,30,12,20,19,21,22,28,27,26,23,24,29,25
"8",0,0,1,2,4,3,5,6,7,9,8,10,12,11,14,29,24,13,31,18,16,28,17,15,25,19,32,20,27,21,23,30,22,26
"9",0,0,1,2,3,4,5,6,7,9,8,11,10,12,19,31,30,16,28,18,13,32,15,29,14,25,22,17,26,20,23,21,27,24
"10",1,0,1,2,3,4,5,6,30,28,8,7,10,9,17,11,16,12,25,13,32,31,14,15,29,18,21,26,27,23,22,19,24,20
"11",1,0,1,2,3,4,5,8,6,7,9,11,28,12,10,22,14,31,13,15,30,17,16,18,32,20,21,19,29,27,26,23,24,25
"12",0,0,1,2,3,4,5,6,8,9,7,12,32,14,10,13,28,11,31,18,30,15,17,19,16,29,21,22,20,23,26,27,25,24
"13",0,0,1,2,3,4,6,5,7,8,11,12,21,10,15,9,14,13,16,25,19,17,20,32,18,24,22,23,26,29,27,28,31,30
"14",1,0,1,2,3,4,5,14,6,7,9,12,8,32,11,10,15,13,30,29,27,19,18,31,21,17,16,20,25,26,28,23,22,24
"15",1,0,1,2,3,5,4,6,8,10,7,9,11,13,12,14,32,30,17,23,27,15,29,16,31,22,20,28,18,25,24,19,21,26
"16",0,1,1,2,3,4,6,8,7,12,5,11,9,32,29,17,31,26,10,30,28,13,14,22,24,27,18,25,20,19,21,23,15,16
"17",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"18",1,0,1,2,3,4,5,6,7,8,10,9,12,32,14,11,21,13,16,31,30,29,22,15,26,28,18,27,25,19,24,17,23,20
"19",0,1,2,1,3,4,8,6,5,20,7,9,12,32,16,11,10,13,31,19,18,14,30,15,28,23,17,29,25,27,24,21,26,22
"20",1,0,1,2,3,4,6,7,5,32,9,8,11,16,10,12,14,21,20,30,13,19,31,18,17,22,15,27,29,23,28,26,25,24
"21",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"22",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"23",0,1,1,2,3,4,5,6,7,8,13,9,26,10,12,15,14,11,29,32,17,30,27,31,28,16,23,18,24,21,22,19,25,20
"24",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"25",1,0,1,2,3,4,7,5,6,8,10,9,31,15,11,32,12,27,14,13,16,24,18,20,30,29,26,22,23,28,25,19,21,17
"26",0,1,1,3,2,4,5,6,8,7,14,9,10,32,17,13,11,12,15,18,16,29,31,27,28,21,30,19,20,24,26,22,23,25
"27",0,0,1,2,3,6,4,7,5,8,14,32,9,13,19,10,15,31,11,12,18,17,16,30,24,29,20,28,22,25,21,27,23,26
"28",0,0,1,2,3,4,5,6,7,8,9,10,32,13,11,12,14,15,17,16,31,21,22,30,18,28,29,25,20,26,27,24,19,23
"29",0,1,1,2,3,4,5,6,7,32,9,10,8,23,31,11,18,13,30,12,17,27,14,15,16,29,20,26,28,21,19,24,25,22
"30",0,0,1,2,4,3,5,9,6,7,14,8,32,10,16,15,29,12,13,11,31,21,26,20,19,17,28,22,30,27,24,18,23,25
"31",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"32",0,1,1,4,2,3,6,5,7,9,8,11,10,26,14,28,27,12,32,30,13,31,25,24,29,15,20,21,19,16,17,22,18,23
"33",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
