"","descriptor1","descriptor2","party1","party2"
"1",1,1,2,1
"2",1,0,1,2
"3",1,1,2,1
"4",1,0,1,2
"5",0,0,1,2
"6",1,1,2,1
"7",0,1,1,2
"8",0,1,1,2
"9",1,1,2,1
"10",0,0,1,2
"11",1,1,2,1
"12",0,0,1,2
"13",1,0,1,2
"14",1,0,1,2
"15",1,0,1,2
"16",0,1,1,2
"17",1,1,2,1
"18",1,1,2,1
"19",1,1,2,1
"20",1,0,1,2
"21",1,0,1,2
"22",1,1,2,1
"23",1,0,1,2
"24",0,1,1,2
"25",0,1,1,2
"26",1,1,2,1
"27",1,0,1,2
"28",1,0,1,2
"29",1,1,2,1
"30",1,0,1,2
"31",1,1,2,1
"32",0,0,1,2
"33",1,0,1,2
"34",0,0,2,1
"35",0,0,1,2
"36",1,1,2,1
"37",0,0,1,2
"38",0,1,1,2
"39",1,1,2,1
"40",0,1,1,2
"41",0,1,1,2
"42",1,1,2,1
"43",1,0,1,2
"44",0,1,1,2
"45",1,1,2,1
"46",0,1,1,2
"47",0,1,1,2
"48",0,0,1,2
"49",1,1,2,1
"50",1,1,2,1
"51",0,1,1,2
"52",1,1,2,1
"53",1,0,1,2
"54",1,1,2,1
"55",0,1,1,2
"56",1,1,2,1
"57",1,1,2,1
"58",0,0,1,2
"59",1,1,2,1
"60",1,1,2,1
"61",1,0,1,2
"62",1,0,1,2
"63",0,0,1,2
"64",1,1,2,1
"65",0,1,1,2
"66",0,0,1,2
"67",1,1,2,1
"68",0,0,1,2
"69",1,0,1,2
"70",1,0,1,2
"71",0,0,1,2
"72",1,0,2,1
"73",1,1,2,1
"74",0,1,1,2
"75",0,1,1,2
"76",1,1,2,1
"77",1,1,2,1
"78",0,1,1,2
"79",0,0,1,2
"80",1,0,1,2
"81",1,1,2,1
"82",1,1,2,1
"83",0,0,1,2
"84",1,1,2,1
"85",1,0,1,2
"86",1,0,1,2
"87",1,0,2,1
"88",1,1,2,1
"89",0,0,1,2
"90",1,0,2,1
"91",1,1,2,1
"92",0,0,1,2
"93",1,0,2,1
"94",0,0,1,2
"95",0,1,1,2
"96",1,0,1,2
"97",1,0,1,2
"98",1,1,2,1
"99",1,1,2,1
"100",0,1,1,2
