"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8"
"1",0,0,1,1,1,1,0,1,1,2,3,4,5,6,7,8
"2",0,1,0,0,0,0,0,0,1,2,3,5,4,6,7,8
"3",0,0,0,1,0,0,1,0,1,2,3,4,5,6,8,7
"4",1,0,1,0,1,1,0,1,1,2,3,4,5,8,6,7
"5",1,0,1,0,0,1,1,0,2,1,3,4,7,6,5,8
"6",1,0,1,1,0,1,0,0,1,2,4,3,5,6,7,8
"7",1,0,1,0,1,0,0,0,1,2,3,4,6,8,7,5
"8",1,0,1,0,1,1,0,0,1,2,3,4,5,7,6,8
"9",0,0,0,1,0,1,0,0,1,4,2,3,5,7,6,8
"10",1,1,1,1,0,0,0,1,8,1,2,3,4,5,6,7
"11",1,1,0,0,0,1,0,0,8,1,2,3,4,5,6,7
"12",0,0,1,0,1,1,0,0,1,2,3,4,6,5,7,8
"13",1,0,0,0,1,1,0,0,1,2,3,4,6,7,5,8
"14",1,1,1,0,1,1,0,0,8,1,2,3,4,5,6,7
"15",1,0,0,1,1,0,1,1,1,2,3,5,6,4,8,7
"16",0,0,1,1,0,0,1,1,1,2,3,4,6,5,8,7
"17",0,0,0,0,0,1,1,0,1,3,2,4,6,5,7,8
"18",1,1,1,1,1,0,0,0,8,1,2,3,4,5,6,7
"19",0,0,1,1,1,1,0,0,1,2,4,3,5,7,8,6
"20",0,1,1,1,0,0,1,0,1,2,3,4,6,5,7,8
"21",0,0,0,1,0,0,1,1,1,2,3,4,5,6,8,7
"22",1,1,0,1,1,1,1,0,8,1,2,3,4,5,6,7
"23",1,1,0,1,1,0,1,1,8,1,2,3,4,5,6,7
"24",0,1,0,1,1,0,1,1,1,2,3,4,6,5,7,8
"25",1,1,0,1,0,1,0,0,8,1,2,3,4,5,6,7
"26",1,0,1,1,0,1,0,0,2,1,3,4,5,6,7,8
"27",0,1,1,0,1,1,1,0,1,2,3,4,5,6,7,8
"28",1,1,1,0,0,1,1,1,8,1,2,3,4,5,6,7
"29",1,0,1,1,1,0,1,0,1,2,3,4,6,8,5,7
"30",0,0,1,1,1,1,1,0,1,3,2,6,8,4,5,7
"31",1,0,1,1,0,0,0,1,1,2,3,4,5,6,7,8
"32",1,0,1,0,0,1,1,0,1,2,3,4,6,5,7,8
"33",0,0,0,1,0,1,1,1,1,2,3,4,7,5,6,8
"34",1,0,0,1,0,0,1,1,1,2,5,3,6,4,8,7
"35",0,0,0,0,0,0,1,1,1,3,2,4,5,6,7,8
"36",0,1,0,1,0,1,0,0,1,2,3,4,5,6,7,8
"37",0,1,1,0,0,0,1,0,1,2,3,5,6,4,8,7
"38",1,1,1,1,1,0,0,0,8,1,2,3,4,5,6,7
"39",0,1,0,0,0,1,0,1,1,2,3,8,4,6,7,5
"40",1,1,1,1,1,0,1,1,8,1,2,3,4,5,6,7
"41",1,0,0,1,0,0,1,0,1,2,3,4,7,5,6,8
"42",1,0,0,1,0,1,0,1,1,2,4,3,5,7,6,8
"43",0,1,1,1,0,0,1,1,2,1,3,4,5,7,6,8
"44",0,1,0,0,1,1,0,0,1,3,2,4,5,6,8,7
"45",1,0,1,0,1,1,1,1,2,1,3,4,5,6,7,8
"46",1,0,0,0,1,1,0,1,1,3,2,4,7,5,8,6
"47",0,0,0,0,0,0,1,0,1,2,3,5,6,4,7,8
"48",1,1,1,0,1,0,0,0,8,1,2,3,4,5,6,7
"49",1,1,0,1,1,1,0,1,8,1,2,3,4,5,6,7
"50",1,0,0,1,1,0,1,1,1,2,3,4,5,6,7,8
"51",1,1,1,0,0,0,0,0,8,1,2,3,4,5,6,7
"52",1,1,0,0,0,0,1,0,8,1,2,3,4,5,6,7
"53",0,1,0,0,0,0,1,1,1,2,3,4,5,6,7,8
"54",1,0,1,1,1,0,0,1,1,2,3,4,5,6,7,8
"55",1,1,1,1,0,1,0,1,8,1,2,3,4,5,6,7
"56",0,1,0,1,0,0,1,1,1,2,3,5,4,6,7,8
"57",0,0,1,1,0,1,0,1,1,2,5,3,4,8,6,7
"58",1,0,1,0,1,1,0,1,1,2,3,4,5,8,6,7
"59",0,0,1,0,1,1,1,0,1,2,4,5,3,7,6,8
"60",0,0,1,0,0,0,0,0,1,2,3,6,5,4,8,7
"61",0,1,1,1,1,0,0,1,1,2,3,5,4,6,7,8
"62",0,1,0,1,1,0,0,0,1,3,2,5,4,7,8,6
"63",1,1,1,1,1,1,0,0,8,1,2,3,4,5,6,7
"64",0,0,1,0,0,1,0,1,1,3,2,4,8,5,6,7
"65",1,1,0,1,0,0,1,1,8,1,2,3,4,5,6,7
"66",1,1,1,0,0,0,0,1,8,1,2,3,4,5,6,7
"67",0,1,1,0,0,0,1,0,1,3,2,4,5,7,6,8
"68",1,1,1,1,0,1,1,1,8,1,2,3,4,5,6,7
"69",1,0,1,1,1,0,1,1,1,2,3,4,6,5,7,8
"70",1,1,1,0,1,1,1,1,8,1,2,3,4,5,6,7
"71",1,1,0,1,1,0,0,1,8,1,2,3,4,5,6,7
"72",0,1,1,1,1,1,0,0,1,2,3,4,5,7,6,8
"73",1,1,0,1,0,1,1,1,8,1,2,3,4,5,6,7
"74",0,1,0,1,1,1,1,1,1,2,3,5,4,6,7,8
"75",1,0,0,1,1,1,1,1,1,2,3,4,8,6,5,7
"76",1,0,0,1,1,0,1,1,1,2,3,4,5,6,7,8
"77",1,0,0,1,0,1,0,0,1,2,3,4,5,6,8,7
"78",0,0,0,1,0,0,1,0,1,2,6,3,5,4,8,7
"79",0,0,1,0,0,0,0,0,1,2,3,5,4,8,6,7
"80",0,1,1,0,0,1,0,0,2,3,1,4,5,6,7,8
"81",0,1,1,1,1,1,1,0,1,2,3,5,4,7,6,8
"82",0,0,0,0,0,0,0,1,1,2,3,5,4,6,8,7
"83",0,0,1,0,0,1,0,0,1,2,3,4,5,6,7,8
"84",1,1,1,1,0,0,1,0,8,1,2,3,4,5,6,7
"85",0,0,0,1,1,1,1,1,1,4,2,3,5,6,8,7
"86",1,0,1,0,1,1,1,1,1,2,3,4,7,6,8,5
"87",1,0,1,0,0,0,1,1,1,3,2,4,5,6,8,7
"88",0,0,0,0,0,0,1,1,1,2,4,3,5,6,8,7
"89",0,0,1,1,0,1,1,0,1,2,3,4,6,5,8,7
"90",0,1,0,0,1,0,1,1,1,2,3,4,6,5,7,8
"91",0,1,0,1,0,0,1,1,1,3,2,5,4,6,7,8
"92",0,1,1,0,0,0,0,1,1,2,3,5,4,6,7,8
"93",0,1,0,1,1,1,0,1,1,2,3,5,4,6,7,8
"94",1,0,1,0,1,1,1,0,2,1,3,6,4,5,7,8
"95",1,0,0,0,0,0,0,1,1,3,2,4,7,6,5,8
"96",1,0,1,1,0,1,1,1,1,2,4,6,3,7,5,8
"97",1,1,1,1,1,0,1,1,8,1,2,3,4,5,6,7
"98",1,0,0,1,0,0,1,0,1,3,2,8,5,4,7,6
"99",1,0,0,0,1,1,1,1,1,2,3,5,4,7,6,8
"100",0,1,0,0,1,0,1,1,1,2,3,4,5,6,7,8
"101",1,0,0,0,1,1,0,0,1,2,3,4,6,5,8,7
"102",0,0,0,1,1,1,0,0,2,1,3,4,5,7,6,8
"103",0,0,1,0,0,0,1,0,1,2,3,4,6,7,5,8
"104",0,0,0,0,0,1,0,1,2,1,3,5,4,6,7,8
"105",0,0,1,0,0,1,0,1,1,2,3,4,5,6,7,8
"106",0,0,1,1,1,1,1,0,1,2,3,4,7,6,8,5
"107",1,1,0,1,0,1,1,1,8,1,2,3,4,5,6,7
"108",1,0,1,1,0,0,1,1,1,2,3,5,4,6,8,7
"109",1,0,1,0,1,1,0,1,1,3,2,4,8,6,7,5
"110",0,0,0,0,1,0,0,1,1,2,3,5,4,6,8,7
"111",0,1,1,0,0,1,1,0,1,3,5,2,4,6,8,7
"112",1,0,0,0,0,0,0,1,1,2,5,4,3,6,7,8
"113",1,1,0,1,1,0,1,1,8,1,2,3,4,5,6,7
"114",1,1,1,0,0,0,1,0,8,1,2,3,4,5,6,7
"115",1,1,0,1,1,0,1,1,8,1,2,3,4,5,6,7
"116",0,0,0,1,0,1,0,0,1,3,2,4,5,6,8,7
"117",1,1,1,1,0,0,1,1,8,1,2,3,4,5,6,7
"118",0,1,1,1,1,1,0,1,1,2,3,5,6,4,7,8
"119",0,0,0,1,1,0,1,1,1,3,2,4,5,7,6,8
"120",1,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8
"121",1,1,1,1,1,0,0,0,8,1,2,3,4,5,6,7
"122",0,0,1,0,0,0,1,0,1,3,2,4,5,6,8,7
"123",0,1,1,1,1,0,0,0,1,2,4,3,5,8,6,7
"124",0,0,1,1,1,1,1,0,1,2,3,4,6,5,8,7
"125",1,0,0,0,1,0,1,0,1,2,3,4,5,6,7,8
"126",0,1,1,1,1,0,1,1,1,2,3,4,5,7,6,8
"127",1,0,0,0,1,1,1,0,1,4,3,2,5,6,7,8
"128",0,0,1,1,0,1,1,0,1,2,5,3,4,8,6,7
"129",0,0,0,0,1,1,0,0,1,2,3,5,4,6,7,8
"130",1,0,1,0,1,1,1,1,1,2,4,3,6,5,7,8
"131",0,0,0,0,0,0,1,1,1,2,3,4,7,5,6,8
"132",1,0,1,1,1,1,1,0,1,2,4,3,5,6,7,8
"133",1,0,0,0,1,0,1,1,1,2,3,4,5,6,7,8
"134",1,1,1,0,0,1,0,1,8,1,2,3,4,5,6,7
"135",1,1,1,1,0,0,0,0,8,1,2,3,4,5,6,7
"136",1,0,0,1,0,0,1,1,2,1,4,3,5,6,7,8
"137",1,0,0,1,0,1,0,1,1,2,3,4,6,5,8,7
"138",0,1,0,0,1,1,1,1,1,2,3,4,6,7,5,8
"139",1,0,1,1,0,0,1,0,2,1,3,5,4,8,7,6
"140",1,0,1,1,1,0,1,0,2,1,5,3,4,6,7,8
"141",1,1,1,0,0,1,1,0,8,1,2,3,4,5,6,7
"142",1,1,0,1,0,1,0,1,8,1,2,3,4,5,6,7
"143",0,1,0,1,1,1,1,1,1,2,3,4,6,5,8,7
"144",1,0,0,0,0,1,1,1,1,2,3,4,7,5,6,8
"145",0,0,1,1,0,1,0,0,1,4,2,3,5,8,6,7
"146",1,0,0,0,0,0,0,0,1,2,3,4,5,7,6,8
"147",0,0,0,0,0,0,0,0,2,1,6,3,5,4,8,7
"148",1,1,0,1,0,0,0,0,8,1,2,3,4,5,6,7
"149",1,1,1,0,0,1,0,0,8,1,2,3,4,5,6,7
"150",0,0,1,0,1,1,0,1,1,2,3,4,5,6,7,8
"151",0,0,1,1,0,0,1,1,1,2,4,3,5,6,7,8
"152",0,0,0,1,0,0,1,1,1,2,4,3,6,5,7,8
"153",0,1,0,1,0,0,1,0,1,2,3,4,5,7,6,8
"154",1,1,1,0,1,0,1,1,8,1,2,3,4,5,6,7
"155",1,1,0,0,0,1,1,0,8,1,2,3,4,5,6,7
"156",0,1,0,1,1,0,0,0,1,2,3,4,5,6,8,7
"157",0,1,0,0,1,0,0,0,1,2,3,4,5,6,8,7
"158",0,0,1,0,1,1,1,0,1,2,4,3,6,5,7,8
"159",1,1,1,0,1,1,0,1,8,1,2,3,4,5,6,7
"160",0,1,1,1,1,0,1,0,3,1,2,4,5,6,8,7
"161",1,1,1,1,0,0,0,0,8,1,2,3,4,5,6,7
"162",1,0,0,1,1,1,1,0,1,2,3,5,4,6,7,8
"163",1,1,1,0,1,0,0,0,8,1,2,3,4,5,6,7
"164",1,1,0,1,1,1,0,1,8,1,2,3,4,5,6,7
"165",1,1,0,0,1,0,1,1,8,1,2,3,4,5,6,7
"166",0,1,1,1,0,1,0,1,1,2,3,5,4,6,7,8
